dataset	nhood	n_cells	n_tnk	n_malig	frac_tnk	frac_malig	cldn4_all_mean	cldn4_malig_mean	dominant_lineage	n_samples_present	n_cells_da	cldn4_rho	cldn4_p	cldn4_testable	cldn4_BH_FDR	cldn4_SpatialFDR
GSE131907	31	31	0	0	0.0	0.0	0.0		Myeloid cells	2	31			False		
GSE131907	32	31	0	31	0.0	1.0	1.6892764568328857	1.6892764568328857	Epithelial cells	2	31			False		
GSE131907	33	31	0	0	0.0	0.0	0.029751962050795555		Myeloid cells	1	31			False		
GSE131907	34	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	35	31	0	0	0.0	0.0	0.022096708416938782		Myeloid cells	4	31			False		
GSE131907	36	31	0	0	0.0	0.0	0.04478861019015312		B lymphocytes	1	31			False		
GSE131907	37	31	31	0	1.0	0.0	0.0		T lymphocytes	0	31			False		
GSE131907	38	31	0	0	0.0	0.0	0.14042998850345612		Myeloid cells	1	31			False		
GSE131907	39	31	31	0	1.0	0.0	0.05378103628754616		T lymphocytes	2	31			False		
GSE131907	40	31	31	0	1.0	0.0	0.0		NK cells	1	31			False		
GSE131907	41	31	31	0	1.0	0.0	0.0		T lymphocytes	0	31			False		
GSE131907	42	31	0	0	0.0	0.0	0.0		MAST cells	4	31			False		
GSE131907	43	31	0	31	0.0	1.0	1.8506357669830322	1.8506357669830322	Epithelial cells	1	31			False		
GSE131907	44	31	0	0	0.0	0.0	0.0		Myeloid cells	7	31	0.21428571428571433	0.6445115810207203	True	0.9334305656162155	0.9332209182681445
GSE131907	45	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	46	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE131907	47	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	48	31	0	31	0.0	1.0	1.3461395502090454	1.3461395502090454	Epithelial cells	1	31			False		
GSE131907	49	31	0	31	0.0	1.0	1.572069764137268	1.572069764137268	Epithelial cells	1	31			False		
GSE131907	50	31	0	0	0.0	0.0	0.14745596051216125		Myeloid cells	1	31			False		
GSE131907	51	31	0	0	0.0	0.0	0.014781358651816845		Myeloid cells	4	31			False		
GSE131907	52	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	53	31	31	0	1.0	0.0	0.15758253633975983		T lymphocytes	1	31			False		
GSE131907	54	31	0	0	0.0	0.0	0.22033695876598358		B lymphocytes	1	31			False		
GSE131907	55	31	0	0	0.0	0.0	0.03585513308644295		Myeloid cells	1	31			False		
GSE131907	56	31	0	31	0.0	1.0	1.7524046897888184	1.7524046897888184	Epithelial cells	1	31			False		
GSE131907	57	31	0	31	0.0	1.0	1.0841764211654663	1.0841764211654663	Epithelial cells	1	31			False		
GSE131907	58	31	31	0	1.0	0.0	0.10939884185791016		T lymphocytes	1	31			False		
GSE131907	59	31	31	0	1.0	0.0	0.044860005378723145		T lymphocytes	4	31			False		
GSE131907	60	31	31	0	1.0	0.0	0.056722186505794525		T lymphocytes	2	31			False		
GSE131907	61	31	0	0	0.0	0.0	0.0		Myeloid cells	4	31			False		
GSE131907	62	31	31	0	1.0	0.0	0.11226866394281387		T lymphocytes	2	31			False		
GSE131907	63	31	0	0	0.0	0.0	0.0		B lymphocytes	1	31			False		
GSE131907	64	31	0	0	0.0	0.0	0.03150179982185364		Myeloid cells	3	31			False		
GSE131907	65	31	0	0	0.0	0.0	0.1159573346376419		Myeloid cells	4	31			False		
GSE131907	66	31	0	0	0.0	0.0	0.0		B lymphocytes	1	31			False		
GSE131907	67	31	0	0	0.0	0.0	0.198493093252182		B lymphocytes	1	31			False		
GSE131907	68	31	0	31	0.0	1.0	1.7271350622177124	1.7271350622177124	Epithelial cells	1	31			False		
GSE131907	69	31	0	0	0.0	0.0	0.05949937179684639		B lymphocytes	1	31			False		
GSE131907	70	31	31	0	1.0	0.0	0.0		T lymphocytes	0	31			False		
GSE131907	71	31	0	31	0.0	1.0	1.8246060609817505	1.8246060609817505	Epithelial cells	1	31			False		
GSE131907	72	31	0	0	0.0	0.0	0.0		MAST cells	4	31			False		
GSE131907	73	31	1	0	0.03225806451612903	0.0	0.0		B lymphocytes	3	31			False		
GSE131907	74	31	0	31	0.0	1.0	1.649347186088562	1.649347186088562	Epithelial cells	1	31			False		
GSE131907	75	31	0	31	0.0	1.0	1.5410645008087158	1.5410645008087158	Epithelial cells	2	31			False		
GSE131907	76	31	0	0	0.0	0.0	0.2026010900735855		B lymphocytes	1	31			False		
GSE131907	77	31	0	31	0.0	1.0	1.5088438987731934	1.5088438987731934	Epithelial cells	1	31			False		
GSE131907	78	31	0	0	0.0	0.0	0.11967373639345169		Myeloid cells	8	31	0.2380952380952381	0.5701563208157683	True	0.9161252419861912	0.9160471790155642
GSE131907	79	31	0	31	0.0	1.0	2.177673816680908	2.177673816680908	Epithelial cells	1	31			False		
GSE131907	80	31	31	0	1.0	0.0	0.12268346548080444		T lymphocytes	1	31			False		
GSE131907	81	31	0	31	0.0	1.0	1.5209558010101318	1.5209558010101318	Epithelial cells	1	31			False		
GSE131907	82	31	0	31	0.0	1.0	2.7340712547302246	2.7340712547302246	Epithelial cells	1	31			False		
GSE131907	83	31	0	0	0.0	0.0	0.037943143397569656		B lymphocytes	2	31			False		
GSE131907	84	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	85	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	86	31	0	0	0.0	0.0	0.20113666355609894		Myeloid cells	3	31			False		
GSE131907	87	31	0	31	0.0	1.0	1.1404610872268677	1.1404610872268677	Epithelial cells	1	31			False		
GSE131907	88	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE131907	89	31	0	0	0.0	0.0	0.14892885088920593		Myeloid cells	1	31			False		
GSE131907	90	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	91	31	0	0	0.0	0.0	0.02902817353606224		Myeloid cells	1	31			False		
GSE131907	92	31	0	31	0.0	1.0	1.9310619831085205	1.9310619831085205	Epithelial cells	1	31			False		
GSE131907	93	31	0	0	0.0	0.0	0.0192936472594738		Myeloid cells	3	31			False		
GSE131907	94	31	0	0	0.0	0.0	0.16596288979053497		B lymphocytes	1	31			False		
GSE131907	95	31	0	11	0.0	0.3548387096774194	0.967276394367218	0.8509711623191833	Epithelial cells	3	31			False		
GSE131907	96	31	0	0	0.0	0.0	0.0		Myeloid cells	3	31			False		
GSE131907	97	31	0	31	0.0	1.0	1.4484115839004517	1.4484115839004517	Epithelial cells	1	31			False		
GSE131907	98	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	99	31	0	0	0.0	0.0	0.0		B lymphocytes	1	31			False		
GSE131907	100	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE131907	101	31	0	0	0.0	0.0	0.2844260036945343		B lymphocytes	1	31			False		
GSE131907	102	31	0	31	0.0	1.0	1.2365142107009888	1.2365142107009888	Epithelial cells	1	31			False		
GSE131907	103	31	31	0	1.0	0.0	0.03343746438622475		T lymphocytes	3	31			False		
GSE131907	104	31	31	0	1.0	0.0	0.14655821025371552		T lymphocytes	1	31			False		
GSE131907	105	31	0	0	0.0	0.0	0.0		Myeloid cells	3	31			False		
GSE131907	106	31	0	31	0.0	1.0	1.1076788902282715	1.1076788902282715	Epithelial cells	1	31			False		
GSE131907	107	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	108	31	0	29	0.0	0.9354838709677419	1.754536509513855	1.7664326429367065	Epithelial cells	5	31	0.6	0.28475697986529386	True	0.892521877189727	0.865895082325415
GSE131907	109	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	110	31	0	0	0.0	0.0	0.1275048702955246		Myeloid cells	4	31			False		
GSE131907	111	31	0	0	0.0	0.0	0.10434446483850479		Myeloid cells	1	31			False		
GSE131907	112	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	113	31	0	0	0.0	0.0	0.07435835897922516		Myeloid cells	1	31			False		
GSE131907	114	31	0	31	0.0	1.0	1.5759741067886353	1.5759741067886353	Epithelial cells	1	31			False		
GSE131907	115	31	0	0	0.0	0.0	0.09962312877178192		B lymphocytes	5	31	-0.7999999999999999	0.10408803866182788	True	0.892521877189727	0.8342441672938892
GSE131907	116	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	117	31	0	0	0.0	0.0	0.0		MAST cells	4	31			False		
GSE131907	118	31	31	0	1.0	0.0	0.0		T lymphocytes	4	31			False		
GSE131907	119	31	0	0	0.0	0.0	0.0		B lymphocytes	1	31			False		
GSE131907	120	31	31	0	1.0	0.0	0.03870219364762306		T lymphocytes	6	31	-0.3142857142857143	0.5440932944606415	True	0.9161252419861912	0.9160471790155642
GSE131907	121	31	31	0	1.0	0.0	0.1827198565006256		T lymphocytes	1	31			False		
GSE131907	122	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	123	31	31	0	1.0	0.0	0.04162679985165596		NK cells	1	31			False		
GSE131907	124	31	0	0	0.0	0.0	0.03107931651175022		Myeloid cells	2	31			False		
GSE131907	125	31	0	0	0.0	0.0	0.004635559394955635		B lymphocytes	3	31			False		
GSE131907	126	31	0	0	0.0	0.0	0.1644289791584015		Myeloid cells	1	31			False		
GSE131907	127	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	128	31	31	0	1.0	0.0	0.08534254133701324		T lymphocytes	2	31			False		
GSE131907	129	31	31	0	1.0	0.0	0.11300963908433914		T lymphocytes	1	31			False		
GSE131907	130	31	0	31	0.0	1.0	2.2975964546203613	2.2975964546203613	Epithelial cells	1	31			False		
GSE131907	131	31	0	0	0.0	0.0	0.015622097067534924		Myeloid cells	4	31			False		
GSE131907	132	31	0	0	0.0	0.0	0.0		Myeloid cells	4	31			False		
GSE131907	133	31	0	31	0.0	1.0	1.2216200828552246	1.2216200828552246	Epithelial cells	1	31			False		
GSE131907	134	31	0	0	0.0	0.0	0.17388850450515747		B lymphocytes	1	31			False		
GSE131907	135	31	0	1	0.0	0.03225806451612903	1.1215852499008179	1.5496931076049805	Epithelial cells	0	31			False		
GSE131907	136	31	0	0	0.0	0.0	0.10323172062635422		Myeloid cells	3	31			False		
GSE131907	137	31	0	31	0.0	1.0	1.3921200037002563	1.3921200037002563	Epithelial cells	1	31			False		
GSE131907	138	31	31	0	1.0	0.0	0.04153463616967201		T lymphocytes	1	31			False		
GSE131907	139	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	140	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	141	31	31	0	1.0	0.0	0.04915303364396095		T lymphocytes	4	31			False		
GSE131907	142	31	0	31	0.0	1.0	2.1949942111968994	2.1949942111968994	Epithelial cells	1	31			False		
GSE131907	143	31	31	0	1.0	0.0	0.029999224469065666		T lymphocytes	3	31			False		
GSE131907	144	31	0	31	0.0	1.0	1.8130362033843994	1.8130362033843994	Epithelial cells	2	31			False		
GSE131907	145	31	0	0	0.0	0.0	0.04646683111786842		B lymphocytes	1	31			False		
GSE131907	146	31	0	0	0.0	0.0	0.11166872829198837		Myeloid cells	1	31			False		
GSE131907	147	31	0	0	0.0	0.0	0.018549321219325066		B lymphocytes	5	31	0.0	1.0	True	1.0	1.0
GSE131907	148	31	0	0	0.0	0.0	0.060766469687223434		Myeloid cells	5	31	0.0	1.0	True	1.0	1.0
GSE131907	149	31	0	31	0.0	1.0	1.8491812944412231	1.8491812944412231	Epithelial cells	1	31			False		
GSE131907	150	31	0	0	0.0	0.0	0.0		B lymphocytes	3	31			False		
GSE131907	151	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	152	31	0	31	0.0	1.0	1.860213279724121	1.860213279724121	Epithelial cells	1	31			False		
GSE131907	153	31	0	31	0.0	1.0	1.594954252243042	1.594954252243042	Epithelial cells	1	31			False		
GSE131907	154	31	31	0	1.0	0.0	0.05479349195957184		T lymphocytes	1	31			False		
GSE131907	155	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	156	31	31	0	1.0	0.0	0.0		NK cells	4	31			False		
GSE131907	157	31	4	0	0.12903225806451613	0.0	0.0		B lymphocytes	4	31			False		
GSE131907	158	31	0	0	0.0	0.0	0.08875852823257446		B lymphocytes	2	31			False		
GSE131907	159	31	31	0	1.0	0.0	0.050732702016830444		T lymphocytes	1	31			False		
GSE131907	160	31	31	0	1.0	0.0	0.25230059027671814		T lymphocytes	1	31			False		
GSE131907	161	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	162	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	163	31	31	0	1.0	0.0	0.11323048919439316		T lymphocytes	2	31			False		
GSE131907	164	31	31	0	1.0	0.0	0.050830576568841934		T lymphocytes	3	31			False		
GSE131907	165	31	31	0	1.0	0.0	0.05255640670657158		T lymphocytes	1	31			False		
GSE131907	166	31	0	0	0.0	0.0	0.0		MAST cells	3	31			False		
GSE131907	167	31	0	0	0.0	0.0	0.0		MAST cells	1	31			False		
GSE131907	168	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	169	31	0	0	0.0	0.0	0.0		Myeloid cells	3	31			False		
GSE131907	170	31	31	0	1.0	0.0	0.04373814910650253		T lymphocytes	1	31			False		
GSE131907	171	31	31	0	1.0	0.0	0.04351191595196724		T lymphocytes	3	31			False		
GSE131907	172	31	31	0	1.0	0.0	0.056722186505794525		T lymphocytes	1	31			False		
GSE131907	173	31	0	0	0.0	0.0	0.1628764271736145		Myeloid cells	3	31			False		
GSE131907	174	31	31	0	1.0	0.0	0.1344924420118332		T lymphocytes	1	31			False		
GSE131907	175	31	0	0	0.0	0.0	0.11087452620267868		Myeloid cells	1	31			False		
GSE131907	176	31	0	0	0.0	0.0	0.0		MAST cells	3	31			False		
GSE131907	177	31	0	0	0.0	0.0	0.0		B lymphocytes	1	31			False		
GSE131907	178	31	0	0	0.0	0.0	0.10356397181749344		B lymphocytes	1	31			False		
GSE131907	179	31	0	31	0.0	1.0	1.38176429271698	1.38176429271698	Epithelial cells	1	31			False		
GSE131907	180	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	181	31	0	0	0.0	0.0	0.14047808945178986		Myeloid cells	1	31			False		
GSE131907	182	31	0	0	0.0	0.0	0.24208107590675354		Myeloid cells	1	31			False		
GSE131907	183	31	0	0	0.0	0.0	0.08300911635160446		Myeloid cells	1	31			False		
GSE131907	184	31	0	0	0.0	0.0	0.044670846313238144		B lymphocytes	2	31			False		
GSE131907	185	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE131907	186	31	31	0	1.0	0.0	0.05610235035419464		T lymphocytes	2	31			False		
GSE131907	187	31	31	0	1.0	0.0	0.0910198763012886		T lymphocytes	1	31			False		
GSE131907	188	31	0	31	0.0	1.0	1.6197679042816162	1.6197679042816162	Epithelial cells	1	31			False		
GSE131907	189	31	0	29	0.0	0.9354838709677419	1.5986019372940063	1.6146773099899292	Epithelial cells	1	31			False		
GSE131907	190	31	0	31	0.0	1.0	1.26264488697052	1.26264488697052	Epithelial cells	1	31			False		
GSE131907	191	31	31	0	1.0	0.0	0.09925927221775055		T lymphocytes	1	31			False		
GSE131907	192	31	31	0	1.0	0.0	0.056416478008031845		T lymphocytes	3	31			False		
GSE131907	193	31	0	0	0.0	0.0	0.059124916791915894		Myeloid cells	7	31	-0.3214285714285715	0.48207203829967776	True	0.9161252419861912	0.9160471790155642
GSE131907	194	31	31	0	1.0	0.0	0.04505841061472893		T lymphocytes	2	31			False		
GSE131907	195	31	31	0	1.0	0.0	0.056416478008031845		T lymphocytes	3	31			False		
GSE131907	196	31	0	31	0.0	1.0	1.7631289958953857	1.7631289958953857	Epithelial cells	1	31			False		
GSE131907	197	31	31	0	1.0	0.0	0.1255963146686554		T lymphocytes	1	31			False		
GSE131907	198	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	199	31	0	0	0.0	0.0	0.09226038306951523		Myeloid cells	4	31			False		
GSE131907	200	31	0	31	0.0	1.0	0.7126489281654358	0.7126489281654358	Epithelial cells	1	31			False		
GSE131907	201	31	31	0	1.0	0.0	0.048793938010931015		T lymphocytes	1	31			False		
GSE131907	202	31	0	0	0.0	0.0	0.08493290841579437		Myeloid cells	1	31			False		
GSE131907	203	31	0	31	0.0	1.0	1.5016242265701294	1.5016242265701294	Epithelial cells	1	31			False		
GSE131907	204	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	205	31	0	0	0.0	0.0	0.04792015627026558		Myeloid cells	1	31			False		
GSE131907	206	31	31	0	1.0	0.0	0.186889186501503		T lymphocytes	1	31			False		
GSE131907	207	31	0	0	0.0	0.0	0.02778230980038643		Myeloid cells	5	31	0.39999999999999997	0.5046315754686912	True	0.9161252419861912	0.9160471790155642
GSE131907	208	31	31	0	1.0	0.0	0.0		T lymphocytes	4	31			False		
GSE131907	209	31	31	0	1.0	0.0	0.0		T lymphocytes	0	31			False		
GSE131907	210	31	31	0	1.0	0.0	0.047210417687892914		T lymphocytes	2	31			False		
GSE131907	211	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	212	31	0	0	0.0	0.0	0.0		Myeloid cells	3	31			False		
GSE131907	213	31	0	0	0.0	0.0	0.23897196352481842		Myeloid cells	1	31			False		
GSE131907	214	31	0	0	0.0	0.0	0.03343997150659561		Myeloid cells	1	31			False		
GSE131907	215	31	0	0	0.0	0.0	0.0		MAST cells	4	31			False		
GSE131907	216	31	31	0	1.0	0.0	0.06042852997779846		T lymphocytes	1	31			False		
GSE131907	217	31	31	0	1.0	0.0	0.10724180191755295		T lymphocytes	1	31			False		
GSE131907	218	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	219	31	31	0	1.0	0.0	0.13407453894615173		T lymphocytes	3	31			False		
GSE131907	220	31	0	0	0.0	0.0	0.0		MAST cells	2	31			False		
GSE131907	221	31	0	0	0.0	0.0	0.04578426107764244		Myeloid cells	2	31			False		
GSE131907	222	31	31	0	1.0	0.0	0.10411762446165085		T lymphocytes	1	31			False		
GSE131907	223	31	0	0	0.0	0.0	0.026017311960458755		Myeloid cells	7	31	0.14285714285714288	0.7599453002180927	True	0.9370564495487935	0.9332209182681445
GSE131907	224	31	0	0	0.0	0.0	0.15665112435817719		Myeloid cells	1	31			False		
GSE131907	225	31	31	0	1.0	0.0	0.33560439944267273		T lymphocytes	1	31			False		
GSE131907	226	31	0	0	0.0	0.0	0.05166235566139221		Myeloid cells	1	31			False		
GSE131907	227	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	228	31	0	0	0.0	0.0	0.08782090991735458		MAST cells	1	31			False		
GSE131907	229	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	230	31	0	0	0.0	0.0	0.0		B lymphocytes	2	31			False		
GSE131907	231	31	0	31	0.0	1.0	1.3854628801345825	1.3854628801345825	Epithelial cells	1	31			False		
GSE131907	232	31	0	0	0.0	0.0	0.032821133732795715		B lymphocytes	4	31			False		
GSE131907	233	31	31	0	1.0	0.0	0.04247770085930824		T lymphocytes	3	31			False		
GSE131907	234	31	0	10	0.0	0.3225806451612903	0.8438166379928589	0.7207138538360596	Epithelial cells	3	31			False		
GSE131907	235	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	236	31	0	0	0.0	0.0	0.02778230980038643		Myeloid cells	4	31			False		
GSE131907	237	31	0	0	0.0	0.0	0.0		B lymphocytes	2	31			False		
GSE131907	238	31	0	0	0.0	0.0	0.044065073132514954		Myeloid cells	1	31			False		
GSE131907	239	31	0	0	0.0	0.0	0.0		B lymphocytes	1	31			False		
GSE131907	240	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	241	31	0	0	0.0	0.0	0.0		MAST cells	1	31			False		
GSE131907	242	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	243	31	0	0	0.0	0.0	0.1601458489894867		Myeloid cells	3	31			False		
GSE131907	244	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	245	31	31	0	1.0	0.0	0.13840711116790771		T lymphocytes	1	31			False		
GSE131907	246	31	31	0	1.0	0.0	0.0		NK cells	3	31			False		
GSE131907	247	31	31	0	1.0	0.0	0.3263217508792877		T lymphocytes	1	31			False		
GSE131907	248	31	0	8	0.0	0.25806451612903225	0.9234825372695923	1.0686924457550049	Epithelial cells	2	31			False		
GSE131907	249	31	31	0	1.0	0.0	0.13421615958213806		T lymphocytes	1	31			False		
GSE131907	250	31	0	0	0.0	0.0	0.0439322367310524		Myeloid cells	4	31			False		
GSE131907	251	31	0	31	0.0	1.0	1.733896017074585	1.733896017074585	Epithelial cells	1	31			False		
GSE131907	252	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	253	31	0	0	0.0	0.0	0.0757165178656578		B lymphocytes	1	31			False		
GSE131907	254	31	0	0	0.0	0.0	0.010854681022465229		Myeloid cells	4	31			False		
GSE131907	255	31	0	0	0.0	0.0	0.050364844501018524		Myeloid cells	4	31			False		
GSE131907	256	31	31	0	1.0	0.0	0.06203069910407066		T lymphocytes	1	31			False		
GSE131907	257	31	1	30	0.03225806451612903	0.967741935483871	1.98776113986969	2.0540199279785156	Epithelial cells	2	31			False		
GSE131907	258	31	0	30	0.0	0.967741935483871	1.1782362461090088	1.1518340110778809	Epithelial cells	1	31			False		
GSE131907	259	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	260	31	31	0	1.0	0.0	0.0		T lymphocytes	0	31			False		
GSE131907	261	31	31	0	1.0	0.0	0.17052742838859558		T lymphocytes	1	31			False		
GSE131907	262	31	0	0	0.0	0.0	0.08722565323114395		B lymphocytes	2	31			False		
GSE131907	263	31	0	0	0.0	0.0	0.0		B lymphocytes	3	31			False		
GSE131907	264	31	31	0	1.0	0.0	0.0		NK cells	3	31			False		
GSE131907	265	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE131907	266	31	0	31	0.0	1.0	1.5376636981964111	1.5376636981964111	Epithelial cells	1	31			False		
GSE131907	267	31	31	0	1.0	0.0	0.0		NK cells	1	31			False		
GSE131907	268	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	269	31	31	0	1.0	0.0	0.05806908756494522		T lymphocytes	1	31			False		
GSE131907	270	31	31	0	1.0	0.0	0.05857780948281288		T lymphocytes	1	31			False		
GSE131907	271	31	31	0	1.0	0.0	0.0		T lymphocytes	0	31			False		
GSE131907	272	31	31	0	1.0	0.0	0.029999224469065666		T lymphocytes	4	31			False		
GSE131907	273	31	0	31	0.0	1.0	1.3859801292419434	1.3859801292419434	Epithelial cells	1	31			False		
GSE131907	274	31	31	0	1.0	0.0	0.0840841680765152		T lymphocytes	4	31			False		
GSE131907	275	31	0	0	0.0	0.0	0.3358226418495178		Myeloid cells	1	31			False		
GSE131907	276	31	31	0	1.0	0.0	0.17052742838859558		T lymphocytes	1	31			False		
GSE131907	277	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	278	31	0	0	0.0	0.0	0.11617375910282135		Myeloid cells	1	31			False		
GSE131907	279	31	0	31	0.0	1.0	1.6173737049102783	1.6173737049102783	Epithelial cells	1	31			False		
GSE131907	280	31	31	0	1.0	0.0	0.0		T lymphocytes	0	31			False		
GSE131907	281	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	282	31	0	0	0.0	0.0	0.0		Myeloid cells	3	31			False		
GSE131907	283	31	31	0	1.0	0.0	0.0		NK cells	3	31			False		
GSE131907	284	31	31	0	1.0	0.0	0.08216691762208939		T lymphocytes	4	31			False		
GSE131907	285	31	31	0	1.0	0.0	0.044860005378723145		T lymphocytes	1	31			False		
GSE131907	286	31	31	0	1.0	0.0	0.12413452565670013		T lymphocytes	1	31			False		
GSE131907	287	31	31	0	1.0	0.0	0.18015943467617035		T lymphocytes	1	31			False		
GSE131907	288	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
