cohort	n_genes_ranked	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Antigen processing and presentation	0.4915500788580083	2.032195705264462	0.0	0.000774083237263766	0.009	34/79	18.35%	H2-Q1;H2-Bl;H2-Q2;Gm8909;H2-Q8;H2-Q6;H2-Q10;H2-Q4;Rfxank;H2-T23;H2-Q9;H2-Q7;Tap2;H2-L;H2-Ab1;H2-Eb1;Cd74;Ifi30;Ciita;H2-T3;H2-T10;H2-Aa;H2-D1;H2-K1;H2-Oa;Tap1;H2-M3;H2-T9;Cd4;Tapbp;H2-T24;H2-Ob;Rfxap;Psme2b
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Viral myocarditis	0.48847365780726176	2.004490840986295	0.0	0.0010555680508142263	0.0135	37/77	21.82%	H2-Q1;H2-Bl;H2-Q2;Gm8909;H2-Q8;H2-Q6;H2-Q10;Cd40lg;H2-Q4;H2-T23;H2-Q9;H2-Q7;H2-L;H2-Ab1;H2-Eb1;Abl1;Ccnd1;H2-T3;Actg1;H2-T10;H2-Aa;H2-D1;Icam1;H2-K1;Cd40;H2-Oa;H2-M3;H2-T9;Actb;H2-T24;H2-Ob;Fyn;Rac2;Itgal;Itgb2l;Itgb2;Cd86
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Non-alcoholic fatty liver disease (NAFLD)	0.44517157833977544	1.9911251907964718	0.0	0.0011826271680418648	0.0165	65/140	23.08%	Uqcrq;Ndufa2;Bax;Ndufs7;Srebf1;Ndufa13;Ndufb7;Uqcr11;Cox8a;Ndufa11;Uqcr10;Sdhb;Pik3r2;Map3k11;Cox6a1;Ndufb6;Ndufa6;Ndufa1;Cox5b;Ndufs6;Ndufa7;Traf2;Rela;Ndufv3;Pik3cd;Ndufa3;Ndufc2;Ndufs8;Tgfb1;Nfkb1;Uqcrc1;Irs2;Ddit3;Nr1h3;Ndufb2;Cebpa;Socs3;Akt2;Gsk3a;Cox5a;Uqcrfs1;Akt1;Atf4;Cox4i1;Cox4i2;Ndufa8;Cox6b1;Tnfrsf1a;Ndufc1;Cox7a2;Ndufv1;Ndufa4l2;Ndufb11;Jun;Cox6b2;Ndufb9;Cyc1;Cox6a2;Ndufb10;Rxra;Cox6c;Ndufb3;Ndufa12;Cox7a2l;Adipoq
GSE164758_GEMM_KL_KP_primary	19769	prerank	WIKI__Oxidative phosphorylation WP1248	0.5260501609329684	1.9811673556826839	0.0	0.008217869843715375	0.0175	27/49	20.60%	Ndufa2;Ndufs7;Ndufb7;Ndufa11;Atp5j2;Atp5k;Ndufb6;Atp5d;Ndufa6;Ndufs6;Ndufa7;Atp5e;Atp5g1;Ndufv3;Ndufa3;Ndufc2;Ndufs8;Ndufb2;Atp5g3;Ndufa8;Ndufc1;Atp5j;Ndufv1;Ndufa4l2;Ndufb9;Atp5a1;Ndufb10
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Ribosome	0.44307391326676676	1.976458641301399	0.0	0.0013232192089978904	0.02	47/131	17.34%	Rpl36;Rps3a1;Rplp1;Rps21;Mrpl20;Rplp2;Rps10;Mrps12;Mrpl12;Mrpl4;Mrpl34;Rpl36al;Rpl37;Rpl37rt;Rpl27;Rpsa;Rpl30;Rps15;Rpl41;Mrps11;Rpl34;Rplp0;Rps5;Rpl13a;Rps27;Rpl29;Mrpl14;Mrpl36;Mrpl18;Rps19;Rpl8;Rpl7a;Mrpl28;Mrps17;Rps9;Rps26;Mrps10;Rpl18;Rpl10a;Rpl18a;Rps27a;Mrps16;Rpl35a;Mrpl2;Uba52;Mrpl27;Mrps7
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Huntington disease	0.4251189849935987	1.9756074459858108	0.0	0.0012287035512123271	0.02	73/177	20.60%	Uqcrq;Ndufa2;Bax;Ap2s1;Ndufs7;Bbc3;Ndufa13;Ndufb7;Uqcr11;Cox8a;Ndufa11;Ap2a1;Uqcr10;Sdhb;Slc25a5;Cox6a1;Ndufb6;Atp5d;Ndufa6;Ndufa1;Cox5b;Ndufs6;Polr2f;Dnah17;Ndufa7;Hap1;Trp53;Atp5e;Polr2i;Atp5g1;Ndufv3;Ndufa3;Clta;Dctn2;Ndufc2;Ndufs8;Uqcrc1;Dctn1;Dnal4;Ndufb2;Polr2e;Dlg4;Gpx1;Atp5g3;Cox5a;Uqcrfs1;Cltb;Polr2l;Sod2;Cox4i1;Polr2c;Cox4i2;Polr2j;Ndufa8;Cox6b1;Ppargc1a;Ndufc1;Ppif;Atp5j;Cox7a2;Ndufv1;Ndufa4l2;Ndufb11;Tgm2;Plcb3;Ap2a2;Cox6b2;Plcb4;Ndufb9;Cyc1;Atp5a1;Cox6a2;Ndufb10
GSE164758_GEMM_KL_KP_primary	19769	prerank	WIKI__Cytoplasmic Ribosomal Proteins WP163	0.46700862854792025	1.9410576689577321	0.0	0.00923532039579442	0.0295	29/80	15.94%	Rpl36;Rps3a1;Rplp1;Rps21;Rplp2;Rps10;Rpl37;Rpl37rt;Rpl27;Rpsa;Rpl30;Rps15;Rpl41;Rpl34;Rplp0;Rps5;Rpl13a;Rps27;Rpl29;Rps19;Rpl8;Rpl7a;Rps26;Rps6ka1;Rpl18;Rpl10a;Rpl18a;Rps27a;Rpl35a
GSE164758_GEMM_KL_KP_primary	19769	prerank	GOFOCUS__GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	0.39784297644000977	1.9220549411306036	0.0	0.01169957171210697	0.009	140/267	29.99%	Jak3;H2-DMb2;Tyk2;Rara;Hlx;Bad;Coro1a;Cd40lg;Rela;Tnfrsf14;Socs1;Zbtb7b;Shb;Card11;Efnb1;Sart1;Stat5b;Tgfb1;Tnfsf14;H2-DMa;Zap70;H2-Ab1;Gata3;H2-Eb1;Hes1;Cd74;Fcho1;Nr4a3;Smarcc2;Ephb6;Cd81;Ccdc88b;Igf2;Thy1;Gimap5;Sox4;Ccl21a;Cd5;Cd83;Abl1;H2-DMb1;Ap3d1;Il4ra;Carmil2;Lck;Smarcd3;H2-Aa;Btnl2;Gimap3;Pycard;Icam1;Capn1;Tnfrsf13c;Nfkbid;Pik3r6;Cd27;H2-Oa;Cd3e;Rasal3;Il7r;Runx3;Igfbp2;Vsir;Smarca4;Smarcd2;Cd4;Cd6;Actb;Stat5a;H2-Ob;H2-Eb2;Brd4;Tespa1;Sele;Sash3;Prkcq;Il12rb1;Flot2;Slamf1;Spn;Sox12;Ada;Aif1;Gpam;Klhl25;Rhoh;Itgal;Il12a;Ccl5;Ccr7;Ccl19;Cd209a;Fut7;Icos;Icosl;Il2rg;Ephb4;Itgb2;Syk;Il4i1;Hsph1;Cd86;Cd209d;Xcl1;Mdk;Irf1;Adam8;Skap1;Brd2;Ager;Dhps;Itga4;Bcl6;Il6;Sox13;B2m;Il2ra;Dusp10;Ptafr;Nckap1l;Arid1b;Cd80;Lgals1;Il6st;Fadd;Il4;Smarcd1;Wnt10b;Il1b;Cd1d1;Smarcb1;Il21;Sirpa;Cd160;Malt1;Ccl2;Tnfsf11;Nfkbiz;Il12b;Chst2
GSE164758_GEMM_KL_KP_primary	19769	prerank	HALLMARK__HALLMARK_IL6_JAK_STAT3_SIGNALING	0.4613178970487015	1.9129456676397891	0.0	0.0023925829927225603	0.003	51/84	29.34%	Crlf2;Cntfr;Tyk2;Il3ra;Ltb;Socs1;Ptpn1;Ltbr;A2m;Tgfb1;Csf2ra;Bak1;Pik3r5;Socs3;Grb2;Cxcl13;Pim1;Il4ra;Ebi3;Tnfrsf1a;Acvrl1;Csf1;Stat3;Acvr1b;Jun;Cd14;Il12rb1;Osmr;Dntt;Il9r;Stat2;Il2rg;Il17ra;Csf3r;Irf1;Ptpn11;Itga4;Csf2;Ccl7;Il6;Stat1;Il1r2;Il2ra;Cxcl9;Il6st;Il15ra;Hmox1;Il1b;Myd88;Cxcl2;Cxcl10
GSE164758_GEMM_KL_KP_primary	19769	prerank	HALLMARK__HALLMARK_P53_PATHWAY	0.4077043471479463	1.9078047072212942	0.0	0.0011962914963612801	0.003	90/194	25.25%	Fdxr;Rpl36;Bax;Rhbdf2;Phlda3;Iscu;Traf4;Ninj1;Wrap73;Ccng1;Ddit4;Aen;Tax1bp3;Pidd1;Baiap2;Plxnb2;Cdkn1a;Socs1;Rrad;Trp53;Trafd1;Rad9a;Ier5;Rab40c;Mxd4;Sdc1;Zmat3;Tgfb1;Btg1;St14;Ephx1;Osgin1;Ddit3;Pdgfa;Hexim1;Bak1;Cebpa;Triap1;Def6;Mknk2;Cgrrf1;Jag2;Ifi30;Cd81;Klk8;Ccnd3;Upp1;Ralgds;App;Notch1;Rpl18;Ip6k2;Tcn2;Pom121;Hint1;Tap1;Prmt2;Pmm1;Lif;Cd82;Acvr1b;Jun;Ctsf;Slc19a2;Steap3;Rnf19b;Rack1;Hras;Ada;Sec61a1;Plk3;Inhbb;Rxra;Sphk1;Rps12;Fbxw7;Gpx2;Tob1;Casp1;Mapkapk3;Alox8;Foxo3;Eps8l2;Dram1;Dcxr;Plk2;Slc3a2;Sfn;Ier3;Pcna
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Staphylococcus aureus infection	0.5048224356490261	1.9063124083715157	0.0	0.002637616956602462	0.0435	22/50	21.35%	C1rb;C1qc;Selplg;C1s2;C1qa;H2-Ab1;C1qb;H2-Eb1;H2-Aa;Icam1;H2-Oa;H2-Ob;Il10;C4b;Krt10;Itgal;C3;Itgb2l;C1s1;Cfh;Fgg;Itgb2
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Systemic lupus erythematosus	0.4393363103860995	1.8826119846232068	0.0	0.003467247833577285	0.0595	57/97	31.20%	Hist3h2a;H2afj;Hist1h2ba;Snrpb;C1rb;Cd40lg;C1qc;C1s2;C1qa;H2afx;Hist1h2bc;H2-Ab1;H2afv;C1qb;H2-Eb1;H2-Aa;Hist1h4j;Cd40;H2-Oa;Actn4;Hist1h4i;Hist1h4h;Hist1h4d;H2-Ob;Il10;Hist2h2aa2;C4b;H2afy2;Hist1h4c;H2afy;Hist1h2bh;C3;C7;C1s1;Cd86;Hist1h3f;Trim21;Hist1h2bg;Hist1h2ad;Hist1h3a;Hist1h2ab;Hist1h2ag;Hist2h2bb;C8a;Gm12260;Cd80;Hist1h2bp;Hist4h4;Hist1h2ae;Hist1h3d;Hist2h2aa1;Hist1h2ai;Hist3h2ba;C1ra;Tnf;Hist2h3b;Hist1h3e
GSE164758_GEMM_KL_KP_primary	19769	prerank	HALLMARK__HALLMARK_ALLOGRAFT_REJECTION	0.3998297251917834	1.8493280062928286	0.0	0.0013292127737347557	0.005	96/183	28.76%	Rps3a1;Psmb10;H2-DMb2;Spi1;Ltb;Traf2;Cd40lg;Bcl3;Socs1;Tap2;Csk;Ncf4;Apbb1;Tgfb1;H2-DMa;Zap70;Stab1;Cfp;Cd74;Rps9;Ache;Cd79a;Thy1;Akt1;Hcls1;Ccnd3;Il16;Map4k1;Cxcl13;Il4ra;Il27ra;Ifnar2;Lck;H2-Aa;Il2rb;Cd247;Sit1;Icam1;Cd3d;Cd40;H2-Oa;Tap1;Cd3e;Trat1;Cd4;Lif;Csf1;Tapbp;Irf8;Itk;Nme1;H2-Ob;Il10;Prkcb;Cxcr3;Il12rb1;Cd96;Cd3g;Itgal;Krt1;Il12a;Ccl5;Nos2;Mmp9;Lyn;Cd8b1;Icosl;Il2rg;Inhbb;Itgb2;Cd86;Stat4;Cd7;Cd8a;Ccl7;Il6;Tlr1;Was;Irf4;B2m;Prf1;Irf7;Stat1;Flna;Il2ra;Klrd1;Cxcl9;Ly86;Srgn;Cd80;Il4;Ncr1;Il1b;Egfr;Fasl;Gpr65
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Th1 and Th2 cell differentiation	0.4409655500189528	1.8122741042958639	0.0007390983000739098	0.0077155355348185834	0.1355	42/83	22.47%	Nfkbib;Jak3;Tyk2;Rbpjl;Rela;Lat;Stat5b;Nfkb1;Zap70;H2-Ab1;Gata3;H2-Eb1;Jag2;Nfkbia;Nfkbie;Il4ra;Tbx21;Notch3;Notch1;Dll4;Lck;H2-Aa;Il2rb;Cd247;Nfatc1;Cd3d;H2-Oa;Dll1;Cd3e;Runx3;Cd4;Stat5a;H2-Ob;Jun;Prkcq;Il12rb1;Cd3g;Il12a;Il2rg;Maf;Stat4;Mapk13
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Epstein-Barr virus infection	0.38587022714967883	1.8101513221806078	0.0	0.007478026335295023	0.1385	84/204	21.63%	H2-Q1;Nfkbib;H2-Bl;Jak3;H2-Q2;Bax;Gm8909;Gadd45g;Ncor2;Nfkb2;Adrm1;Tyk2;H2-Q8;H2-Q6;Relb;Pik3r2;Irf3;Tradd;Rbpjl;Traf2;H2-Q10;Gadd45b;Rela;H2-Q4;Cdkn1a;H2-T23;H2-Q9;Trp53;H2-Q7;Tap2;Pik3cd;Tab1;Nfkb1;Map3k14;Psmd3;H2-L;H2-Ab1;Bak1;H2-Eb1;Hes1;Akt2;Traf3;Akt1;Nfkbia;Ccnd3;Nfkbie;Ifnar2;Ccnd1;H2-T3;H2-T10;H2-Aa;Cd247;Blnk;H2-D1;Icam1;Cd3d;H2-K1;Oas1b;Cd40;H2-Oa;Tap1;H2-M3;Cd3e;Runx3;Irak4;H2-T9;Tapbp;Stat3;H2-T24;Map2k7;H2-Ob;Jun;Cd19;Cr2;Cd3g;Isg15;Itgal;Psmc3;Psmc5;Stat2;Lyn;Syk;Ikbke;E2f1
GSE164758_GEMM_KL_KP_primary	19769	prerank	WIKI__IL-9 Signaling Pathway WP10	0.5747346976823238	1.8080864250849003	0.0025167785234899327	0.03827179384358874	0.15	17/23	25.20%	Jak3;Map2k2;Tyk2;Stat5b;Irs2;Socs3;Grb2;Shc1;Akt1;Vcp;Stat5a;Stat3;Il9r;Il2rg;Ptpn11;Map2k1;Stat1
GSE164758_GEMM_KL_KP_primary	19769	prerank	GOFOCUS__GOBP_LEUKOCYTE_CELL_CELL_ADHESION	0.35763235608663924	1.7910449514755415	0.0	0.028371461401859397	0.0425	202/403	30.87%	Jak3;Scrib;Zc3h12a;Fermt3;H2-DMb2;Cebpb;Tyk2;Rara;Lrg1;Hlx;Bad;Slc4a2;Coro1a;Cd40lg;Rela;Sftpd;Tnfrsf14;Socs1;Zbtb7b;Shb;Card11;Selplg;Cd37;Laptm5;Efnb1;Sart1;Stat5b;Tgfb1;Tnip1;Tnfsf14;Prdx2;Tnfaip8l2;H2-DMa;Zap70;H2-Ab1;Gata3;H2-Eb1;Erbb2;Hes1;Cd74;Fcho1;Nr4a3;Smarcc2;Ephb6;Cd81;Ccdc88b;Itgb7;Igf2;Thy1;Gimap5;Akt1;Sox4;Ccl21a;Cd5;Sema4d;Cd83;Abl1;H2-DMb1;Ap3d1;Il4ra;Tbx21;Carmil2;Cxcl12;Lck;Smarcd3;H2-Aa;Btnl2;Podxl2;Gimap3;Pycard;Icam1;Pla2g2d;Capn1;Tnfrsf13c;Nfkbid;Pik3r6;Cd27;H2-Oa;Sell;Cd3e;Rasal3;Il7r;Runx3;Igfbp2;Vsir;Smarca4;Btla;Dtx1;Smarcd2;Cd4;Cd6;Actb;Lag3;Lax1;Mad1l1;Stat5a;Ctla4;Dapl1;Adora2a;Hspb1;H2-Ob;Prnp;H2-Eb2;Brd4;Tespa1;Sele;Sash3;Prkcq;Lrrc32;Stk10;Il12rb1;Madcam1;Flot2;Slamf1;Spn;Sox12;Ada;Aif1;Gpam;Klhl25;Rhoh;Rac2;Ascl2;Itgal;Il12a;Ccl5;Ccr7;Ccl19;Itgb2l;Cd209a;Fut7;Icos;Icosl;Cfh;Il2rg;Ephb4;Itgb2;Syk;Il4i1;Hsph1;Cd86;Gpnmb;Cd209d;Xcl1;Mdk;Irf1;Adam8;Skap1;Brd2;Ager;Dhps;Itga4;Bcl6;Il6;Nrarp;Sox13;B2m;Tigit;Il2ra;Hfe;Zc3h12d;Dusp10;Ptafr;Pla2g5;Fgl2;Arg1;Nckap1l;Arid1b;Tsc2;Cd80;Ass1;Scgb1a1;Lgals1;Il6st;Fadd;Il4;Smarcd1;Pla2g2e;Wnt10b;Il1b;Cd1d1;Dusp3;Fut9;Smarcb1;Il21;Sirpa;Cd160;Malt1;Ccl2;Foxj1;Tnfsf11;Nfkbiz;Il12b;Crtam;Chst2;Dlg5;Rasgrp1;Tnf;Itga5;Pecam1;Tnfsf13b;Gstp1
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__NF-kappa B signaling pathway	0.41990100412284737	1.7750363876655075	0.0014619883040935672	0.010162671740685116	0.1905	43/93	21.36%	Nfkb2;Relb;Ltb;Tradd;Traf2;Cd40lg;Gadd45b;Pidd1;Rela;Card11;Tab1;Lat;Ltbr;Nfkb1;Map3k14;Card10;Pias4;Tnfsf14;Zap70;Ube2i;Traf3;Nfkbia;Gm1987;Ccl21a;Card14;Cxcl12;Lck;Blnk;Icam1;Tnfrsf1a;Tnfrsf13c;Ticam1;Cd40;Ccl4;Irak4;Prkcb;Prkcq;Cd14;Bcl2l1;Birc3;Ccl19;Lyn;Syk
GSE164758_GEMM_KL_KP_primary	19769	prerank	WIKI__Inflammatory Response Pathway WP458	0.5245765583356962	1.7666351748598907	0.002523128679562658	0.04968289311229066	0.23	18/30	27.65%	Cd40lg;Lamb2;Lama5;Zap70;Vtn;Col1a1;Il4ra;Lck;Il2rb;Tnfrsf1a;Cd40;Col3a1;Il2rg;Cd86;Il2ra;Thbs3;Cd80;Il4
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Human T-cell leukemia virus 1 infection	0.3705245387453981	1.7648394955596405	0.0	0.010944676882423803	0.2115	83/234	17.59%	H2-Q1;Tcf3;H2-Bl;Jak3;H2-Q2;Bax;Gm8909;Atf6b;Nfkb2;Map2k2;Ranbp3;Spi1;H2-Q8;H2-Q6;Relb;Anapc11;Slc25a5;Pik3r2;Gps2;H2-Q10;Rela;H2-Q4;Cdkn1a;H2-T23;H2-Q9;Nfatc4;Trp53;H2-Q7;Srf;Tspo;Pik3cd;Ltbr;Ran;Stat5b;Espl1;Crtc1;Tgfb1;Nfkb1;Map3k14;H2-L;H2-Ab1;H2-Eb1;Tln1;Kat2a;Akt2;Akt1;Nfkbia;Ccnd3;Vac14;Ccnd1;Lck;H2-T3;Crtc3;H2-T10;H2-Aa;Il2rb;Atf4;Nfatc1;H2-D1;Icam1;Cd3d;H2-K1;Msx1;Tnfrsf1a;Tnfrsf13c;Crtc2;Cd40;H2-Oa;Bub3;Cdc26;H2-M3;Cd3e;Adcy4;H2-T9;Cd4;Mad1l1;Stat5a;H2-T24;Trrap;H2-Ob;Jun;Tln2;Adcy5
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Asthma	0.5916590524837012	1.7606289240614608	0.004251700680272109	0.01085354803570889	0.2195	8/18	17.08%	Cd40lg;H2-Ab1;H2-Eb1;H2-Aa;Cd40;H2-Oa;H2-Ob;Il10
GSE164758_GEMM_KL_KP_primary	19769	prerank	HALLMARK__HALLMARK_INTERFERON_GAMMA_RESPONSE	0.3818041830143071	1.7600968377191903	0.0	0.0029907287409032	0.015	90/183	28.53%	Psmb10;Rbck1;Ogfr;Mvp;Rnf31;Cdkn1a;Ifi35;Socs1;Nod1;Trafd1;Ptpn1;Pde4b;Nfkb1;Btg1;Isg20;H2-DMa;Ifi27;Cd74;Ifi30;Socs3;Itgb7;Ciita;Nfkbia;Upp1;Pim1;Il4ra;Ifnar2;Slc25a28;Adar;H2-Aa;Il2rb;Sod2;Bst2;Psmb9;Icam1;Psmb8;Ifitm3;Gpr18;Cd40;Tap1;Helz2;Lysmd2;Ifitm2;Tapbp;Irf8;Stat3;Tnfaip2;Cmklr1;Tnfaip6;Vamp5;Auts2;Isg15;Znfx1;Ccl5;Bank1;Slamf7;Serping1;Stat2;Pml;Trim14;C1s1;Epsti1;Cfh;Cd86;Xcl1;Nlrc5;Irf1;Dhx58;Stat4;Cd69;Zbp1;Trim26;Casp1;Ccl7;Il6;Trim21;Irf4;B2m;Cmtr1;Irf7;Stat1;Fgl2;Cxcl9;Pfkp;Psme1;Il15ra;Tnfsf10;Apol6;Il18bp;Myd88
