rank_pos_NES	cohort	n_genes_ranked	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
26	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Protein processing in endoplasmic reticulum	0.37921965146131603	2.0029910594118387	0.0	0.009626464756025107	0.0555	52/156	16.13%	Svip;Sec61g;Stt3b;Ssr4;Edem3;Nfe2l2;Sil1;Erlec1;Man1a2;Mapk9;Hyou1;Dnajc3;Dad1;Canx;Stt3a;Nploc4;Sar1b;Mbtps1;Ddost;Hspa2;Dnajb11;Bcap31;Xbp1;Ube2g2;Ero1l;Sec63;Ubqln2;Ero1lb;Mbtps2;Sec24a;Fbxo6;Ube2g1;Uggt1;Amfr;Dnajb12;Lman2;Dnajc10;Rad23a;Ern1;Atf6;Herpud1;Ube2j1;Sec24c;Skp1a;Sar1a;Rnf185;Os9;Wfs1;Sec24b;Plaa;Ubqln1;Hsph1
27	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Circadian rhythm	0.5312003967673697	1.9981034247446658	0.005089058524173028	0.00930683604342271	0.058	16/30	16.97%	Bhlhe41;Csnk1d;Per3;Cry1;Fbxw11;Clock;Prkaa2;Per1;Creb1;Prkaa1;Rorb;Per2;Prkab1;Skp1a;Bhlhe40;Prkab2
28	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Pyruvate metabolism	0.4990984237675814	1.994436656495128	0.002466091245376079	0.00878183503584502	0.059	17/37	18.55%	Acss2;Acat2;Mdh1;Pdha1;Fh1;Dld;Grhpr;Ldhd;Glo1;Me3;Dlat;Ldha;Pcx;Mdh2;Me2;Aldh3a2;Pkm
29	GSE137396_GEMM_KL_KP_nodules	30105	prerank	HALLMARK__HALLMARK_MTORC1_SIGNALING	0.36090852986153077	1.9502939732255395	0.0	0.000534410070660887	0.0025	63/191	18.53%	Nfyc;Rpa1;Gbe1;Ebp;Idi1;Tcea1;Dhcr24;G6pdx;Serp1;Fads2;Ldlr;Ccng1;Sdf2l1;Add3;Canx;Aldoa;Pno1;Cyp51;Tubg1;Fdxr;Btg2;Psma4;Polr3g;Ufm1;Sc5d;Atp2a2;Xbp1;Uso1;Sqle;Nupr1;Rab1a;Abcf2;Hmgcr;Cdkn1a;Psme3;Gpi1;Psmd12;Atp6v1d;M6pr;Uchl5;Gclc;Ldha;Egln3;Ppia;Pgm1;Tbk1;Pgk1;Hspa4;Dhcr7;Ykt6;Gsr;Eno1b;Ddit4;Shmt2;Skap2;Bhlhe40;Pfkl;Etf1;Rrm2;Adipor2;Got1;Pik3r3;Cacybp
30	GSE137396_GEMM_KL_KP_nodules	30105	prerank	HALLMARK__HALLMARK_FATTY_ACID_METABOLISM	0.36635876129178874	1.93076396822582	0.0	0.0006801582717502199	0.0035	35/151	10.89%	Aldh1a1;Nbn;Acat2;Pts;Mdh1;Pdha1;Fh1;Dld;Hccs;Grhpr;Idi1;Nsdhl;Dhcr24;Acsm3;Acox1;Hsdl2;Aldh3a1;Slc22a5;Adh7;Ephx1;Prdx6;Echs1;Glul;Aldoa;Sdhd;D2hgdh;Hsd17b7;Reep6;Bmpr1b;Acadvl;Gpd2;Cpt2;Car2;Acsl1;Ldha
31	GSE137396_GEMM_KL_KP_nodules	30105	prerank	WIKI__Glycolysis and Gluconeogenesis WP157	0.4599218669044064	1.920829669312571	0.0012953367875647669	0.0376109065546382	0.1165	23/48	18.55%	Mdh1;Pdha1;Dld;Aldoc;Aldoa;Gck;Pfkp;Slc2a5;Hk1;Gpi1;Dlat;Ldha;Pcx;G6pc;Slc2a4;Pgk1;Aldob;Eno1b;Mdh2;Pfkl;Eno1;Got1;Pkm
32	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Starch and sucrose metabolism	0.500937590225206	1.90223406847591	0.007692307692307693	0.015777303006945163	0.1125	17/32	19.59%	Gbe1;Pgm2;Mgam;Enpp3;Ugp2;Gck;Pgm2l1;Enpp1;Hk1;Gpi1;G6pc;Pgm1;Treh;Amy2a2;Amy2a3;Amy2a4;Amy2a5
33	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Wnt signaling pathway	0.36063935595500335	1.901259860544229	0.0	0.014835786048478275	0.113	51/153	18.59%	Camk2b;Znrf3;Ccnd1;Ccnd2;Smad4;Lrp6;Gpc4;Fzd3;Mapk9;Ryk;Fbxw11;Porcn;Map3k7;Wnt10a;Lgr4;Apc;Fzd5;Ppp3r1;Wnt9a;Wnt5b;Invs;Wnt4;Daam1;Wnt9b;Prkca;Rnf43;Wnt6;Fzd9;Mmp7;Ep300;Trp53;Psen1;Plcb4;Csnk2a2;Vangl1;Skp1a;Nfatc3;Ctnnbip1;Fzd1;Wif1;Ror2;Wnt7b;Smad3;Rac1;Nfatc2;Tcf7;Rac3;Csnk1a1;Cacybp;Fzd10;Tbl1xr1
34	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Pantothenate and CoA biosynthesis	0.5950170200966819	1.9010007579422332	0.0011947431302270011	0.013908549420448382	0.113	9/18	8.03%	Pank3;Coasy;Upb1;Ppcs;Enpp3;Aasdhppt;Ppcdc;Pank2;Enpp1
35	GSE137396_GEMM_KL_KP_nodules	30105	prerank	WIKI__Keap1-Nrf2 WP1245	0.6244241358838254	1.900309346618341	0.0045351473922902496	0.03661741090979871	0.129	7/14	11.00%	Keap1;Nfe2l2;Gclm;Prkca;Ephb2;Gclc;Maf
36	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Autophagy	0.3675121029111656	1.877083903355995	0.0	0.016107517544433552	0.136	44/127	16.74%	Hras;Atg4d;Rps6kb1;Atg4c;Pik3r4;Traf6;Mapk9;Lamp2;Irs1;Atg5;Map3k7;Nrbf2;Atg9a;Atg12;Prkaa2;Vmp1;Pten;Gm21596;Rraga;Igf1r;Ulk2;Ppp2ca;Becn1;Rb1cc1;Prkaa1;Mtor;Mtmr3;Pik3c3;Atg2b;Ern1;Bad;Prap1;Igbp1;Mras;Atg9b;Ddit4;Rragc;Trp53inp2;Rptor;Atg16l1;Map2k1;Sh3glb1;Rras2;Itpr1
37	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0.523644314631698	1.87145574680309	0.003579952267303103	0.015948010405272495	0.141	12/25	17.08%	Pigyl;Pigh;Gpld1;Pigs;Pigo;Pigb;Pigc;Pigq;Pigv;Pigw;Pigf;Pigt
38	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Steroid biosynthesis	0.5697673584393705	1.8529087236372463	0.0024154589371980675	0.017938790408842838	0.164	11/19	13.40%	Lss;Ebp;Nsdhl;Dhcr24;Cyp51;Msmo1;Hsd17b7;Sc5d;Sqle;Fdft1;Dhcr7
39	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Citrate cycle (TCA cycle)	0.4926410490973877	1.8421573201757733	0.004932182490752158	0.018200034929359968	0.171	12/30	18.61%	Mdh1;Pdha1;Fh1;Idh3a;Dld;Ogdh;Sdhd;Dlat;Pcx;Mdh2;Sdhb;Csl
40	GSE137396_GEMM_KL_KP_nodules	30105	prerank	WIKI__TNF-alpha NF-kB Signaling Pathway WP246	0.3425347361795375	1.8347818235747704	0.0	0.049923156153184864	0.196	53/178	16.61%	Birc2;Rps6kb1;Fkbp5;Cradd;Commd1;Traf6;Fbxw11;Gm7429;Pml;Map2k5;Mtif2;Faf1;Tank;Azi2;Papola;Polr1e;Birc3;Nkiras1;Nkiras2;Dcaf7;Map3k14;Kpna6;Tnfaip3;Usp2;Bcl3;Ppp2ca;Rnf216;Tab3;Nfkbiz;Fadd;Psmd3;Kcnq1;Psmd12;Cav1;Tbk1;Csnk2a2;Skp1a;Pias3;Chuk;Rasal2;Glg1;Dap;Cdc34;Rel;Iqgap2;Kpna3;Ptpn11;Nfkb1;Map3k3;Kpna2;Casp8ap2;Cyld;Eif4a3
41	GSE137396_GEMM_KL_KP_nodules	30105	prerank	WIKI__Wnt Signaling in Kidney Disease WP3857	0.4646546095153131	1.8309554354893838	0.0012738853503184713	0.045511562396933276	0.1995	14/37	15.41%	Lrp6;Fzd3;Mapk9;Wnt10a;Fzd5;Wnt5b;Invs;Wnt4;Wnt9b;Wnt6;Fzd9;Fzd1;Nphp3;Wnt7b
42	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Alzheimer disease	0.3464038160786072	1.829709197984225	0.0	0.01918488530432533	0.185	44/162	17.11%	Ndufb6;Uqcr10;Cox8a;Casp9;Ide;Uqcrc1;Ndufb8;Ndufa1;Sdhd;Ppp3r1;Cox5a;Atp2a2;Grin2d;Uqcrfs1;Ndufs4;Adam17;Uqcrq;Uqcrc2;Cox5b;App;Fadd;Adam10;Ndufb9;Atp5a1;Bace1;Psen1;Cox7a2;Ern1;Plcb4;Bad;Atf6;Cox4i1;Cox6c;Ndufa11;Grin2c;Atp5b;Aph1a;Calml3;Ncstn;Atp5d;Sdhb;Uqcrh;Itpr1;Atp5g1
43	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__RIG-I-like receptor signaling pathway	0.41077189759752736	1.8221883776698928	0.005242463958060288	0.01985458355930178	0.1985	29/58	28.71%	Pin1;Traf6;Mapk9;Nlrx1;Atg5;Map3k7;Trim25;Tank;Azi2;Atg12;Fadd;Tbk1;Rnf125;Chuk;Ifne;Irf7;Nfkb1;Cyld;Ifna4;Ifna2;Traf3;Sike1;Tradd;Nfkbib;Mapk10;Ddx58;Otud5;Ikbkb;Mavs
44	GSE137396_GEMM_KL_KP_nodules	30105	prerank	HALLMARK__HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.37133682026592796	1.8171026657480827	0.0	0.0020485719375334006	0.0115	39/103	18.72%	Mknk2;Hras;Pin1;Ecsit;Prkar2a;Mapk9;Rps6ka3;Arf1;Smad2;Vav3;Map3k7;Mapkap1;Prkaa2;Pten;Gna14;Cdkn1a;Pikfyve;Rps6ka1;Fgf22;Irak4;Ppp2r1b;Tbk1;Cab39;Egfr;Arhgdia;Tiam1;Cltc;Ptpn11;Camk4;Rptor;Mknk1;Nck1;Sfn;Rac1;Pik3r3;Grb2;Cab39l;Ube2n;Map2k6
45	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Fanconi anemia pathway	0.42612950979153513	1.809412834514201	0.006211180124223602	0.020753794771226682	0.215	10/49	6.47%	Rpa1;Rad51c;Mlh1;Faap24;Fancl;Atr;Fancc;Usp1;Wdr48;Rev1
46	GSE137396_GEMM_KL_KP_nodules	30105	prerank	WIKI__Wnt Signaling Pathway and Pluripotency WP723	0.3659301992933701	1.7879809465705165	0.0	0.058332387147004915	0.2705	24/96	11.86%	Ccnd1;Ccnd2;Lrp6;Prkd1;Fzd3;Mapk9;Sox2;Ldlr;Map3k7;Wnt10a;Apc;Fzd5;Wnt5b;Wnt4;Wnt9b;Prkca;Wnt6;Ppp2ca;Fzd9;Mmp7;Ep300;Trp53;Ppp2r2b;Ppp2r1b
47	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Fructose and mannose metabolism	0.45723544125855603	1.781426902576812	0.004761904761904762	0.023577317976670866	0.248	13/35	13.60%	Pmm1;Gmds;Aldoc;Tigar;Aldoa;Fuk;Fpgt;Pfkp;Hk1;Gmppb;Gmppa;Aldoart1;Aldob
48	GSE137396_GEMM_KL_KP_nodules	30105	prerank	GOFOCUS__GOBP_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.48720323692233536	1.7781249474444571	0.005733944954128441	0.07384264290371659	0.062	14/27	30.43%	Rock1;Fzd5;Nphp4;Myo1c;Tjp1;Snai2;Rps6;Cldn3;Gdf2;Nphp1;Ikbkb;Acvrl1;Rock2;Rps6-ps4
