dataset	cohort	malignant_def	metric	tnk_def	min_mal_cells	n	n_corr	n_NMPR	n_MPR	mean_NMPR	mean_MPR	delta_NMPR_minus_MPR	p_nmpr	p_onesided_NMPR_gt_MPR	p_method	rho	p_rho	dir_nmpr	dir_rho	recovers_user_direction	note
GSE207422	post_n12	cnv_gmm	mean_log1p_cp10k	lineage_TNK	0	12	12	8	4	1.818373969289704	1.371891453010042	0.4464825162796619	0.0727272727272727	0.0444444444444444	exact_enumeration	0.0	1.0	NMPR>MPR	zero	NMPR>MPR_only	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	cnv_mu2	mean_log1p_cp10k	lineage_TNK	0	12	12	8	4	1.8307647602550785	1.4449673515716728	0.3857974086834055	0.2828282828282828	0.0808080808080808	exact_enumeration	0.0279720279720279	0.9312343512018808	NMPR>MPR	positive	NMPR>MPR_only	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	cnv_p90	mean_log1p_cp10k	lineage_TNK	0	12	12	8	4	1.850962861045177	1.3953918178229054	0.4555710432222715	0.1535353535353535	0.0444444444444444	exact_enumeration	0.0629370629370629	0.8459309212287789	NMPR>MPR	positive	NMPR>MPR_only	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	cnv_p95	mean_log1p_cp10k	lineage_TNK	0	12	12	8	4	1.8643959328704367	1.453278867785319	0.4111170650851177	0.1535353535353535	0.0727272727272727	exact_enumeration	0.0769230769230769	0.8121826980280591	NMPR>MPR	positive	NMPR>MPR_only	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	intersect_drmref_allEpi	mean_log1p_cp10k	lineage_TNK	0	12	12	8	4	1.6385744334782315	1.35046160801648	0.2881128254617517	0.2141414141414141	0.1454545454545454	exact_enumeration	0.1118881118881118	0.729194990751066	NMPR>MPR	positive	NMPR>MPR_only	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	intersect_drmref_cnvP95	mean_log1p_cp10k	lineage_TNK	0	12	12	8	4	2.060415612809828	1.7342563828901028	0.3261592299197253	0.2828282828282828	0.1454545454545454	exact_enumeration	0.1818181818181818	0.5717012385276553	NMPR>MPR	positive	NMPR>MPR_only	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	intersect_drmref_markerNNL	mean_log1p_cp10k	lineage_TNK	0	7	7	5	2	1.7680565815460405	0.3929344887172136	1.375122092828827	0.1904761904761904	0.0952380952380952	exact_enumeration	0.1785714285714286	0.7016579425162727	NMPR>MPR	positive	NMPR>MPR_only	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	intersect_drmref_markerNNL_cnvP95	mean_log1p_cp10k	lineage_TNK	0	6	6	5	1	2.2047911784141774	0.9908565525986096	1.213934625815568	0.3333333333333333	0.1666666666666666	exact_enumeration	0.0285714285714285	0.9571545189504372	NMPR>MPR	positive	NMPR>MPR_only	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	intersect_markerNNL_cnvP95	mean_log1p_cp10k	lineage_TNK	0	8	8	7	1	2.07363910771696	0.9066854331443828	1.1669536745725764	0.25	0.125	exact_enumeration	-0.3095238095238095	0.4556448907375822	NMPR>MPR	negative	both	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	marker_all_epi	mean_log1p_cp10k	lineage_TNK	0	12	12	8	4	1.598050844330882	1.2562576810377628	0.3417931632931192	0.109090909090909	0.0808080808080808	exact_enumeration	-0.0979020979020979	0.7621216559962992	NMPR>MPR	negative	both	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	marker_epi_nnl_p75	mean_log1p_cp10k	lineage_TNK	0	10	10	7	3	1.949549813652141	0.9712151312099954	0.9783346824421456	0.1833333333333333	0.0666666666666666	exact_enumeration	-0.3939393939393939	0.2599977668348875	NMPR>MPR	negative	both	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	marker_epi_nnl_zero	mean_log1p_cp10k	lineage_TNK	0	8	8	6	2	1.9638006373075605	0.3421683778679374	1.6216322594396229	0.0714285714285714	0.0357142857142857	exact_enumeration	-0.2380952380952381	0.5701563208157683	NMPR>MPR	negative	both	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE207422	post_n12	thirdparty_drmref	mean_log1p_cp10k	lineage_TNK	0	12	12	8	4	1.570699174703016	1.120210630662227	0.4504885440407888	0.1535353535353535	0.0545454545454545	exact_enumeration	-0.1258741258741259	0.696683109395766	NMPR>MPR	negative	both	pCR counted as MPR; author CopyKAT IDs not public; drmref is third-party
GSE241934	IIT_EGFRmut	author_epi	mean_log1p_cp10k	author_TNK	0	11	11	7	4	1.5904654133914984	1.7781207199231537	-0.1876553065316553	0.3151515151515151	0.803030303030303	exact_enumeration	-0.0727272727272727	0.831716405381337	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	IIT_EGFRmut	cnv_gmm_on_authorEpi	mean_log1p_cp10k	author_TNK	0	11	11	7	4	1.7131166390917651	1.9932051388403424	-0.2800884997485773	0.4121212121212121	0.8272727272727273	exact_enumeration	-0.0636363636363636	0.8525390725425217	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	IIT_EGFRmut	cnv_p90_on_authorEpi	mean_log1p_cp10k	author_TNK	0	11	11	7	4	2.051843144379603	2.053673123903884	-0.0018299795242811	0.7878787878787878	0.4878787878787878	exact_enumeration	0.4090909090909091	0.211545010342096	NMPR<MPR	positive	neither	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	IIT_EGFRmut	cnv_p95_on_authorEpi	mean_log1p_cp10k	author_TNK	0	11	11	7	4	1.984996332402701	2.056030883354395	-0.071034550951694	0.6484848484848484	0.5818181818181818	exact_enumeration	0.2545454545454546	0.4500365768888283	NMPR<MPR	positive	neither	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	IIT_EGFRmut	cnv_p95_on_markerEpi	mean_log1p_cp10k	author_TNK	0	11	11	7	4	1.984996332402701	2.05919623769152	-0.0741999052888187	0.6484848484848484	0.5818181818181818	exact_enumeration	0.2545454545454546	0.4500365768888283	NMPR<MPR	positive	neither	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	IIT_EGFRmut	intersect_authorEpi_cnvP95	mean_log1p_cp10k	author_TNK	0	11	11	7	4	1.984996332402701	2.056030883354395	-0.071034550951694	0.6484848484848484	0.5818181818181818	exact_enumeration	0.2545454545454546	0.4500365768888283	NMPR<MPR	positive	neither	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	IIT_EGFRmut	intersect_authorEpi_markerEpi	mean_log1p_cp10k	author_TNK	0	11	11	7	4	1.632816058858477	1.819376084264964	-0.1865600254064867	0.3151515151515151	0.7878787878787878	exact_enumeration	-0.0727272727272727	0.831716405381337	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	IIT_EGFRmut	intersect_authorEpi_markerNNL	mean_log1p_cp10k	author_TNK	0	11	11	7	4	1.7353435907297032	1.9599261387708995	-0.2245825480411962	0.2303030303030303	0.8303030303030303	exact_enumeration	-0.1	0.7698749998921367	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	IIT_EGFRmut	intersect_author_markerNNL_cnvP95	mean_log1p_cp10k	author_TNK	0	11	11	7	4	1.970025673977941	2.071637251833603	-0.1016115778556618	0.6484848484848484	0.6090909090909091	exact_enumeration	0.2545454545454546	0.4500365768888283	NMPR<MPR	positive	neither	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	IIT_EGFRmut	intersect_markerNNL_cnvP95	mean_log1p_cp10k	author_TNK	0	11	11	7	4	1.970025673977941	2.071637251833603	-0.1016115778556618	0.6484848484848484	0.6090909090909091	exact_enumeration	0.2545454545454546	0.4500365768888283	NMPR<MPR	positive	neither	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
