interaction_name	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	direction	partner	prob_high	prob_low	pval_high	pval_low	sig_high	sig_low	delta_prob	ligand_class	sig_either	sig_diff	contrast
TGFB2_ACVR1_TGFBR1	TGFb	Secreted Signaling	TGFB2	ACVR1_TGFbR	TGFB2	TGFBR2|ACVR1|TGFBR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	inhibitory	False	False	incoming
TGFB3_ACVR1_TGFBR1	TGFb	Secreted Signaling	TGFB3	ACVR1_TGFbR	TGFB3	TGFBR2|ACVR1|TGFBR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	inhibitory	False	False	incoming
BMP2_BMPR1A_ACVR2A	BMP	Secreted Signaling	BMP2	BMPR1A_ACVR2A	BMP2	ACVR2A|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP2_BMPR1A_ACVR2B	BMP	Secreted Signaling	BMP2	BMPR1A_ACVR2B	BMP2	ACVR2B|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP2_BMPR1A_BMPR2	BMP	Secreted Signaling	BMP2	BMPR1A_BMPR2	BMP2	BMPR2|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP2_BMPR1B_ACVR2A	BMP	Secreted Signaling	BMP2	BMPR1B_ACVR2A	BMP2	BMPR1B|ACVR2A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP2_BMPR1B_ACVR2B	BMP	Secreted Signaling	BMP2	BMPR1B_ACVR2B	BMP2	BMPR1B|ACVR2B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP2_BMPR1B_BMPR2	BMP	Secreted Signaling	BMP2	BMPR1B_BMPR2	BMP2	BMPR1B|BMPR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP4_BMPR1A_ACVR2A	BMP	Secreted Signaling	BMP4	BMPR1A_ACVR2A	BMP4	ACVR2A|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP4_BMPR1A_ACVR2B	BMP	Secreted Signaling	BMP4	BMPR1A_ACVR2B	BMP4	ACVR2B|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP4_BMPR1A_BMPR2	BMP	Secreted Signaling	BMP4	BMPR1A_BMPR2	BMP4	BMPR2|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP4_BMPR1B_ACVR2A	BMP	Secreted Signaling	BMP4	BMPR1B_ACVR2A	BMP4	BMPR1B|ACVR2A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP4_BMPR1B_ACVR2B	BMP	Secreted Signaling	BMP4	BMPR1B_ACVR2B	BMP4	BMPR1B|ACVR2B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP4_BMPR1B_BMPR2	BMP	Secreted Signaling	BMP4	BMPR1B_BMPR2	BMP4	BMPR1B|BMPR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
GDF6_BMPR1A_ACVR2A	BMP	Secreted Signaling	GDF6	BMPR1A_ACVR2A	GDF6	ACVR2A|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
GDF6_BMPR1A_ACVR2B	BMP	Secreted Signaling	GDF6	BMPR1A_ACVR2B	GDF6	ACVR2B|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
GDF6_BMPR1A_BMPR2	BMP	Secreted Signaling	GDF6	BMPR1A_BMPR2	GDF6	BMPR2|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
GDF6_BMPR1B_ACVR2A	BMP	Secreted Signaling	GDF6	BMPR1B_ACVR2A	GDF6	BMPR1B|ACVR2A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
GDF6_BMPR1B_ACVR2B	BMP	Secreted Signaling	GDF6	BMPR1B_ACVR2B	GDF6	BMPR1B|ACVR2B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
GDF6_BMPR1B_BMPR2	BMP	Secreted Signaling	GDF6	BMPR1B_BMPR2	GDF6	BMPR1B|BMPR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
GDF7_BMPR1A_ACVR2A	BMP	Secreted Signaling	GDF7	BMPR1A_ACVR2A	GDF7	ACVR2A|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
GDF7_BMPR1A_ACVR2B	BMP	Secreted Signaling	GDF7	BMPR1A_ACVR2B	GDF7	ACVR2B|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
GDF7_BMPR1A_BMPR2	BMP	Secreted Signaling	GDF7	BMPR1A_BMPR2	GDF7	BMPR2|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
GDF7_BMPR1B_ACVR2A	BMP	Secreted Signaling	GDF7	BMPR1B_ACVR2A	GDF7	BMPR1B|ACVR2A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
GDF7_BMPR1B_ACVR2B	BMP	Secreted Signaling	GDF7	BMPR1B_ACVR2B	GDF7	BMPR1B|ACVR2B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
GDF7_BMPR1B_BMPR2	BMP	Secreted Signaling	GDF7	BMPR1B_BMPR2	GDF7	BMPR1B|BMPR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP5_ACVR1_ACVR2A	BMP	Secreted Signaling	BMP5	ACVR1_ACVR2A	BMP5	ACVR1|ACVR2A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP5_ACVR1_ACVR2B	BMP	Secreted Signaling	BMP5	ACVR1_ACVR2B	BMP5	ACVR1|ACVR2B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP5_ACVR1_BMPR2	BMP	Secreted Signaling	BMP5	ACVR1_BMPR2	BMP5	BMPR2|ACVR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP5_BMPR1A_ACVR2A	BMP	Secreted Signaling	BMP5	BMPR1A_ACVR2A	BMP5	ACVR2A|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP5_BMPR1A_ACVR2B	BMP	Secreted Signaling	BMP5	BMPR1A_ACVR2B	BMP5	ACVR2B|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP5_BMPR1A_BMPR2	BMP	Secreted Signaling	BMP5	BMPR1A_BMPR2	BMP5	BMPR2|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP5_BMPR1B_ACVR2A	BMP	Secreted Signaling	BMP5	BMPR1B_ACVR2A	BMP5	BMPR1B|ACVR2A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP5_BMPR1B_ACVR2B	BMP	Secreted Signaling	BMP5	BMPR1B_ACVR2B	BMP5	BMPR1B|ACVR2B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP5_BMPR1B_BMPR2	BMP	Secreted Signaling	BMP5	BMPR1B_BMPR2	BMP5	BMPR1B|BMPR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP6_ACVR1_ACVR2A	BMP	Secreted Signaling	BMP6	ACVR1_ACVR2A	BMP6	ACVR1|ACVR2A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP6_ACVR1_ACVR2B	BMP	Secreted Signaling	BMP6	ACVR1_ACVR2B	BMP6	ACVR1|ACVR2B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP6_ACVR1_BMPR2	BMP	Secreted Signaling	BMP6	ACVR1_BMPR2	BMP6	BMPR2|ACVR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP6_BMPR1A_ACVR2A	BMP	Secreted Signaling	BMP6	BMPR1A_ACVR2A	BMP6	ACVR2A|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP6_BMPR1A_ACVR2B	BMP	Secreted Signaling	BMP6	BMPR1A_ACVR2B	BMP6	ACVR2B|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP6_BMPR1A_BMPR2	BMP	Secreted Signaling	BMP6	BMPR1A_BMPR2	BMP6	BMPR2|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP6_BMPR1B_ACVR2A	BMP	Secreted Signaling	BMP6	BMPR1B_ACVR2A	BMP6	BMPR1B|ACVR2A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP6_BMPR1B_ACVR2B	BMP	Secreted Signaling	BMP6	BMPR1B_ACVR2B	BMP6	BMPR1B|ACVR2B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP6_BMPR1B_BMPR2	BMP	Secreted Signaling	BMP6	BMPR1B_BMPR2	BMP6	BMPR1B|BMPR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP7_ACVR1_ACVR2A	BMP	Secreted Signaling	BMP7	ACVR1_ACVR2A	BMP7	ACVR1|ACVR2A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP7_ACVR1_ACVR2B	BMP	Secreted Signaling	BMP7	ACVR1_ACVR2B	BMP7	ACVR1|ACVR2B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP7_ACVR1_BMPR2	BMP	Secreted Signaling	BMP7	ACVR1_BMPR2	BMP7	BMPR2|ACVR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP7_BMPR1A_ACVR2A	BMP	Secreted Signaling	BMP7	BMPR1A_ACVR2A	BMP7	ACVR2A|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP7_BMPR1A_ACVR2B	BMP	Secreted Signaling	BMP7	BMPR1A_ACVR2B	BMP7	ACVR2B|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP7_BMPR1A_BMPR2	BMP	Secreted Signaling	BMP7	BMPR1A_BMPR2	BMP7	BMPR2|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP7_BMPR1B_ACVR2A	BMP	Secreted Signaling	BMP7	BMPR1B_ACVR2A	BMP7	BMPR1B|ACVR2A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP7_BMPR1B_ACVR2B	BMP	Secreted Signaling	BMP7	BMPR1B_ACVR2B	BMP7	BMPR1B|ACVR2B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP7_BMPR1B_BMPR2	BMP	Secreted Signaling	BMP7	BMPR1B_BMPR2	BMP7	BMPR1B|BMPR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP8B_ACVR1_ACVR2A	BMP	Secreted Signaling	BMP8B	ACVR1_ACVR2A	BMP8B	ACVR1|ACVR2A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP8B_ACVR1_ACVR2B	BMP	Secreted Signaling	BMP8B	ACVR1_ACVR2B	BMP8B	ACVR1|ACVR2B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP8B_ACVR1_BMPR2	BMP	Secreted Signaling	BMP8B	ACVR1_BMPR2	BMP8B	BMPR2|ACVR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP8B_BMPR1A_ACVR2A	BMP	Secreted Signaling	BMP8B	BMPR1A_ACVR2A	BMP8B	ACVR2A|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP8B_BMPR1A_ACVR2B	BMP	Secreted Signaling	BMP8B	BMPR1A_ACVR2B	BMP8B	ACVR2B|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP8B_BMPR1A_BMPR2	BMP	Secreted Signaling	BMP8B	BMPR1A_BMPR2	BMP8B	BMPR2|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP8B_BMPR1B_ACVR2A	BMP	Secreted Signaling	BMP8B	BMPR1B_ACVR2A	BMP8B	BMPR1B|ACVR2A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP8B_BMPR1B_ACVR2B	BMP	Secreted Signaling	BMP8B	BMPR1B_ACVR2B	BMP8B	BMPR1B|ACVR2B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
BMP8B_BMPR1B_BMPR2	BMP	Secreted Signaling	BMP8B	BMPR1B_BMPR2	BMP8B	BMPR1B|BMPR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
GDF9_ACVR1B_BMPR2	GDF	Secreted Signaling	GDF9	ACVR1B_BMPR2	GDF9	BMPR2|ACVR1B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
GDF10_ACVR1B_ACVR2A	GDF	Secreted Signaling	GDF10	ACVR1B_ACVR2A	GDF10	ACVR1B|ACVR2A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
GDF11_TGFBR1_ACVR2A	GDF	Secreted Signaling	GDF11	TGFBR1_ACVR2A	GDF11	ACVR2A|TGFBR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
GDF11_TGFBR1_ACVR2B	GDF	Secreted Signaling	GDF11	TGFBR1_ACVR2B	GDF11	ACVR2B|TGFBR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
GDF11_ACVR1B_ACVR2B	GDF	Secreted Signaling	GDF11	ACVR1B_ACVR2B	GDF11	ACVR1B|ACVR2B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
GDF15_TGFBR2	GDF	Secreted Signaling	GDF15	TGFBR2	GDF15	TGFBR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
AMH_AMHR2_ACVR1	AMH	Secreted Signaling	AMH	AMHR2_ACVR1	AMH	ACVR1|AMHR2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
AMH_AMHR2_BMPR1A	AMH	Secreted Signaling	AMH	AMHR2_BMPR1A	AMH	AMHR2|BMPR1A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
GDNF_GFRA1	GDNF	Secreted Signaling	GDNF	GFRA1_RET	GDNF	GFRA1|RET	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
NRTN_GFRA2	GDNF	Secreted Signaling	NRTN	GFRA2_RET	NRTN	GFRA2|RET	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
ARTN_GFRA3	GDNF	Secreted Signaling	ARTN	GFRA3_RET	ARTN	GFRA3|RET	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
ARTN_GFRA1	GDNF	Secreted Signaling	ARTN	GFRA1_RET	ARTN	GFRA1|RET	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
INHBA_ACVR1B_ACVR2A	ACTIVIN	Secreted Signaling	INHBA	ACVR1B_ACVR2A	INHBA	ACVR1B|ACVR2A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
INHBA_ACVR1B_ACVR2B	ACTIVIN	Secreted Signaling	INHBA	ACVR1B_ACVR2B	INHBA	ACVR1B|ACVR2B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
INHBB_ACVR1B_ACVR2A	ACTIVIN	Secreted Signaling	INHBB	ACVR1B_ACVR2A	INHBB	ACVR1B|ACVR2A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
INHBB_ACVR1B_ACVR2B	ACTIVIN	Secreted Signaling	INHBB	ACVR1B_ACVR2B	INHBB	ACVR1B|ACVR2B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
INHBB_ACVR1C_ACVR2A	ACTIVIN	Secreted Signaling	INHBB	ACVR1C_ACVR2A	INHBB	ACVR1C|ACVR2A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
INHBB_ACVR1C_ACVR2B	ACTIVIN	Secreted Signaling	INHBB	ACVR1C_ACVR2B	INHBB	ACVR1C|ACVR2B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
INHBABB_ACVR1B_ACVR2A	ACTIVIN	Secreted Signaling	Activin AB	ACVR1B_ACVR2A	INHBA|INHBB	ACVR1B|ACVR2A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
INHBABB_ACVR1B_ACVR2B	ACTIVIN	Secreted Signaling	Activin AB	ACVR1B_ACVR2B	INHBA|INHBB	ACVR1B|ACVR2B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
INHBABB_ACVR1C_ACVR2A	ACTIVIN	Secreted Signaling	Activin AB	ACVR1C_ACVR2A	INHBA|INHBB	ACVR1C|ACVR2A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
INHB_ACVR1C_ACVR2B	ACTIVIN	Secreted Signaling	Activin AB	ACVR1C_ACVR2B	INHBA|INHBB	ACVR1C|ACVR2B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
INHABA_ACVR2A	ACTIVIN	Secreted Signaling	Inhibin A	ACVR2A	INHBA|INHA	ACVR2A	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
INHABB_ACVR2B	ACTIVIN	Secreted Signaling	Inhibin B	ACVR2B	INHA|INHBB	ACVR2B	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT10A_FZD1_LRP5	WNT	Secreted Signaling	WNT10A	FZD1_LRP5	WNT10A	FZD1|LRP5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT10A_FZD2_LRP5	WNT	Secreted Signaling	WNT10A	FZD2_LRP5	WNT10A	FZD2|LRP5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT10A_FZD3_LRP5	WNT	Secreted Signaling	WNT10A	FZD3_LRP5	WNT10A	LRP5|FZD3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT10A_FZD4_LRP5	WNT	Secreted Signaling	WNT10A	FZD4_LRP5	WNT10A	FZD4|LRP5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT10A_FZD5_LRP5	WNT	Secreted Signaling	WNT10A	FZD5_LRP5	WNT10A	FZD5|LRP5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT10A_FZD6_LRP5	WNT	Secreted Signaling	WNT10A	FZD6_LRP5	WNT10A	FZD6|LRP5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT10A_FZD7_LRP5	WNT	Secreted Signaling	WNT10A	FZD7_LRP5	WNT10A	LRP5|FZD7	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT10A_FZD8_LRP5	WNT	Secreted Signaling	WNT10A	FZD8_LRP5	WNT10A	FZD8|LRP5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT10B_FZD1_LRP5	WNT	Secreted Signaling	WNT10B	FZD1_LRP5	WNT10B	FZD1|LRP5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT10B_FZD2_LRP5	WNT	Secreted Signaling	WNT10B	FZD2_LRP5	WNT10B	FZD2|LRP5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT10B_FZD3_LRP5	WNT	Secreted Signaling	WNT10B	FZD3_LRP5	WNT10B	LRP5|FZD3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT10B_FZD4_LRP5	WNT	Secreted Signaling	WNT10B	FZD4_LRP5	WNT10B	FZD4|LRP5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT10B_FZD5_LRP5	WNT	Secreted Signaling	WNT10B	FZD5_LRP5	WNT10B	FZD5|LRP5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT10B_FZD6_LRP5	WNT	Secreted Signaling	WNT10B	FZD6_LRP5	WNT10B	FZD6|LRP5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT10B_FZD7_LRP5	WNT	Secreted Signaling	WNT10B	FZD7_LRP5	WNT10B	LRP5|FZD7	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT10B_FZD8_LRP5	WNT	Secreted Signaling	WNT10B	FZD8_LRP5	WNT10B	FZD8|LRP5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT16_FZD1_LRP5	WNT	Secreted Signaling	WNT16	FZD1_LRP5	WNT16	FZD1|LRP5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT16_FZD2_LRP5	WNT	Secreted Signaling	WNT16	FZD2_LRP5	WNT16	FZD2|LRP5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT16_FZD3_LRP5	WNT	Secreted Signaling	WNT16	FZD3_LRP5	WNT16	LRP5|FZD3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT16_FZD4_LRP5	WNT	Secreted Signaling	WNT16	FZD4_LRP5	WNT16	FZD4|LRP5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT16_FZD5_LRP5	WNT	Secreted Signaling	WNT16	FZD5_LRP5	WNT16	FZD5|LRP5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT16_FZD6_LRP5	WNT	Secreted Signaling	WNT16	FZD6_LRP5	WNT16	FZD6|LRP5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT16_FZD7_LRP5	WNT	Secreted Signaling	WNT16	FZD7_LRP5	WNT16	LRP5|FZD7	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT16_FZD8_LRP5	WNT	Secreted Signaling	WNT16	FZD8_LRP5	WNT16	FZD8|LRP5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT2B_FZD1_LRP5	WNT	Secreted Signaling	WNT2B	FZD1_LRP5	WNT2B	FZD1|LRP5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT2B_FZD2_LRP5	WNT	Secreted Signaling	WNT2B	FZD2_LRP5	WNT2B	FZD2|LRP5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT2B_FZD3_LRP5	WNT	Secreted Signaling	WNT2B	FZD3_LRP5	WNT2B	LRP5|FZD3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT2B_FZD4_LRP5	WNT	Secreted Signaling	WNT2B	FZD4_LRP5	WNT2B	FZD4|LRP5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
WNT2B_FZD5_LRP5	WNT	Secreted Signaling	WNT2B	FZD5_LRP5	WNT2B	FZD5|LRP5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	incoming
