ligand	geneset	pearson	pearson_p	auroc	aupr	n_background	n_geneset	mean_delta_high_minus_low	median_delta_high_minus_low	paired_p	paired_padj	n_patients_de	frac_patients_receptor	potential_GSE131907	potential_GSE205335	score_activity	score_de	score_receptor	prioritization	rank_activity	rank_priority
HLA-B	a_priori_cytotoxicity	0.034138905249185086	0.5873815257909661	0.4199762892708951	0.16114864433931292	255	14	0.2178257461272034	0.17355549335479736	3.569711009050854e-05	8.519710274934705e-05	51	0.9411764705882353	True	True	0.36090682826959175	0.8066026646399495	0.9142857142857143	0.6939317357317517	39.0	11.0
F11R	a_priori_cytotoxicity	-0.02835434290521819	0.6522428139412141	0.35832839359810315	0.10072695949698589	255	14	0.2287848223658169	0.15736058354377747	7.349853257469353e-10	2.9553102728033543e-08	51	1.0	True	True	0.22271712364640134	0.8355092799303482	1.0	0.6860754678589164	67.0	12.0
HLA-DRB1	a_priori_cytotoxicity	0.1702398274618139	0.0064286648698168355	0.4054534676941316	0.16215122384861372	255	14	0.05600455399675697	0.008107615634799004	0.15695315522552944	0.1910014826914567	51	1.0	True	True	0.6618632802856291	0.3797689749292264	1.0	0.6805440850716185	8.0	13.0
LRPAP1	a_priori_cytotoxicity	0.3231547062716781	1.3111239409553768e-07	0.3532898636633076	0.22966424794786627	255	14	0.12219854692618053	0.1025083065032959	1.0210883866755238e-08	1.0730319870890798e-07	51	0.6470588235294118	True	True	1.0	0.5543680238348577	0.48571428571428577	0.6800274365163812	1.0	14.0
CD58	a_priori_cytotoxicity	0.1994782766527898	0.0013647505143724553	0.34439834024896265	0.14133385571381055	255	14	0.03850097363522532	0.020808584988117218	3.872600691536026e-05	9.002539269934398e-05	51	0.9803921568627451	True	True	0.7265175073688221	0.33360000478075463	0.9714285714285714	0.6771820278593826	6.0	15.0
TNC	a_priori_cytotoxicity	0.18676274742627655	0.002752579201642576	0.3494368701837582	0.12802822299697847	255	14	0.04555242733148785	0.0014593973755836487	0.1212973114517199	0.155087276784699	51	0.9803921568627451	True	True	0.6983999861992075	0.35219953404743937	0.9714285714285714	0.6740093638917394	7.0	16.0
NAMPT	a_priori_cytotoxicity	0.07986833619018327	0.2036715263809177	0.3242442205097807	0.11341769348244604	255	14	0.12752609831445358	0.12678122520446777	5.05592656102171e-07	2.207343547372893e-06	51	0.9803921568627451	True	True	0.4620271371181543	0.5684204380226545	0.9714285714285714	0.6672920488564601	29.0	17.0
CALR	a_priori_cytotoxicity	0.03524649297755015	0.5753087859269249	0.33165382335506816	0.07747273628453835	255	14	0.1648717861549527	0.13915693759918213	5.563684173486075e-05	0.00012767941885307785	51	0.9803921568627451	True	True	0.3633560083898005	0.6669266814008107	0.9714285714285714	0.6672370870730608	37.0	18.0
LAMB3	a_priori_cytotoxicity	-0.02749888025098454	0.66207716190282	0.3405453467694131	0.09236108107131727	255	14	0.18680262517905338	0.10873737186193466	8.648363053904011e-09	9.675356166555113e-08	51	1.0	True	True	0.2246087861058824	0.724773375124108	1.0	0.6497940537433301	64.0	19.0
CCN2	a_priori_cytotoxicity	-0.032397983294525146	0.6065895499061631	0.36662714878482516	0.073650093587834	255	14	0.18786810596727513	0.03761723451316357	0.00016246112358599135	0.0003304606945669597	22	1.0	False	True	0.21377552615381912	0.7275837801777674	1.0	0.6471197687771956	75.0	20.0
CD55	a_priori_cytotoxicity	-0.07580472103052434	0.22770435240146086	0.33046828689982216	0.0791654858972004	255	14	0.2379365216429327	0.20040181279182434	3.5558929906247255e-08	2.6521035221742746e-07	51	0.9607843137254902	True	True	0.11779132876382674	0.8596486001154658	0.942857142857143	0.6400990239121452	119.0	21.0
CD59	a_priori_cytotoxicity	-0.037338644636670436	0.5528278838451587	0.34588026081802015	0.07394771321116944	255	14	0.19444257517655691	0.11720311641693115	3.6479676343972197e-06	1.0883103442618372e-05	51	0.9803921568627451	True	True	0.20285036941004747	0.744925173561059	0.9714285714285714	0.6397347047998926	83.0	22.0
CX3CL1	a_priori_cytotoxicity	0.13902106271977915	0.026427467972156962	0.4001185536455246	0.08608089726153198	255	14	0.04585774311871158	0.01796991191804409	5.7897424167289046e-05	0.00013118530286006	51	0.9803921568627451	True	True	0.5928300326019164	0.35300486159614874	0.9714285714285714	0.6390878218755455	15.0	23.0
CDH1	a_priori_cytotoxicity	-0.09949766921461609	0.11297095296855315	0.29875518672199175	0.057502026458177785	255	14	0.23181918343784763	0.21157479286193848	1.4859101930296196e-09	2.9553102728033543e-08	51	1.0	True	True	0.06539972474409714	0.843512975337841	1.0	0.636304233360646	130.0	24.0
NECTIN2	a_priori_cytotoxicity	-0.1290732532916419	0.03943380081458284	0.2821576763485477	0.047680857856595496	255	14	0.27515740743414924	0.274786613881588	9.5367431640625e-07	3.830789460504382e-06	22	0.9607843137254902	False	True	0.0	0.957825654723737	0.942857142857143	0.63356093252696	136.0	25.0
SPP1	a_priori_cytotoxicity	0.1657776023369434	0.00798675420070899	0.34232365145228216	0.1481241503324458	255	14	0.004535291227512062	-0.0012073391117155552	0.973047420887899	0.978513979432213	51	1.0	True	False	0.6519960771848318	0.24400915852163155	1.0	0.6320017452354878	9.0	26.0
FAM3C	a_priori_cytotoxicity	-0.03727528634203284	0.5535023538969682	0.3515115589804386	0.0797865054322882	255	14	0.17394731968056923	0.12804853916168213	1.7488750623336432e-06	6.020166079956194e-06	51	1.0	True	True	0.20299047196960346	0.690865100156925	1.0	0.6312851907088428	82.0	27.0
MICA	a_priori_cytotoxicity	0.151101918377293	0.015738181823260564	0.4451689389448725	0.2479475277648174	255	14	0.02353294784267086	0.014812149107456207	0.00010024886930691242	0.00020865753030159678	51	0.9803921568627451	True	True	0.619544116510349	0.2941190345035666	0.9714285714285714	0.628363907480829	13.0	28.0
TIMP3	a_priori_cytotoxicity	0.15382328217130253	0.013934606599535368	0.31713100177830467	0.1316790063808851	255	14	0.0070626157696596255	0.0025180645752698183	0.1343756065101101	0.167409450355185	51	1.0	True	True	0.6255617979395056	0.250675450156362	1.0	0.6254124160319559	12.0	29.0
CEACAM5	a_priori_cytotoxicity	0.034370963768149	0.5848424480597033	0.3817427385892116	0.12758051204595017	255	14	0.14077801114591934	0.05674769729375839	9.630476297357385e-07	3.830789460504382e-06	51	0.9215686274509803	True	True	0.36141997327546	0.6033748390816933	0.8857142857142857	0.616836366023813	38.0	30.0
ADAM17	a_priori_cytotoxicity	0.07225784960511179	0.2502675335722888	0.3823355068168346	0.1438049844154249	255	14	0.06088160153697519	0.036241695284843445	1.1836114914247092e-07	7.062215232167432e-07	51	1.0	True	True	0.44519826481131974	0.3926331008763883	1.0	0.6126104552292361	30.0	31.0
HBEGF	a_priori_cytotoxicity	0.056454002600328235	0.3693000556002943	0.4235328986366331	0.09460765785907246	255	14	0.067017603944074	0.033532675355672836	9.933579860193366e-07	3.86545824994481e-06	51	1.0	True	True	0.41025162635038936	0.408817955981056	1.0	0.6063565274438151	34.0	32.0
ICAM4	a_priori_cytotoxicity	0.06729055190338872	0.2844040101445319	0.3372851215174867	0.1805156280260936	255	14	0.05573259585442286	0.03249087743461132	1.0559122734362712e-07	6.750296319467591e-07	51	1.0	True	False	0.43421420777398034	0.37905163441398804	1.0	0.6044219473959894	31.0	33.0
HLA-DQB1	a_priori_cytotoxicity	0.2586700024787848	2.8930649415106075e-05	0.4101956135151156	0.2465994724492182	255	14	0.014383523630243087	0.00012552767293527722	0.8074553206568335	0.8403168744044953	51	0.7843137254901961	True	True	0.8574066409888479	0.2699857152274914	0.6857142857142857	0.6043688806435417	3.0	34.0
AGRN	a_priori_cytotoxicity	-0.01414005907494002	0.8222122678207603	0.35803200948429165	0.09984503136414906	255	14	0.13275328239736459	0.12927260994911194	3.029575094771918e-08	2.357799747670319e-07	51	0.9803921568627451	True	True	0.25414880213882307	0.5822081146522242	0.9714285714285714	0.6025951627398729	59.0	35.0
CD47	a_priori_cytotoxicity	0.2159580964107661	0.0005152518264035386	0.3645524599881447	0.1626649887271011	255	14	0.16219509699765375	0.1223103404045105	1.259232516317772e-06	4.695887925435025e-06	51	0.5686274509803921	True	True	0.7629589069096412	0.6598664126302184	0.3714285714285714	0.5980846303228103	5.0	36.0
DUSP18	a_priori_cytotoxicity	0.08443521840011688	0.1789162651279865	0.43568464730290457	0.21353222846259728	255	14	0.03384619469151778	0.01537567563354969	8.870355753255721e-06	2.2682766854753916e-05	51	1.0	False	True	0.472125765726486	0.321322153869059	1.0	0.597815973198515	24.0	37.0
ITGB2	a_priori_cytotoxicity	0.161243999366315	0.009905575412434494	0.35862477771191464	0.16495985199189717	255	14	-0.023185164152642292	-0.002144351601600647	0.7499556273330805	0.7850412707170843	51	0.9803921568627451	True	True	0.6419710380983362	0.17089126775220265	0.9714285714285714	0.5947636257597034	11.0	38.0
GRN	a_priori_cytotoxicity	-0.11572323101920262	0.06502643844786088	0.29312388855957316	0.050966942444996555	255	14	0.21724149643206128	0.1650027334690094	8.774256111345653e-10	2.9553102728033543e-08	51	0.9607843137254902	True	True	0.029520559244789555	0.8050615966883005	0.942857142857143	0.592479766263411	131.0	39.0
CXCL14	a_priori_cytotoxicity	0.06057149381291725	0.3353558981931333	0.3606994665085952	0.18484486110508253	255	14	0.043111581221512776	0.003470227587968111	0.0700399776726171	0.09286782224739601	51	1.0	True	True	0.41935652825995934	0.34576134546768345	1.0	0.5883726245758809	32.0	40.0
LAMA5	a_priori_cytotoxicity	-0.03488763950602854	0.5792075163925379	0.3518079430942501	0.09327372661416788	255	14	0.12232837931928682	0.09471141546964645	1.4019139660245744e-09	2.9553102728033543e-08	51	1.0	True	True	0.2082702137138111	0.554710481078337	1.0	0.5876602315973827	77.0	41.0
NECTIN4	a_priori_cytotoxicity	-0.08516370164841194	0.1751825466697204	0.30735032602252516	0.07304603602676012	255	14	0.2069176994581622	0.21440760605037212	2.384185791015625e-06	7.596016476733124e-06	22	0.9215686274509803	False	True	0.09709605678877058	0.777830649392834	0.8857142857142857	0.5868803306319634	124.0	42.0
ADAM10	a_priori_cytotoxicity	0.0223678564708956	0.7222332971620788	0.3832246591582691	0.13346600253346524	255	14	0.07330264713542134	0.045400530099868774	3.246586373559929e-07	1.5706458401816952e-06	51	1.0	True	True	0.3348778123068108	0.4253959340569529	1.0	0.5867579154545879	41.0	43.0
MIF	a_priori_cytotoxicity	0.1644107761779517	0.008527073956290954	0.42857142857142855	0.13877634927920302	255	14	-0.05046553763688779	-0.05291473865509033	0.032585757035245785	0.045927956766212565	51	1.0	True	True	0.6489736498225087	0.09893417537347063	1.0	0.5826359417319931	10.0	44.0
TIMP1	a_priori_cytotoxicity	-0.036855175694460805	0.5579846816660471	0.3399525785417902	0.07574076469579118	255	14	0.1162180600130894	0.07890759408473969	0.0009368543132336339	0.0017369948711591897	51	1.0	True	True	0.20391945178760873	0.5385933699605764	1.0	0.580837607249395	81.0	45.0
PLAT	a_priori_cytotoxicity	0.02182711427217403	0.7286815128177638	0.37374036751630113	0.15526234992530544	255	14	0.06429935901256863	0.010403916239738464	0.0009753989027676829	0.0017636000363173256	51	1.0	True	True	0.3336820830572445	0.40164807607610126	1.0	0.5784433863777819	42.0	46.0
ANGPTL4	a_priori_cytotoxicity	0.039399252379590195	0.5311130889655891	0.424125666864256	0.08146149581156162	255	14	0.05749705073985217	0.0375988632440567	1.259232516317772e-06	4.695887925435025e-06	51	0.9803921568627451	True	True	0.37253889793526346	0.3837057145079525	0.9714285714285714	0.5758910612905958	36.0	47.0
BACE1	a_priori_cytotoxicity	0.13830430727083237	0.027222307487257614	0.3378778897451097	0.13721784751084293	255	14	0.006760192258904378	0.004682630300521851	0.027611336406186848	0.039858300134737464	51	0.9215686274509803	False	True	0.5912450898008589	0.24987775152831784	0.8857142857142857	0.5756123756811541	16.0	48.0
ALCAM	a_priori_cytotoxicity	-0.0280958035090842	0.6552087345592859	0.33165382335506816	0.07638525547407901	255	14	0.1351716626417257	0.07936113327741623	4.155953299630488e-07	1.907476001625275e-06	51	0.9411764705882353	True	True	0.22328882513160725	0.5885870453054606	0.9142857142857143	0.575387194907594	65.0	49.0
CLEC2B	a_priori_cytotoxicity	0.09339556909951235	0.13692687511173235	0.3381742738589211	0.15585609158772096	255	14	0.018267821164473015	0.008272083476185799	0.01265468244596645	0.019527484119206847	51	0.9607843137254902	True	True	0.49193955766462216	0.2802312771754786	0.942857142857143	0.5716759925657479	21.0	50.0
HLA-F	a_priori_cytotoxicity	0.05845130457927241	0.35257732930723307	0.4273858921161825	0.15607320010189965	255	14	0.07846877673257362	0.023825302720069885	0.00019822622679641964	0.000394249939961768	51	0.9019607843137255	True	True	0.41466820859990977	0.43902256804997614	0.8571428571428572	0.5702778779309144	33.0	51.0
LAMC2	a_priori_cytotoxicity	-0.04641398100646242	0.4605580680728867	0.3515115589804386	0.08247518101340379	255	14	0.10925729954432623	0.06524581462144852	1.0790265791957228e-08	1.0730319870890798e-07	51	1.0	True	True	0.18278231263055222	0.5202330610606166	1.0	0.5676717912303896	95.0	52.0
TIMP2	a_priori_cytotoxicity	-0.048009976101467504	0.44526571729610753	0.31831653823355066	0.09257096063028358	255	14	0.10536751536625054	0.07381218671798706	2.939482171344491e-07	1.4615758574185108e-06	51	1.0	True	True	0.17925312992246356	0.5099730270623004	1.0	0.563075385661588	97.0	53.0
CD99	a_priori_cytotoxicity	-0.024581870576686708	0.696040093961263	0.3535862477771191	0.0848590079160367	255	14	0.08554567571035494	0.04663991928100586	0.0055278783149195635	0.008914326291627044	51	1.0	True	True	0.23105909421402007	0.4576892140104227	1.0	0.562916102741481	63.0	54.0
CD82	a_priori_cytotoxicity	-0.022749322450850564	0.7176961502994993	0.32454060462359213	0.0915290641067739	255	14	0.08199897714475096	0.05696608126163483	2.7215618861317828e-08	2.31980751246471e-07	51	1.0	True	True	0.23511136052591655	0.4483341325460114	1.0	0.5611484976906427	61.0	55.0
SPON2	a_priori_cytotoxicity	0.011915909344689966	0.8498156325535843	0.3645524599881446	0.12209290589040664	255	14	0.05217612599132254	0.010514527559280396	7.634184151321539e-05	0.00016773492995852913	51	1.0	True	False	0.31176569173757795	0.36967077932308995	1.0	0.5604788236868893	44.0	56.0
TGM2	a_priori_cytotoxicity	-0.009681638564044052	0.8777300583195909	0.3550681683461766	0.08158307935031685	255	14	0.07853562134722084	0.0436597540974617	1.4253773633971572e-05	3.593557014761847e-05	51	0.9803921568627451	True	True	0.26400759219506176	0.4391988832354691	0.9714285714285714	0.5582116822863674	54.0	57.0
ADAM15	a_priori_cytotoxicity	-0.04884007648358985	0.43742709864963586	0.35595732068761116	0.07662117044415478	255	14	0.11053960229836259	0.07730558514595032	2.7215618861317828e-08	2.31980751246471e-07	51	0.9803921568627451	True	True	0.17741755039986196	0.5236153746415866	0.9714285714285714	0.5574871654900067	98.0	58.0
COL1A1	a_priori_cytotoxicity	-0.06285428574706668	0.3174266199109468	0.3390634262003557	0.06308498411828814	255	14	0.1071951259406941	0.03845399618148804	3.766032055260173e-07	1.7739993102409761e-06	51	1.0	True	True	0.14642829162645657	0.514793692109776	1.0	0.5537406612454109	109.0	59.0
C3	a_priori_cytotoxicity	-0.0098401821702939	0.8757438414449484	0.3651452282157676	0.09939738794201262	255	14	0.05546605321475962	0.012753645423799753	0.027611336406186848	0.039858300134737464	51	1.0	True	True	0.26365700881582327	0.37834857830091123	1.0	0.5473351957055782	55.0	60.0
COPA	a_priori_cytotoxicity	-0.06310343143972726	0.31550833259169764	0.3399525785417902	0.06752522003031809	255	14	0.09492428703050987	0.07088720798492432	3.029575094771918e-08	2.357799747670319e-07	51	1.0	True	True	0.1458773621949788	0.4824270571905515	1.0	0.5427681397951768	110.0	61.0
LGALS9	a_priori_cytotoxicity	-0.0002989650227479447	0.9962095572997476	0.33046828689982216	0.11206531883968696	255	14	0.041968296286558696	0.02073635160923004	0.002108577483257964	0.0036644210631376264	51	1.0	True	True	0.284755255719352	0.34274571741086035	1.0	0.5425003243767375	45.0	62.0
ICAM3	a_priori_cytotoxicity	0.08133737326104593	0.19545189305290805	0.35743924125666865	0.16096171765203987	255	14	-0.029464179980933813	-0.0031928904354572296	0.19260484260317556	0.22533507729391125	51	1.0	True	True	0.46527558082844855	0.15432918797478243	1.0	0.5398682562677437	28.0	63.0
ADAM9	a_priori_cytotoxicity	-0.05090185076317742	0.4183031045299422	0.3396561944279786	0.06967157678245475	255	14	0.08939376352902721	0.04718625545501709	1.519997314402822e-06	5.441590385562103e-06	51	0.9803921568627451	True	True	0.17285840221809437	0.4678392660545995	0.9714285714285714	0.5373754132337552	101.0	64.0
HSPG2	a_priori_cytotoxicity	-0.03210031119316643	0.6099015854756762	0.3515115589804387	0.09569252741089174	255	14	0.06550688417993632	0.024520061910152435	7.524789949242506e-07	3.1324125602660667e-06	51	0.9803921568627451	True	True	0.2144337607787772	0.4048331497726949	0.9714285714285714	0.5302318273266812	72.0	65.0
S100A9	a_priori_cytotoxicity	0.13693583025030376	0.02879692619896139	0.3298755186721992	0.13635951273859576	255	14	-0.08797346305914734	-0.006378222838975489	0.24132420678404642	0.2751403376709829	51	1.0	True	True	0.5882190119310826	0.0	1.0	0.5294063373103609	17.0	66.0
CD320	a_priori_cytotoxicity	0.03085269830974262	0.623869064442958	0.3636633076467101	0.17424454668838396	255	14	-0.0009572551238770579	0.0038990378379821777	0.9327692537533812	0.9433090193325154	51	1.0	True	True	0.3536401237902497	0.22952153922896976	1.0	0.5277205543397399	40.0	67.0
LAMA3	a_priori_cytotoxicity	-0.002399721822465265	0.9695822234032441	0.37107291049199764	0.14160287828181095	255	14	0.03754428977845237	0.002254188060760498	0.01232858331747244	0.019189707946326667	51	0.9803921568627451	False	True	0.28010990649825157	0.3310765720022844	0.9714285714285714	0.5275383499763692	47.0	68.0
COL17A1	a_priori_cytotoxicity	-0.010688907432895607	0.8651246308393997	0.35299347954949617	0.10093524648468773	255	14	0.041360277918512094	0.005168416537344456	0.00036913202501822045	0.0007104799191210911	51	0.9803921568627451	True	True	0.26178024457634264	0.34114195513455714	0.9714285714285714	0.5247835903798238	56.0	69.0
MMP7	a_priori_cytotoxicity	-0.12164495356351224	0.052357635381867385	0.2910491997628927	0.05120727547515149	255	14	0.12259040592528204	0.07378855347633362	4.015643462997091e-06	1.1593551288330311e-05	51	1.0	True	True	0.01642600721835637	0.5554016253071421	1.0	0.5239425441751662	134.0	70.0
LAMB2	a_priori_cytotoxicity	-0.04470357533873631	0.4772658108585694	0.3553645524599881	0.07742981966194583	255	14	0.051199896500774604	0.036230240017175674	4.1704388434960225e-08	2.986034211943152e-07	51	1.0	True	True	0.1865644884813725	0.3670957912762889	1.0	0.5178867599192204	92.0	71.0
MMP14	a_priori_cytotoxicity	-0.07070726199684425	0.2606035850716545	0.3375815056312982	0.07665087807891757	255	14	0.07219170474255567	0.032546065747737885	8.181189017872003e-09	9.675356166555113e-08	51	1.0	True	True	0.12906320819074737	0.42246561550991946	1.0	0.517176274566889	114.0	72.0
COL18A1	a_priori_cytotoxicity	-0.03057201623473628	0.6270302538922063	0.35832839359810315	0.09321729302983814	255	14	0.0492148226373555	0.0196230411529541	2.6772584215932413e-05	6.476071046826894e-05	51	0.9803921568627451	True	True	0.21781323992444057	0.3618597873245415	0.9714285714285714	0.5170338662258511	71.0	73.0
HLA-DRB5	a_priori_cytotoxicity	0.12425398043689034	0.0474662206658294	0.44013040901007705	0.2401182219493147	255	14	0.0270323764442069	0.0	0.9116062720674252	0.9271450153413018	51	0.7843137254901961	True	True	0.5601759651772746	0.30334943258806957	0.6857142857142857	0.5164132278265433	18.0	74.0
COL6A1	a_priori_cytotoxicity	-0.0445979768899768	0.4783080230098371	0.3372851215174867	0.06734809706164638	255	14	0.05742889007224756	0.009184319525957108	7.683946512066697e-05	0.00016773492995852913	51	0.9803921568627451	True	True	0.1867979956021208	0.38352592798639873	0.9714285714285714	0.5139174983390303	91.0	75.0
COL27A1	a_priori_cytotoxicity	-0.007864723573351037	0.9005437631662946	0.3586247777119147	0.11058621839346655	255	14	0.025256657782330307	0.012466534972190857	2.418419917601511e-05	5.930098154118773e-05	51	0.9803921568627451	True	True	0.2680252893592253	0.29866564217496977	0.9714285714285714	0.5127065009875889	52.0	76.0
PLXNA1	a_priori_cytotoxicity	-0.009365146087507725	0.8816973183216854	0.3995257854179016	0.10219984194144344	255	14	0.05671249852314884	0.03934008441865444	8.648363053904011e-09	9.675356166555113e-08	51	0.9215686274509803	True	True	0.2647074438292728	0.38163631115591035	0.8857142857142857	0.5106860135664896	53.0	77.0
ZG16B	a_priori_cytotoxicity	-0.02869473958748319	0.6483461683228847	0.32394783639596914	0.1436823402462916	255	14	0.027653290895863856	0.003484766697511077	0.0009612357401960938	0.001755726505052049	51	1.0	True	False	0.22196441325982175	0.30498721069924434	1.0	0.5089838746530221	68.0	78.0
LAMC1	a_priori_cytotoxicity	-0.046627673280839305	0.4584937562317134	0.3601066982809722	0.075875517297498	255	14	0.05291936783960052	0.04120597988367081	5.1519695351562096e-08	3.546932872280621e-07	51	0.9803921568627451	True	True	0.18230978042669815	0.3716312188444611	0.9714285714285714	0.5084565235665769	96.0	79.0
NECTIN1	a_priori_cytotoxicity	-0.05599946745495929	0.3731731153247185	0.33017190278601066	0.0858331184449495	255	14	0.05988134728448296	0.032674653455615044	4.76837158203125e-06	1.3336539268493652e-05	22	0.9803921568627451	False	True	0.16158617416588764	0.38999474302214676	0.9714285714285714	0.5076698295388686	104.0	80.0
COL6A2	a_priori_cytotoxicity	-0.04339095286502739	0.4903082186330255	0.3423236514522821	0.09701346500158578	255	14	0.044442104225334546	0.0024475217796862125	0.005267286497447819	0.008571311664028724	51	0.9803921568627451	True	True	0.18946705663522218	0.34927084898504995	0.9714285714285714	0.5033888256829478	88.0	81.0
HLA-DMA	a_priori_cytotoxicity	-0.03346328917879898	0.5948025273220982	0.39685832839359814	0.09527844668430345	255	14	0.02454079263934902	0.01081705093383789	0.19582490229199767	0.22614617748559734	51	1.0	True	True	0.2114198427827544	0.29677741383916756	1.0	0.502732418873974	76.0	82.0
EDIL3	a_priori_cytotoxicity	-0.011651542826217965	0.8531095187156059	0.42679312388855956	0.08480128250523908	255	14	0.013680527060904413	0.0	0.5156536358602679	0.5527065917304668	51	0.9803921568627451	False	True	0.25965159380859293	0.26813143016387053	0.9714285714285714	0.49973719846701165	57.0	83.0
FN1	a_priori_cytotoxicity	-0.056671265688017634	0.3674575818463983	0.34469472436277415	0.06454746229987349	255	14	0.037720514663412946	0.02236582711338997	0.004470641731807893	0.007341696054987274	51	1.0	True	True	0.16010064409448946	0.33154139812843203	1.0	0.49721401407430715	105.0	84.0
VCAN	a_priori_cytotoxicity	-0.04488730343659072	0.4754554404194664	0.3500296384113811	0.0740880207083861	255	14	0.025438353704635566	0.0	0.12902229488454978	0.1626407801713691	51	1.0	False	True	0.18615821528669468	0.29914489918637793	1.0	0.49510103815769085	93.0	85.0
HLA-DMB	a_priori_cytotoxicity	-0.03227900666220677	0.6079123795666	0.34084173088322467	0.1217133588484745	255	14	0.014042743716808949	-0.0007067173719406128	0.8660149958741169	0.8909004842613042	51	1.0	True	False	0.21403861610613711	0.26908684440646113	1.0	0.4943751535041994	74.0	86.0
CRLF1	a_priori_cytotoxicity	0.09329550620276679	0.13734988346597074	0.5370480142264374	0.15575867612458044	255	14	0.020235805638139044	0.00310545414686203	0.029494422595650115	0.04190080670334421	51	0.7843137254901961	True	True	0.4917182911669864	0.2854222046623503	0.6857142857142857	0.48761826051454077	22.0	87.0
COL9A2	a_priori_cytotoxicity	-0.05586459044480821	0.37432718514843255	0.3147599288678127	0.07757701405473391	255	14	0.03238811807515209	0.008383890613913536	7.666395813806118e-06	2.0180659568695514e-05	51	0.9803921568627451	False	True	0.1618844242127917	0.31747620381856995	0.9714285714285714	0.4835963998199777	103.0	88.0
SDC2	a_priori_cytotoxicity	-0.03211157347104533	0.609776130981766	0.39448725548310615	0.08671103602471741	255	14	0.0012611082203483081	-0.00011338945478200912	0.8774653933470543	0.897521745194987	51	1.0	True	True	0.214408856794756	0.23537288786179555	1.0	0.4832605815521838	73.0	89.0
HMGB1	a_priori_cytotoxicity	0.04401257151620478	0.4841080898709987	0.31979845880260815	0.06804598440871307	255	14	-0.06569563641267664	-0.008087873458862305	0.17114743842067615	0.20423594318200688	51	1.0	True	True	0.3827402113194896	0.05876193853882664	1.0	0.4805007166194388	35.0	90.0
