gene	platform_or_source	probe_or_row	sample	sample_title	value
TACSTD2	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000184292.5	1350H08_Normal_H08_PeterHammerman_thout		0
TACSTD2	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000184292.5	1350H08_Tumor_H08_PeterHammerman_thout		0
TACSTD2	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000184292.5	1350H09_Normal_H09_PeterHammerman_thout		0
TACSTD2	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000184292.5	1350H09_Tumor_H09_PeterHammerman_thout		0
TACSTD2	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000184292.5	1350H10_Normal_H10_PeterHammerman_thout		0
TACSTD2	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000184292.5	1350H10_Tumor_H10_PeterHammerman_thout		0
TACSTD2	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000184292.5	1350H11_Normal_H11_PeterHammerman_thout		0
TACSTD2	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000184292.5	1350H11_Tumor_H11_PeterHammerman_thout		0
TACSTD2	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000184292.5	1350H12_Normal_H12_PeterHammerman_thout		0
TACSTD2	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000184292.5	1350H12_Tumor_H12_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350A01_Normal_A01_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350A01_Tumor_A01_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350A02_Normal_A02_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350A02_Tumor_A02_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350A03_Normal_A03_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350A03_Tumor_A03_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350A04_Normal_A04_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350A04_Tumor_A04_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350A05_Normal_A05_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350A05_Tumor_A05_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350A06_Normal_A06_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350A06_Tumor_A06_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350A07_Normal_A07_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350A07_Tumor_A07_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350A08_Normal_A08_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350A08_Tumor_A08_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350A09_Normal_A09_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350A09_Tumor_A09_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350A10_Normal_A10_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350A10_Tumor_A10_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350A11_Normal_A11_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350A11_Tumor_A11_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350A12_Normal_A12_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350A12_Tumor_A12_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350B01_Normal_B01_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350B01_Tumor_B01_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350B02_Normal_B02_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350B02_Tumor_B02_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350B03_Normal_B03_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350B03_Tumor_B03_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350B04_Normal_B04_PeterHammerman_thout		26
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350B04_Tumor_B04_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350B05_Normal_B05_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350B05_Tumor_B05_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350B06_Normal_B06_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350B06_Tumor_B06_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350B07_Normal_B07_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350B07_Tumor_B07_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350B08_Normal_B08_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350B08_Tumor_B08_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350B09_Normal_B09_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350B09_Tumor_B09_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350B10_Normal_B10_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350B10_Tumor_B10_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350B11_Normal_B11_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350B11_Tumor_B11_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350B12_Normal_B12_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350B12_Tumor_B12_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350C01_Normal_C01_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350C01_Tumor_C01_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350C02_Normal_C02_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350C02_Tumor_C02_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350C03_Normal_C03_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350C03_Tumor_C03_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350C04_Normal_C04_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350C04_Tumor_C04_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350C05_Normal_C05_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350C05_Tumor_C05_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350C06_Normal_C06_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350C06_Tumor_C06_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350C07_Normal_C07_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350C07_Tumor_C07_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350C08_Normal_C08_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350C08_Tumor_C08_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350C09_Normal_C09_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350C09_Tumor_C09_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350C10_Normal_C10_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350C10_Tumor_C10_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350C11_Normal_C11_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350C11_Tumor_C11_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350C12_Normal_C12_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350C12_Tumor_C12_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350D01_Normal_D01_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350D01_Tumor_D01_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350D02_Normal_D02_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350D02_Tumor_D02_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350D03_Normal_D03_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350D03_Tumor_D03_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350D04_Normal_D04_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350D04_Tumor_D04_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350D05_Normal_D05_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350D05_Tumor_D05_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350D06_Normal_D06_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350D06_Tumor_D06_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350D07_Normal_D07_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350D07_Tumor_D07_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350D08_Normal_D08_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350D08_Tumor_D08_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350D09_Normal_D09_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350D09_Tumor_D09_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350D10_Normal_D10_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350D10_Tumor_D10_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350D11_Normal_D11_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350D11_Tumor_D11_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350D12_Normal_D12_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350D12_Tumor_D12_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350E01_Normal_E01_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350E01_Tumor_E01_PeterHammerman_thout		1
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350E02_Normal_E02_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350E02_Tumor_E02_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350E03_Normal_E03_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350E03_Tumor_E03_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350E04_Normal_E04_PeterHammerman_thout		1
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350E04_Tumor_E04_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350E05_Normal_E05_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350E05_Tumor_E05_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350E06_Normal_E06_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350E06_Tumor_E06_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350E07_Normal_E07_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350E07_Tumor_E07_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350E08_Normal_E08_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350E08_Tumor_E08_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350E09_Normal_E09_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350E09_Tumor_E09_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350E10_Normal_E10_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350E10_Tumor_E10_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350E11_Normal_E11_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350E11_Tumor_E11_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350E12_Normal_E12_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350E12_Tumor_E12_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350F01_Normal_F01_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350F01_Tumor_F01_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350F02_Normal_F02_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350F02_Tumor_F02_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350F03_Normal_F03_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350F03_Tumor_F03_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350F04_Normal_F04_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350F04_Tumor_F04_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350F05_Normal_F05_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350F05_Tumor_F05_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350F06_Normal_F06_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350F06_Tumor_F06_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350F07_Normal_F07_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350F07_Tumor_F07_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350F08_Normal_F08_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350F08_Tumor_F08_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350F09_Normal_F09_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350F09_Tumor_F09_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350F10_Normal_F10_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350F10_Tumor_F10_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350F11_Normal_F11_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350F11_Tumor_F11_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350F12_Normal_F12_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350F12_Tumor_F12_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350G01_Normal_G01_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350G01_Tumor_G01_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350G02_Normal_G02_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350G02_Tumor_G02_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350G03_Normal_G03_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350G03_Tumor_G03_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350G04_Normal_G04_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350G04_Tumor_G04_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350G05_Normal_G05_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350G05_Tumor_G05_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350G06_Normal_G06_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350G06_Tumor_G06_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350G07_Normal_G07_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350G07_Tumor_G07_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350G08_Normal_G08_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350G08_Tumor_G08_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350G09_Normal_G09_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350G09_Tumor_G09_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350G10_Normal_G10_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350G10_Tumor_G10_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350G11_Normal_G11_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350G11_Tumor_G11_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350G12_Normal_G12_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350G12_Tumor_G12_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350H01_Normal_H01_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350H01_Tumor_H01_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350H02_Normal_H02_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350H02_Tumor_H02_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350H03_Normal_H03_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350H03_Tumor_H03_PeterHammerman_thout		0
