rank_metric	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
sample_spearman_TACSTD2	prerank	CUSTOM_TJ_CORE	0.6689643289982029	2.205974718865192	0.0	0.0	0.0	18/25	21.38%	INADL;CLDN3;MAGI3;OCLN;CLDN4;MAGI1;AMOT;TJP3;PARD3;MARVELD2;F11R;CLDN1;TJP1;CRB3;CGNL1;CGN;PARD6B;AMOTL1
sample_spearman_TACSTD2	prerank	CUSTOM_TJ_CORE__no_CLDN4_TACSTD2	0.6615337215258545	2.1692815142302986	0.0	0.0	0.0	17/24	21.38%	INADL;CLDN3;MAGI3;OCLN;MAGI1;AMOT;TJP3;PARD3;MARVELD2;F11R;CLDN1;TJP1;CRB3;CGNL1;CGN;PARD6B;AMOTL1
sample_spearman_TACSTD2	prerank	GOBP_KERATINOCYTE_DIFFERENTIATION	0.39527222654873095	1.8634059556292328	0.0	0.006026889197960129	0.008	57/154	17.66%	NFKBIZ;NUMA1;IVL;SPRR1B;SPRR1A;EPHA2;MED1;KRT7;ST14;KRT86;SPRR2D;POU2F3;AQP3;EXPH5;KDF1;TP63;CFLAR;SPRR2B;EREG;CDSN;EVPL;GRHL2;KRT17;ASAH1;OVOL2;ZFP36;KRT81;PALLD;KLK5;VDR;SHARPIN;ROCK1;FOXN1;GRHL1;KRT83;KRT80;KRT16;ZBED2;CDH3;ZFP36L1;UGCG;YAP1;IFT74;PRKCH;SCEL;IRF6;BCR;ANXA1;ERRFI1;POU3F1;CASP3;SAV1;LATS1;SPRR3;TXNIP;TGM1;SPRR4
sample_spearman_TACSTD2	prerank	GOBP_KERATINOCYTE_DIFFERENTIATION__no_CLDN4_TACSTD2	0.39527222654873095	1.8634059556292328	0.0	0.0	0.0	57/154	17.66%	NFKBIZ;NUMA1;IVL;SPRR1B;SPRR1A;EPHA2;MED1;KRT7;ST14;KRT86;SPRR2D;POU2F3;AQP3;EXPH5;KDF1;TP63;CFLAR;SPRR2B;EREG;CDSN;EVPL;GRHL2;KRT17;ASAH1;OVOL2;ZFP36;KRT81;PALLD;KLK5;VDR;SHARPIN;ROCK1;FOXN1;GRHL1;KRT83;KRT80;KRT16;ZBED2;CDH3;ZFP36L1;UGCG;YAP1;IFT74;PRKCH;SCEL;IRF6;BCR;ANXA1;ERRFI1;POU3F1;CASP3;SAV1;LATS1;SPRR3;TXNIP;TGM1;SPRR4
sample_spearman_TACSTD2	prerank	GOBP_TIGHT_JUNCTION_ORGANIZATION	0.428127142954061	1.7939738590778402	0.0	0.00803585226394684	0.016	24/77	12.90%	CLDN3;EPHA2;CLDN6;MICALL2;OCLN;CLDN23;CLDN9;ILDR1;CLDN4;LSR;GRHL2;PARD3;CLDN18;TNF;ROCK1;MARVELD2;CLDN2;CLDN14;F11R;CLDN1;CLDN5;PRKCH;TJP1;MPP7
sample_spearman_TACSTD2	prerank	HALLMARK_APICAL_JUNCTION	0.3710545049046982	1.7899869963909922	0.0	0.006026889197960129	0.016	64/192	18.93%	ICAM1;ICAM4;ITGA2;ICAM2;ITGA9;CTNND1;ICAM5;CLDN6;CLDN9;CNN2;CDH1;ITGA3;AMH;CLDN4;MPZL2;CDH15;MYH9;LAMC2;CDSN;MSN;AMIGO2;CX3CL1;JUP;CLDN18;SLIT2;WASL;PTK2;DMP1;CD209;PBX2;ACTB;CTNNA1;PIK3CB;SLC30A3;AKT2;CLDN14;GNAI2;BAIAP2;CD86;BMP1;MDK;CDH3;ITGB1;CLDN5;TJP1;TRAF1;RASA1;LIMA1;PCDH1;RHOF;ARHGEF6;GRB7;ACTN4;ATP1A3;CRB3;EGFR;RSU1;SHROOM2;CADM2;SYMPK;LAMB3;TAOK2;NF1;COL17A1
sample_spearman_TACSTD2	prerank	HALLMARK_APICAL_JUNCTION__no_CLDN4_TACSTD2	0.36613051354759624	1.766914505617098	0.0	0.0	0.0	63/191	18.93%	ICAM1;ICAM4;ITGA2;ICAM2;ITGA9;CTNND1;ICAM5;CLDN6;CLDN9;CNN2;CDH1;ITGA3;AMH;MPZL2;CDH15;MYH9;LAMC2;CDSN;MSN;AMIGO2;CX3CL1;JUP;CLDN18;SLIT2;WASL;PTK2;DMP1;CD209;PBX2;ACTB;CTNNA1;PIK3CB;SLC30A3;AKT2;CLDN14;GNAI2;BAIAP2;CD86;BMP1;MDK;CDH3;ITGB1;CLDN5;TJP1;TRAF1;RASA1;LIMA1;PCDH1;RHOF;ARHGEF6;GRB7;ACTN4;ATP1A3;CRB3;EGFR;RSU1;SHROOM2;CADM2;SYMPK;LAMB3;TAOK2;NF1;COL17A1
sample_spearman_TACSTD2	prerank	GOBP_TIGHT_JUNCTION_ORGANIZATION__no_CLDN4_TACSTD2	0.4158848596531349	1.7464244377549112	0.0016	0.0016	0.001	23/76	12.90%	CLDN3;EPHA2;CLDN6;MICALL2;OCLN;CLDN23;CLDN9;ILDR1;LSR;GRHL2;PARD3;CLDN18;TNF;ROCK1;MARVELD2;CLDN2;CLDN14;F11R;CLDN1;CLDN5;PRKCH;TJP1;MPP7
sample_spearman_TACSTD2	prerank	KEGG_TIGHT_JUNCTION	0.3778991930297319	1.7414666273804231	0.0	0.007533611497450163	0.025	52/124	23.10%	CLDN3;MAGI3;PRKCZ;CLDN6;OCLN;CLDN23;CLDN9;EPB41L1;CLDN4;MAGI1;MYH15;PRKCE;MYH9;TJP3;PARD3;MAGI2;CLDN18;PRKCI;ACTB;CTNNA1;CLDN2;AKT2;LLGL2;CLDN14;F11R;GNAI2;CLDN1;CLDN5;PRKCH;TJP1;EPB41;MYH14;YBX3;ACTN4;MYL7;CRB3;EXOC3;PRKCD;PPP2R1B;SYMPK;CGN;PPP2CB;PARD6B;EPB41L3;CDC42;AMOTL1;CLDN16;CTTN;MYL12A;MYH11;IGSF5;CTNNB1
sample_spearman_TACSTD2	prerank	GOBP_EPIDERMAL_CELL_DIFFERENTIATION__no_CLDN4_TACSTD2	0.35025433088070845	1.7278348617434496	0.0	0.0	0.0	87/217	23.93%	MYO6;NFKBIZ;NUMA1;IVL;PLS1;SPRR1B;SPRR1A;EPHA2;MED1;KRT7;ST14;KRT86;SPRR2D;POU2F3;AQP3;EXPH5;KDF1;TP63;CFLAR;SPRR2B;EREG;CDSN;EVPL;GRHL2;KRT17;ASAH1;OVOL2;OVOL1;ZFP36;SLC44A4;KRT81;KCNQ1;PALLD;KLK5;VDR;SHARPIN;ROCK1;MAFF;FOXN1;GRHL1;KRT83;KRT80;KRT16;ZBED2;CDH3;ZFP36L1;UGCG;YAP1;IFT74;PRKCH;SCEL;STRC;IRF6;GATA6;BCR;ANXA1;ERRFI1;FGF20;HES1;POU3F1;CASP3;SLC4A7;TRIOBP;SAV1;LATS1;SPRR3;TXNIP;SULT2B1;TGM1;SPRR4;ANKRD24;IL20;PPL;SFN;TECTA;FLNB;IL1A;SPRR2F;FOSL2;KRT36;MYO7A;ESRP1;CTNNB1;JAG1;ETV4;SCRIB;BMP4
