cohort	sample_id	annotation	celltype	n
GSE241934_RWC	P70	author_fine_immune	epithelial	248
GSE241934_RWC	P70	author_fine_immune	stromal	95
GSE241934_RWC	P70	hu_markers	T	2546
GSE241934_RWC	P70	hu_markers	B	1979
GSE241934_RWC	P70	hu_markers	myeloid	992
GSE241934_RWC	P70	hu_markers	NK	560
GSE241934_RWC	P70	hu_markers	epithelial	238
GSE241934_RWC	P70	hu_markers	other	150
GSE241934_RWC	P70	hu_markers	plasma	133
GSE241934_RWC	P70	hu_markers	mast	101
GSE241934_RWC	P70	hu_markers	neutrophil	50
GSE241934_RWC	P70	hu_markers	endothelial	41
GSE241934_RWC	P70	hu_markers	fibroblast	38
GSE241934_RWC	P70	hu_collapsed	TNK	3106
GSE241934_RWC	P70	hu_collapsed	TLS	2112
GSE241934_RWC	P70	hu_collapsed	myeloid	1042
GSE241934_RWC	P70	hu_collapsed	epithelial	238
GSE241934_RWC	P70	hu_collapsed	other	150
GSE241934_RWC	P70	hu_collapsed	mast	101
GSE241934_RWC	P70	hu_collapsed	stromal	79
GSE241934	P343	author_major	T	3123
GSE241934	P343	author_major	fibroblast	1176
GSE241934	P343	author_major	myeloid	752
GSE241934	P343	author_major	B	725
GSE241934	P343	author_major	endothelial	634
GSE241934	P343	author_major	mast	269
GSE241934	P343	author_major	epithelial	188
GSE241934	P343	author_major	NK	184
GSE241934	P343	author_collapsed	TNK	3307
GSE241934	P343	author_collapsed	stromal	1810
GSE241934	P343	author_collapsed	myeloid	752
GSE241934	P343	author_collapsed	TLS	725
GSE241934	P343	author_collapsed	mast	269
GSE241934	P343	author_collapsed	epithelial	188
GSE241934	P343	author_fine_immune	TNK	3307
GSE241934	P343	author_fine_immune	TLS	722
GSE241934	P343	author_fine_immune	other_immune	1024
GSE241934	P343	author_fine_immune	stromal	1810
GSE241934	P343	author_fine_immune	epithelial	188
GSE241934	P343	hu_markers	T	2756
GSE241934	P343	hu_markers	fibroblast	1077
GSE241934	P343	hu_markers	myeloid	759
GSE241934	P343	hu_markers	B	671
GSE241934	P343	hu_markers	endothelial	555
GSE241934	P343	hu_markers	NK	437
GSE241934	P343	hu_markers	mast	284
GSE241934	P343	hu_markers	other	198
GSE241934	P343	hu_markers	epithelial	178
GSE241934	P343	hu_markers	plasma	99
GSE241934	P343	hu_markers	neutrophil	37
GSE241934	P343	hu_collapsed	TNK	3193
GSE241934	P343	hu_collapsed	stromal	1632
GSE241934	P343	hu_collapsed	myeloid	796
GSE241934	P343	hu_collapsed	TLS	770
GSE241934	P343	hu_collapsed	mast	284
GSE241934	P343	hu_collapsed	other	198
GSE241934	P343	hu_collapsed	epithelial	178
GSE241934	P438	author_major	T	3719
GSE241934	P438	author_major	B	1037
GSE241934	P438	author_major	myeloid	363
GSE241934	P438	author_major	fibroblast	310
GSE241934	P438	author_major	NK	275
GSE241934	P438	author_major	mast	67
GSE241934	P438	author_major	endothelial	63
GSE241934	P438	author_major	epithelial	63
GSE241934	P438	author_collapsed	TNK	3994
GSE241934	P438	author_collapsed	TLS	1037
GSE241934	P438	author_collapsed	myeloid	363
GSE241934	P438	author_collapsed	stromal	373
GSE241934	P438	author_collapsed	mast	67
GSE241934	P438	author_collapsed	epithelial	63
GSE241934	P438	author_fine_immune	TNK	3994
GSE241934	P438	author_fine_immune	TLS	1035
GSE241934	P438	author_fine_immune	other_immune	432
GSE241934	P438	author_fine_immune	stromal	373
GSE241934	P438	author_fine_immune	epithelial	63
GSE241934	P438	hu_markers	T	3290
GSE241934	P438	hu_markers	B	949
GSE241934	P438	hu_markers	NK	548
GSE241934	P438	hu_markers	myeloid	378
GSE241934	P438	hu_markers	other	224
GSE241934	P438	hu_markers	fibroblast	169
GSE241934	P438	hu_markers	plasma	150
GSE241934	P438	hu_markers	mast	78
GSE241934	P438	hu_markers	epithelial	50
GSE241934	P438	hu_markers	endothelial	48
GSE241934	P438	hu_markers	neutrophil	13
GSE241934	P438	hu_collapsed	TNK	3838
GSE241934	P438	hu_collapsed	TLS	1099
GSE241934	P438	hu_collapsed	myeloid	391
GSE241934	P438	hu_collapsed	other	224
GSE241934	P438	hu_collapsed	stromal	217
GSE241934	P438	hu_collapsed	mast	78
GSE241934	P438	hu_collapsed	epithelial	50
GSE241934	P519	author_major	T	2974
GSE241934	P519	author_major	B	2147
GSE241934	P519	author_major	myeloid	544
GSE241934	P519	author_major	fibroblast	459
GSE241934	P519	author_major	endothelial	314
GSE241934	P519	author_major	NK	126
GSE241934	P519	author_major	mast	44
GSE241934	P519	author_major	epithelial	41
GSE241934	P519	author_collapsed	TNK	3100
GSE241934	P519	author_collapsed	TLS	2147
GSE241934	P519	author_collapsed	myeloid	544
GSE241934	P519	author_collapsed	stromal	773
GSE241934	P519	author_collapsed	mast	44
GSE241934	P519	author_collapsed	epithelial	41
GSE241934	P519	author_fine_immune	TNK	3100
GSE241934	P519	author_fine_immune	TLS	2139
GSE241934	P519	author_fine_immune	other_immune	596
GSE241934	P519	author_fine_immune	stromal	773
GSE241934	P519	author_fine_immune	epithelial	41
GSE241934	P519	hu_markers	T	2753
GSE241934	P519	hu_markers	B	2054
GSE241934	P519	hu_markers	myeloid	486
GSE241934	P519	hu_markers	fibroblast	342
GSE241934	P519	hu_markers	endothelial	299
GSE241934	P519	hu_markers	NK	208
GSE241934	P519	hu_markers	other	179
GSE241934	P519	hu_markers	plasma	173
GSE241934	P519	hu_markers	mast	69
GSE241934	P519	hu_markers	neutrophil	51
GSE241934	P519	hu_markers	epithelial	35
GSE241934	P519	hu_collapsed	TNK	2961
GSE241934	P519	hu_collapsed	TLS	2227
GSE241934	P519	hu_collapsed	myeloid	537
GSE241934	P519	hu_collapsed	stromal	641
GSE241934	P519	hu_collapsed	other	179
GSE241934	P519	hu_collapsed	mast	69
GSE241934	P519	hu_collapsed	epithelial	35
GSE241934	P529	author_major	T	4418
GSE241934	P529	author_major	B	1673
GSE241934	P529	author_major	myeloid	635
GSE241934	P529	author_major	NK	343
GSE241934	P529	author_major	fibroblast	71
GSE241934	P529	author_major	epithelial	61
GSE241934	P529	author_major	endothelial	48
GSE241934	P529	author_major	mast	26
GSE241934	P529	author_collapsed	TNK	4761
GSE241934	P529	author_collapsed	TLS	1673
GSE241934	P529	author_collapsed	myeloid	635
GSE241934	P529	author_collapsed	stromal	119
GSE241934	P529	author_collapsed	epithelial	61
GSE241934	P529	author_collapsed	mast	26
GSE241934	P529	author_fine_immune	TNK	4761
GSE241934	P529	author_fine_immune	TLS	1667
GSE241934	P529	author_fine_immune	other_immune	667
GSE241934	P529	author_fine_immune	stromal	119
GSE241934	P529	author_fine_immune	epithelial	61
GSE241934	P529	hu_markers	T	3822
GSE241934	P529	hu_markers	B	1593
GSE241934	P529	hu_markers	NK	664
GSE241934	P529	hu_markers	myeloid	605
GSE241934	P529	hu_markers	other	238
GSE241934	P529	hu_markers	plasma	116
GSE241934	P529	hu_markers	endothelial	70
GSE241934	P529	hu_markers	mast	60
GSE241934	P529	hu_markers	epithelial	51
GSE241934	P529	hu_markers	fibroblast	28
GSE241934	P529	hu_markers	neutrophil	28
GSE241934	P529	hu_collapsed	TNK	4486
GSE241934	P529	hu_collapsed	TLS	1709
GSE241934	P529	hu_collapsed	myeloid	633
GSE241934	P529	hu_collapsed	other	238
GSE241934	P529	hu_collapsed	stromal	98
GSE241934	P529	hu_collapsed	mast	60
GSE241934	P529	hu_collapsed	epithelial	51
GSE241934	P531	author_major	T	3786
GSE241934	P531	author_major	B	1876
GSE241934	P531	author_major	myeloid	1108
GSE241934	P531	author_major	fibroblast	290
GSE241934	P531	author_major	NK	275
GSE241934	P531	author_major	endothelial	74
GSE241934	P531	author_major	epithelial	32
GSE241934	P531	author_major	mast	18
GSE241934	P531	author_collapsed	TNK	4061
GSE241934	P531	author_collapsed	TLS	1876
GSE241934	P531	author_collapsed	myeloid	1108
GSE241934	P531	author_collapsed	stromal	364
GSE241934	P531	author_collapsed	epithelial	32
GSE241934	P531	author_collapsed	mast	18
GSE241934	P531	author_fine_immune	TNK	4061
GSE241934	P531	author_fine_immune	TLS	1874
GSE241934	P531	author_fine_immune	other_immune	1128
GSE241934	P531	author_fine_immune	stromal	364
GSE241934	P531	author_fine_immune	epithelial	32
GSE241934	P531	hu_markers	T	3249
GSE241934	P531	hu_markers	B	1155
GSE241934	P531	hu_markers	myeloid	1074
GSE241934	P531	hu_markers	plasma	862
GSE241934	P531	hu_markers	NK	553
GSE241934	P531	hu_markers	other	213
GSE241934	P531	hu_markers	fibroblast	194
GSE241934	P531	hu_markers	endothelial	61
GSE241934	P531	hu_markers	mast	42
GSE241934	P531	hu_markers	neutrophil	28
GSE241934	P531	hu_markers	epithelial	28
GSE241934	P531	hu_collapsed	TNK	3802
GSE241934	P531	hu_collapsed	TLS	2017
GSE241934	P531	hu_collapsed	myeloid	1102
GSE241934	P531	hu_collapsed	other	213
GSE241934	P531	hu_collapsed	stromal	255
GSE241934	P531	hu_collapsed	mast	42
GSE241934	P531	hu_collapsed	epithelial	28
GSE241934	P547	author_major	T	2595
GSE241934	P547	author_major	myeloid	1497
GSE241934	P547	author_major	fibroblast	863
GSE241934	P547	author_major	endothelial	821
GSE241934	P547	author_major	B	699
GSE241934	P547	author_major	epithelial	394
GSE241934	P547	author_major	NK	85
GSE241934	P547	author_major	mast	10
GSE241934	P547	author_collapsed	TNK	2680
GSE241934	P547	author_collapsed	myeloid	1497
GSE241934	P547	author_collapsed	stromal	1684
GSE241934	P547	author_collapsed	TLS	699
GSE241934	P547	author_collapsed	epithelial	394
GSE241934	P547	author_collapsed	mast	10
GSE241934	P547	author_fine_immune	TNK	2680
GSE241934	P547	author_fine_immune	TLS	696
GSE241934	P547	author_fine_immune	other_immune	1510
GSE241934	P547	author_fine_immune	stromal	1684
GSE241934	P547	author_fine_immune	epithelial	394
GSE241934	P547	hu_markers	T	2494
GSE241934	P547	hu_markers	myeloid	1440
GSE241934	P547	hu_markers	endothelial	759
GSE241934	P547	hu_markers	fibroblast	739
GSE241934	P547	hu_markers	B	685
GSE241934	P547	hu_markers	epithelial	382
GSE241934	P547	hu_markers	other	177
GSE241934	P547	hu_markers	NK	137
GSE241934	P547	hu_markers	neutrophil	86
GSE241934	P547	hu_markers	plasma	45
GSE241934	P547	hu_markers	mast	20
GSE241934	P547	hu_collapsed	TNK	2631
GSE241934	P547	hu_collapsed	myeloid	1526
GSE241934	P547	hu_collapsed	stromal	1498
GSE241934	P547	hu_collapsed	TLS	730
GSE241934	P547	hu_collapsed	epithelial	382
GSE241934	P547	hu_collapsed	other	177
GSE241934	P547	hu_collapsed	mast	20
GSE241934	P549	author_major	fibroblast	2501
GSE241934	P549	author_major	T	2471
GSE241934	P549	author_major	B	1794
GSE241934	P549	author_major	myeloid	1703
GSE241934	P549	author_major	endothelial	1061
GSE241934	P549	author_major	NK	399
GSE241934	P549	author_major	epithelial	298
GSE241934	P549	author_major	mast	68
GSE241934	P549	author_collapsed	stromal	3562
GSE241934	P549	author_collapsed	TNK	2870
GSE241934	P549	author_collapsed	TLS	1794
GSE241934	P549	author_collapsed	myeloid	1703
GSE241934	P549	author_collapsed	epithelial	298
GSE241934	P549	author_collapsed	mast	68
GSE241934	P549	author_fine_immune	TNK	2870
GSE241934	P549	author_fine_immune	TLS	1791
GSE241934	P549	author_fine_immune	other_immune	1774
GSE241934	P549	author_fine_immune	stromal	3562
GSE241934	P549	author_fine_immune	epithelial	298
GSE241934	P549	hu_markers	fibroblast	2043
GSE241934	P549	hu_markers	T	2037
GSE241934	P549	hu_markers	myeloid	1694
GSE241934	P549	hu_markers	B	1623
GSE241934	P549	hu_markers	endothelial	1104
GSE241934	P549	hu_markers	NK	626
GSE241934	P549	hu_markers	other	363
GSE241934	P549	hu_markers	plasma	288
GSE241934	P549	hu_markers	epithelial	280
GSE241934	P549	hu_markers	mast	144
GSE241934	P549	hu_markers	neutrophil	93
GSE241934	P549	hu_collapsed	stromal	3147
GSE241934	P549	hu_collapsed	TNK	2663
GSE241934	P549	hu_collapsed	myeloid	1787
GSE241934	P549	hu_collapsed	TLS	1911
GSE241934	P549	hu_collapsed	other	363
GSE241934	P549	hu_collapsed	epithelial	280
GSE241934	P549	hu_collapsed	mast	144
GSE241934	P586	author_major	T	3000
GSE241934	P586	author_major	B	2075
GSE241934	P586	author_major	fibroblast	629
GSE241934	P586	author_major	myeloid	405
GSE241934	P586	author_major	endothelial	326
GSE241934	P586	author_major	NK	250
GSE241934	P586	author_major	epithelial	106
GSE241934	P586	author_major	mast	31
GSE241934	P586	author_collapsed	TNK	3250
GSE241934	P586	author_collapsed	TLS	2075
GSE241934	P586	author_collapsed	stromal	955
GSE241934	P586	author_collapsed	myeloid	405
GSE241934	P586	author_collapsed	epithelial	106
GSE241934	P586	author_collapsed	mast	31
GSE241934	P586	author_fine_immune	TNK	3250
GSE241934	P586	author_fine_immune	TLS	2069
GSE241934	P586	author_fine_immune	other_immune	442
GSE241934	P586	author_fine_immune	stromal	955
GSE241934	P586	author_fine_immune	epithelial	106
GSE241934	P586	hu_markers	T	2674
GSE241934	P586	hu_markers	B	1978
GSE241934	P586	hu_markers	fibroblast	553
GSE241934	P586	hu_markers	myeloid	379
GSE241934	P586	hu_markers	NK	335
GSE241934	P586	hu_markers	endothelial	292
GSE241934	P586	hu_markers	other	237
GSE241934	P586	hu_markers	plasma	177
GSE241934	P586	hu_markers	epithelial	98
GSE241934	P586	hu_markers	mast	70
GSE241934	P586	hu_markers	neutrophil	29
GSE241934	P586	hu_collapsed	TNK	3009
GSE241934	P586	hu_collapsed	TLS	2155
GSE241934	P586	hu_collapsed	stromal	845
GSE241934	P586	hu_collapsed	myeloid	408
GSE241934	P586	hu_collapsed	other	237
GSE241934	P586	hu_collapsed	epithelial	98
GSE241934	P586	hu_collapsed	mast	70
GSE241934	P589	author_major	T	3233
GSE241934	P589	author_major	myeloid	1772
GSE241934	P589	author_major	fibroblast	512
GSE241934	P589	author_major	epithelial	368
GSE241934	P589	author_major	NK	288
GSE241934	P589	author_major	B	274
GSE241934	P589	author_major	endothelial	229
GSE241934	P589	author_major	mast	13
GSE241934	P589	author_collapsed	TNK	3521
GSE241934	P589	author_collapsed	myeloid	1772
GSE241934	P589	author_collapsed	stromal	741
GSE241934	P589	author_collapsed	epithelial	368
GSE241934	P589	author_collapsed	TLS	274
GSE241934	P589	author_collapsed	mast	13
GSE241934	P589	author_fine_immune	TNK	3521
GSE241934	P589	author_fine_immune	TLS	273
GSE241934	P589	author_fine_immune	other_immune	1786
GSE241934	P589	author_fine_immune	stromal	741
GSE241934	P589	author_fine_immune	epithelial	368
GSE241934	P589	hu_markers	T	2532
GSE241934	P589	hu_markers	myeloid	1636
GSE241934	P589	hu_markers	NK	812
GSE241934	P589	hu_markers	epithelial	347
GSE241934	P589	hu_markers	other	344
GSE241934	P589	hu_markers	fibroblast	272
GSE241934	P589	hu_markers	endothelial	227
GSE241934	P589	hu_markers	plasma	182
GSE241934	P589	hu_markers	B	162
GSE241934	P589	hu_markers	neutrophil	115
GSE241934	P589	hu_markers	mast	60
GSE241934	P589	hu_collapsed	TNK	3344
GSE241934	P589	hu_collapsed	myeloid	1751
GSE241934	P589	hu_collapsed	epithelial	347
GSE241934	P589	hu_collapsed	other	344
GSE241934	P589	hu_collapsed	stromal	499
GSE241934	P589	hu_collapsed	TLS	344
GSE241934	P589	hu_collapsed	mast	60
GSE241934	P590	author_major	T	5406
GSE241934	P590	author_major	B	1697
GSE241934	P590	author_major	myeloid	265
GSE241934	P590	author_major	NK	257
GSE241934	P590	author_major	epithelial	72
GSE241934	P590	author_major	endothelial	54
GSE241934	P590	author_major	mast	22
GSE241934	P590	author_major	fibroblast	19
GSE241934	P590	author_collapsed	TNK	5663
GSE241934	P590	author_collapsed	TLS	1697
GSE241934	P590	author_collapsed	myeloid	265
GSE241934	P590	author_collapsed	epithelial	72
GSE241934	P590	author_collapsed	stromal	73
GSE241934	P590	author_collapsed	mast	22
GSE241934	P590	author_fine_immune	TNK	5663
GSE241934	P590	author_fine_immune	TLS	1691
GSE241934	P590	author_fine_immune	other_immune	293
GSE241934	P590	author_fine_immune	epithelial	72
GSE241934	P590	author_fine_immune	stromal	73
GSE241934	P590	hu_markers	T	4918
GSE241934	P590	hu_markers	B	1573
GSE241934	P590	hu_markers	NK	477
GSE241934	P590	hu_markers	other	221
GSE241934	P590	hu_markers	myeloid	219
GSE241934	P590	hu_markers	plasma	168
GSE241934	P590	hu_markers	endothelial	70
GSE241934	P590	hu_markers	epithelial	65
GSE241934	P590	hu_markers	mast	45
GSE241934	P590	hu_markers	neutrophil	20
GSE241934	P590	hu_markers	fibroblast	16
GSE241934	P590	hu_collapsed	TNK	5395
GSE241934	P590	hu_collapsed	TLS	1741
GSE241934	P590	hu_collapsed	other	221
GSE241934	P590	hu_collapsed	myeloid	239
GSE241934	P590	hu_collapsed	stromal	86
GSE241934	P590	hu_collapsed	epithelial	65
GSE241934	P590	hu_collapsed	mast	45
GSE241934	P591	author_major	T	3329
GSE241934	P591	author_major	B	974
GSE241934	P591	author_major	myeloid	646
GSE241934	P591	author_major	fibroblast	245
GSE241934	P591	author_major	mast	181
GSE241934	P591	author_major	NK	176
GSE241934	P591	author_major	endothelial	171
GSE241934	P591	author_major	epithelial	76
GSE241934	P591	author_collapsed	TNK	3505
GSE241934	P591	author_collapsed	TLS	974
GSE241934	P591	author_collapsed	myeloid	646
GSE241934	P591	author_collapsed	stromal	416
GSE241934	P591	author_collapsed	mast	181
GSE241934	P591	author_collapsed	epithelial	76
GSE241934	P591	author_fine_immune	TNK	3505
GSE241934	P591	author_fine_immune	TLS	970
GSE241934	P591	author_fine_immune	other_immune	831
GSE241934	P591	author_fine_immune	stromal	416
GSE241934	P591	author_fine_immune	epithelial	76
GSE241934	P591	hu_markers	T	2863
GSE241934	P591	hu_markers	B	871
GSE241934	P591	hu_markers	myeloid	580
GSE241934	P591	hu_markers	NK	452
GSE241934	P591	hu_markers	other	225
GSE241934	P591	hu_markers	fibroblast	212
GSE241934	P591	hu_markers	endothelial	174
GSE241934	P591	hu_markers	mast	169
GSE241934	P591	hu_markers	plasma	143
GSE241934	P591	hu_markers	epithelial	73
GSE241934	P591	hu_markers	neutrophil	36
GSE241934	P591	hu_collapsed	TNK	3315
GSE241934	P591	hu_collapsed	TLS	1014
GSE241934	P591	hu_collapsed	myeloid	616
GSE241934	P591	hu_collapsed	other	225
GSE241934	P591	hu_collapsed	stromal	386
GSE241934	P591	hu_collapsed	mast	169
GSE241934	P591	hu_collapsed	epithelial	73
GSE241934	P105	author_major	T	4604
GSE241934	P105	author_major	B	1630
GSE241934	P105	author_major	epithelial	266
GSE241934	P105	author_major	NK	202
GSE241934	P105	author_major	fibroblast	170
GSE241934	P105	author_major	myeloid	104
GSE241934	P105	author_major	mast	103
GSE241934	P105	author_major	endothelial	35
GSE241934	P105	author_collapsed	TNK	4806
GSE241934	P105	author_collapsed	TLS	1630
GSE241934	P105	author_collapsed	epithelial	266
GSE241934	P105	author_collapsed	stromal	205
GSE241934	P105	author_collapsed	myeloid	104
GSE241934	P105	author_collapsed	mast	103
GSE241934	P105	author_fine_immune	TNK	4806
GSE241934	P105	author_fine_immune	TLS	1626
GSE241934	P105	author_fine_immune	other_immune	211
GSE241934	P105	author_fine_immune	epithelial	266
GSE241934	P105	author_fine_immune	stromal	205
GSE241934	P105	hu_markers	T	4225
GSE241934	P105	hu_markers	B	1480
GSE241934	P105	hu_markers	NK	362
GSE241934	P105	hu_markers	epithelial	243
GSE241934	P105	hu_markers	other	204
GSE241934	P105	hu_markers	plasma	181
GSE241934	P105	hu_markers	fibroblast	136
GSE241934	P105	hu_markers	mast	130
GSE241934	P105	hu_markers	myeloid	82
GSE241934	P105	hu_markers	endothelial	47
GSE241934	P105	hu_markers	neutrophil	24
GSE241934	P105	hu_collapsed	TNK	4587
GSE241934	P105	hu_collapsed	TLS	1661
GSE241934	P105	hu_collapsed	epithelial	243
GSE241934	P105	hu_collapsed	other	204
GSE241934	P105	hu_collapsed	stromal	183
GSE241934	P105	hu_collapsed	mast	130
GSE241934	P105	hu_collapsed	myeloid	106
GSE241934	P122	author_major	B	6263
GSE241934	P122	author_major	T	1652
GSE241934	P122	author_major	fibroblast	258
GSE241934	P122	author_major	myeloid	103
GSE241934	P122	author_major	endothelial	78
GSE241934	P122	author_major	NK	61
GSE241934	P122	author_major	mast	19
GSE241934	P122	author_major	epithelial	17
GSE241934	P122	author_collapsed	TLS	6263
GSE241934	P122	author_collapsed	TNK	1713
GSE241934	P122	author_collapsed	stromal	336
GSE241934	P122	author_collapsed	myeloid	103
GSE241934	P122	author_collapsed	mast	19
GSE241934	P122	author_collapsed	epithelial	17
GSE241934	P122	author_fine_immune	TNK	1713
GSE241934	P122	author_fine_immune	TLS	6239
GSE241934	P122	author_fine_immune	other_immune	146
GSE241934	P122	author_fine_immune	stromal	336
GSE241934	P122	author_fine_immune	epithelial	17
GSE241934	P122	hu_markers	B	6202
GSE241934	P122	hu_markers	T	1547
GSE241934	P122	hu_markers	fibroblast	231
GSE241934	P122	hu_markers	other	178
GSE241934	P122	hu_markers	myeloid	83
GSE241934	P122	hu_markers	NK	57
GSE241934	P122	hu_markers	endothelial	48
GSE241934	P122	hu_markers	plasma	39
GSE241934	P122	hu_markers	mast	38
GSE241934	P122	hu_markers	epithelial	18
GSE241934	P122	hu_markers	neutrophil	10
GSE241934	P122	hu_collapsed	TLS	6241
GSE241934	P122	hu_collapsed	TNK	1604
GSE241934	P122	hu_collapsed	stromal	279
GSE241934	P122	hu_collapsed	other	178
GSE241934	P122	hu_collapsed	myeloid	93
GSE241934	P122	hu_collapsed	mast	38
GSE241934	P122	hu_collapsed	epithelial	18
GSE241934	P130	author_major	B	3419
GSE241934	P130	author_major	T	2384
GSE241934	P130	author_major	myeloid	860
GSE241934	P130	author_major	fibroblast	566
GSE241934	P130	author_major	NK	421
GSE241934	P130	author_major	endothelial	244
GSE241934	P130	author_major	mast	139
GSE241934	P130	author_major	epithelial	105
GSE241934	P130	author_collapsed	TLS	3419
GSE241934	P130	author_collapsed	TNK	2805
GSE241934	P130	author_collapsed	myeloid	860
GSE241934	P130	author_collapsed	stromal	810
GSE241934	P130	author_collapsed	mast	139
GSE241934	P130	author_collapsed	epithelial	105
GSE241934	P130	author_fine_immune	TNK	2805
GSE241934	P130	author_fine_immune	TLS	3408
GSE241934	P130	author_fine_immune	other_immune	1010
GSE241934	P130	author_fine_immune	stromal	810
GSE241934	P130	author_fine_immune	epithelial	105
GSE241934	P130	hu_markers	B	3398
GSE241934	P130	hu_markers	T	1921
GSE241934	P130	hu_markers	NK	789
GSE241934	P130	hu_markers	myeloid	650
GSE241934	P130	hu_markers	fibroblast	483
GSE241934	P130	hu_markers	endothelial	243
GSE241934	P130	hu_markers	neutrophil	178
GSE241934	P130	hu_markers	other	173
GSE241934	P130	hu_markers	mast	162
GSE241934	P130	hu_markers	epithelial	90
GSE241934	P130	hu_markers	plasma	51
GSE241934	P130	hu_collapsed	TLS	3449
GSE241934	P130	hu_collapsed	TNK	2710
GSE241934	P130	hu_collapsed	myeloid	828
GSE241934	P130	hu_collapsed	stromal	726
GSE241934	P130	hu_collapsed	other	173
GSE241934	P130	hu_collapsed	mast	162
GSE241934	P130	hu_collapsed	epithelial	90
GSE241934	P172	author_major	T	1488
GSE241934	P172	author_major	fibroblast	1328
GSE241934	P172	author_major	B	927
GSE241934	P172	author_major	myeloid	819
GSE241934	P172	author_major	endothelial	757
GSE241934	P172	author_major	NK	213
GSE241934	P172	author_major	epithelial	213
GSE241934	P172	author_major	mast	104
GSE241934	P172	author_collapsed	TNK	1701
GSE241934	P172	author_collapsed	stromal	2085
GSE241934	P172	author_collapsed	TLS	927
GSE241934	P172	author_collapsed	myeloid	819
GSE241934	P172	author_collapsed	epithelial	213
GSE241934	P172	author_collapsed	mast	104
GSE241934	P172	author_fine_immune	TNK	1701
GSE241934	P172	author_fine_immune	TLS	921
GSE241934	P172	author_fine_immune	other_immune	929
GSE241934	P172	author_fine_immune	stromal	2085
GSE241934	P172	author_fine_immune	epithelial	213
GSE241934	P172	hu_markers	T	1153
GSE241934	P172	hu_markers	B	902
GSE241934	P172	hu_markers	myeloid	811
GSE241934	P172	hu_markers	fibroblast	790
GSE241934	P172	hu_markers	endothelial	545
GSE241934	P172	hu_markers	other	500
GSE241934	P172	hu_markers	NK	486
GSE241934	P172	hu_markers	plasma	304
GSE241934	P172	hu_markers	epithelial	170
GSE241934	P172	hu_markers	mast	97
GSE241934	P172	hu_markers	neutrophil	91
GSE241934	P172	hu_collapsed	TNK	1639
GSE241934	P172	hu_collapsed	TLS	1206
GSE241934	P172	hu_collapsed	myeloid	902
GSE241934	P172	hu_collapsed	stromal	1335
GSE241934	P172	hu_collapsed	other	500
GSE241934	P172	hu_collapsed	epithelial	170
GSE241934	P172	hu_collapsed	mast	97
GSE241934	P209	author_major	T	4482
GSE241934	P209	author_major	B	1723
GSE241934	P209	author_major	myeloid	385
GSE241934	P209	author_major	fibroblast	290
GSE241934	P209	author_major	endothelial	173
GSE241934	P209	author_major	NK	158
GSE241934	P209	author_major	mast	115
GSE241934	P209	author_major	epithelial	64
GSE241934	P209	author_collapsed	TNK	4640
GSE241934	P209	author_collapsed	TLS	1723
GSE241934	P209	author_collapsed	myeloid	385
GSE241934	P209	author_collapsed	stromal	463
GSE241934	P209	author_collapsed	mast	115
GSE241934	P209	author_collapsed	epithelial	64
GSE241934	P209	author_fine_immune	TNK	4640
GSE241934	P209	author_fine_immune	TLS	1619
GSE241934	P209	author_fine_immune	other_immune	604
GSE241934	P209	author_fine_immune	stromal	463
GSE241934	P209	author_fine_immune	epithelial	64
GSE241934	P209	hu_markers	T	4176
GSE241934	P209	hu_markers	B	1616
GSE241934	P209	hu_markers	plasma	363
GSE241934	P209	hu_markers	myeloid	333
GSE241934	P209	hu_markers	NK	237
GSE241934	P209	hu_markers	other	159
GSE241934	P209	hu_markers	fibroblast	154
GSE241934	P209	hu_markers	endothelial	150
GSE241934	P209	hu_markers	mast	143
GSE241934	P209	hu_markers	epithelial	50
GSE241934	P209	hu_markers	neutrophil	9
GSE241934	P209	hu_collapsed	TNK	4413
GSE241934	P209	hu_collapsed	TLS	1979
GSE241934	P209	hu_collapsed	myeloid	342
GSE241934	P209	hu_collapsed	other	159
GSE241934	P209	hu_collapsed	stromal	304
GSE241934	P209	hu_collapsed	mast	143
GSE241934	P209	hu_collapsed	epithelial	50
GSE241934	P218	author_major	T	2291
GSE241934	P218	author_major	myeloid	501
GSE241934	P218	author_major	NK	443
GSE241934	P218	author_major	B	412
GSE241934	P218	author_major	fibroblast	295
GSE241934	P218	author_major	endothelial	142
GSE241934	P218	author_major	epithelial	96
GSE241934	P218	author_major	mast	95
GSE241934	P218	author_collapsed	TNK	2734
GSE241934	P218	author_collapsed	myeloid	501
GSE241934	P218	author_collapsed	TLS	412
GSE241934	P218	author_collapsed	stromal	437
GSE241934	P218	author_collapsed	epithelial	96
GSE241934	P218	author_collapsed	mast	95
GSE241934	P218	author_fine_immune	TNK	2734
GSE241934	P218	author_fine_immune	TLS	406
GSE241934	P218	author_fine_immune	other_immune	602
GSE241934	P218	author_fine_immune	stromal	437
GSE241934	P218	author_fine_immune	epithelial	96
GSE241934	P218	hu_markers	T	2038
GSE241934	P218	hu_markers	NK	508
GSE241934	P218	hu_markers	myeloid	461
GSE241934	P218	hu_markers	B	373
GSE241934	P218	hu_markers	fibroblast	261
GSE241934	P218	hu_markers	other	165
GSE241934	P218	hu_markers	mast	150
GSE241934	P218	hu_markers	endothelial	147
GSE241934	P218	hu_markers	plasma	61
GSE241934	P218	hu_markers	epithelial	59
