nhood	n_cells	n_TNK	n_epithelial	n_malignant_like	frac_TNK	frac_epithelial	mean_TACSTD2_log1p_all	mean_TACSTD2_log1p_epi	mean_TACSTD2_log1p_tnk	index_lineage	index_cell	kth_distance	embedding	n_cells_da	n_samples_nonzero	testable	logFC	logCPM	F	PValue	FDR_BH	SpatialFDR	dispersion	ql_dispersion	ref_level	alt_level	n_samples	n_ref	n_alt	is_interface	tacstd2_high_epi_nhood	tnk_depleted_nhood	kept_composition	kept_da_enriched	tnk_rich_depleted_in_alt	keep_reason	contrast	epi_tacstd2_threshold	tnk_depleted_threshold
5073	39	3	30	10	0.07692307692307693	0.7692307692307693	0.2977846931467608	0.3178053830347946	0.46209812037329684	epithelial	BD_immune02_196980	14.12819766998291	pca	37.0	4	True	-4.31186822449762	3.873645288312273	6.842119769536592	0.030853727774838552	0.38659003769591416	0.37757091545277405	0.5024841162348066	2.3957922841578028	low	high	10	5	5	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5083	62	4	56	30	0.06451612903225806	0.9032258064516129	1.9774516731461556	1.9833100311334657	1.961940634368402	epithelial	BD_immune03_480613	8.471220016479492	pca	62.0	1	False		1.2792220622586385					0.6538250544165598	3.0804159496574837	low	high	10	5	5	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5085	74	3	70	48	0.04054054054054054	0.9459459459459459	1.6003581605754391	1.6222709918875273	0.8549831191538456	epithelial	BD_immune03_419639	8.880736351013184	pca	74.0	1	False		1.30474446950748					0.6538250544165598	3.177887207071862	low	high	10	5	5	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5086	87	3	82	59	0.034482758620689655	0.9425287356321839	1.7221989283548025	1.7428729672955672	1.4769389329477711	epithelial	BD_immune03_139313	6.529478549957275	pca	87.0	1	False		1.3280909361081987					0.6538250544165598	3.2581277959499384	low	high	10	5	5	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5092	78	3	74	50	0.038461538461538464	0.9487179487179487	1.5703794346320576	1.5894873169033097	0.8549831191538456	epithelial	BD_immune03_628173	8.999481201171875	pca	78.0	1	False		1.3123384809161536					0.6538250544165598	3.2049104917450824	low	high	10	5	5	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5096	66	4	61	39	0.06060606060606061	0.9242424242424242	1.5488061499599675	1.515759017595078	1.9534989187506977	NK	BD_immune03_53055	7.293303489685059	pca	66.0	1	False		1.2882406104758477					0.6538250544165598	3.1160370669931767	low	high	10	5	5	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5110	71	3	67	42	0.04225352112676056	0.9436619718309859	1.6797061564767763	1.6871128483847724	1.3417838969117162	epithelial	BD_immune03_117409	9.581056594848633	pca	71.0	1	False		1.2987745649475178					0.6538250544165598	3.156010087077577	low	high	10	5	5	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5112	84	4	79	52	0.047619047619047616	0.9404761904761905	1.6441332823135075	1.6362478559765914	1.7244262357821591	epithelial	BD_immune03_176373	7.089035511016846	pca	84.0	1	False		1.323028846483889					0.6538250544165598	3.2414398769738244	low	high	10	5	5	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5121	59	3	54	28	0.05084745762711865	0.9152542372881356	1.779840165376934	1.7695068390246556	1.9227736652645906	epithelial	BD_immune03_130709	8.005759239196777	pca	59.0	1	False		1.2720677703455938					0.6538250544165598	3.0512373585472985	low	high	10	5	5	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5124	69	3	66	46	0.043478260869565216	0.9565217391304348	1.6936252446304758	1.7058102387952543	1.4255553730053518	epithelial	BD_immune03_206285	6.9329514503479	pca	69.0	1	False		1.2946528134927828					0.6538250544165598	3.1405783129523233	low	high	10	5	5	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5126	82	3	79	51	0.036585365853658534	0.9634146341463414	1.4417661654870377	1.4562882498682168	1.0593512767826485	epithelial	BD_immune03_783512	6.651101589202881	pca	82.0	1	False		1.3195526708325027					0.6538250544165598	3.229754239299099	low	high	10	5	5	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5128	70	3	66	42	0.04285714285714286	0.9428571428571428	1.9053024293541325	1.904870870167845	1.7823691769058232	epithelial	BD_immune03_305029	8.65468692779541	pca	70.0	1	False		1.2967284084234632					0.6538250544165598	3.1483828137571335	low	high	10	5	5	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5130	40	3	37	29	0.075	0.925	1.2685751078048695	1.2256588315092545	1.7978758487841207	epithelial	BD_immune03_734130	7.974555969238281	pca	40.0	1	False		1.2160064267977557					0.6538250544165598	2.794747041737862	low	high	10	5	5	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5132	47	3	44	21	0.06382978723404255	0.9361702127659575	1.3102298106831434	1.315725491999859	1.2296264847046452	epithelial	BD_immune03_449049	8.149356842041016	pca	47.0	1	False		1.2392678074541104					0.6538250544165598	2.907077305130272	low	high	10	5	5	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5725	52	4	40	38	0.07692307692307693	0.7692307692307693	0.495163083834735	0.44295990662846646	1.0397207708399179	epithelial	BD_immune09_830774	12.240994453430176	pca	52.0	4	True	2.337692611091522	4.134818023839967	1.7547684952944183	0.22186658153039795	0.47217496783182705	0.464595887863134	0.6526775585629188	3.8962072772720906	low	high	10	5	5	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5728	54	3	49	27	0.05555555555555555	0.9074074074074074	3.1137562255315205	3.1433146784082586	2.888365273779911	epithelial	BD_immune10_94199	16.110628128051758	pca	54.0	2	False		2.0806339986625844					0.6538250544165598	3.8693147920745123	low	high	10	5	5	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5730	57	3	52	29	0.05263157894736842	0.9122807017543859	2.7736233065179188	2.7643564825611433	2.964890087661411	epithelial	BD_immune10_824170	14.677623748779297	pca	57.0	1	False		1.3158211198057421					0.6538250544165598	3.3409686743008717	low	high	10	5	5	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5731	52	4	46	25	0.07692307692307693	0.8846153846153846	2.6376710751366343	2.644612708897557	2.512847545614906	myeloid	BD_immune10_172273	14.97020435333252	pca	52.0	1	False		1.3025776076822584					0.6538250544165598	3.301378125358507	low	high	10	5	5	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5738	54	3	42	41	0.05555555555555555	0.7777777777777778	0.8045129731288113	0.8515675487685141	0.9985774245179969	epithelial	BD_immune10_815060	15.201080322265625	pca	54.0	4	True	-3.0051490964991183	3.780107722830045	2.249030623125575	0.1720852442664122	0.4320640226938323	0.4227565316545921	0.719741730541672	3.88277736482687	low	high	10	5	5	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5742	56	4	43	42	0.07142857142857142	0.7678571428571429	0.6160935646809863	0.6171091639303543	0.9222198635284841	epithelial	BD_immune10_274495	14.305572509765625	pca	56.0	2	False		2.0859773073644186					0.6538250544165598	3.885382946079143	low	high	10	5	5	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5743	58	4	34	33	0.06896551724137931	0.5862068965517241	0.5297025518850276	0.6231937211261108	0.5198603854199589	plasma	BD_immune10_716751	12.489274978637695	pca	58.0	4	True	-2.098573322542376	3.9086927633403974	1.2045913105249744	0.30433902887144315	0.5284711695095491	0.5221750781554384	0.7421034767781234	4.0406584224440625	low	high	10	5	5	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5744	59	3	42	41	0.05084745762711865	0.711864406779661	0.6156130503106777	0.6446354892794742	0.46209812037329684	epithelial	BD_immune10_692796	13.409831047058105	pca	59.0	1	False		1.3207958883460411					0.6538250544165598	3.355170994199119	low	high	10	5	5	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5745	62	4	40	39	0.06451612903225806	0.6451612903225806	0.6113296290935063	0.6761629918192806	0.9222198635284841	epithelial	BD_immune10_633453	14.273006439208984	pca	62.0	3	True	-4.682094267290556	2.8829875431728524	4.092349726675457	0.0777016312921327	0.38659003769591416	0.37757091545277405	0.7574533783398782	3.8157333776359663	low	high	10	5	5	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5747	63	4	38	36	0.06349206349206349	0.6031746031746031	0.49178189213994733	0.6163731247314436	0.5756462732485114	epithelial	BD_immune10_414288	13.085688591003418	pca	63.0	5	True	-3.657476824244661	4.6086227890399964	4.249229664813072	0.07320450620713297	0.38659003769591416	0.37757091545277405	0.6187640869777037	3.1618842218476404	low	high	10	5	5	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	tacstd2_high_vs_low	0.3131793670481138	0.0792778649921507
5073	39	3	30	10	0.07692307692307693	0.7692307692307693	0.2977846931467608	0.3178053830347946	0.46209812037329684	epithelial	BD_immune02_196980	14.12819766998291	pca	30.0	4	True	-1.7662766934172405	3.0414000528076457	0.466626779763793	0.5100588767725437	0.7475813253233315	0.7642492428527593	0.6289690429586435	6.204109068730486	NMPR	MPR	12	8	4	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
5083	62	4	56	30	0.06451612903225806	0.9032258064516129	1.9774516731461556	1.9833100311334657	1.961940634368402	epithelial	BD_immune03_480613	8.471220016479492	pca	62.0	1	False		1.066018385215532					0.6439423776644329	1.476908466462382	NMPR	MPR	12	8	4	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
5085	74	3	70	48	0.04054054054054054	0.9459459459459459	1.6003581605754391	1.6222709918875273	0.8549831191538456	epithelial	BD_immune03_419639	8.880736351013184	pca	74.0	1	False		1.0872870579229					0.6439423776644329	1.5265116615126648	NMPR	MPR	12	8	4	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
5086	87	3	82	59	0.034482758620689655	0.9425287356321839	1.7221989283548025	1.7428729672955672	1.4769389329477711	epithelial	BD_immune03_139313	6.529478549957275	pca	87.0	1	False		1.1067424467568323					0.6439423776644329	1.5675751220787213	NMPR	MPR	12	8	4	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
5092	78	3	74	50	0.038461538461538464	0.9487179487179487	1.5703794346320576	1.5894873169033097	0.8549831191538456	epithelial	BD_immune03_628173	8.999481201171875	pca	78.0	1	False		1.0936154007634613					0.6439423776644329	1.5403174335314036	NMPR	MPR	12	8	4	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
5096	66	4	61	39	0.06060606060606061	0.9242424242424242	1.5488061499599675	1.515759017595078	1.9534989187506977	NK	BD_immune03_53055	7.293303489685059	pca	66.0	1	False		1.0735338420632063					0.6439423776644329	1.4950014256969029	NMPR	MPR	12	8	4	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
5110	71	3	67	42	0.04225352112676056	0.9436619718309859	1.6797061564767763	1.6871128483847724	1.3417838969117162	epithelial	BD_immune03_117409	9.581056594848633	pca	71.0	1	False		1.0823121374562648					0.6439423776644329	1.5153522156415173	NMPR	MPR	12	8	4	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
5112	84	4	79	52	0.047619047619047616	0.9404761904761905	1.6441332823135075	1.6362478559765914	1.7244262357821591	epithelial	BD_immune03_176373	7.089035511016846	pca	84.0	1	False		1.1025240387365742					0.6439423776644329	1.5590175808151063	NMPR	MPR	12	8	4	True	True	True	True	False	False	interface_TACSTD2high_epi_TNKdepleted	mpr_vs_nmpr	0.3131793670481138	0.0792778649921507
