unit_key	dataset	unit_id	unit_type	tissue	n_cells	n_malignant	n_tnk	frac_tnk	mal_CLDN4_pct	mal_CLDN4_mean	eligible	malig_def	cldn4_quartile	ifn_score	mhc_score	tj_score	cldn4_high	cldn4_per10	q4q1	patient_id	n_cells_embedded	n_malignant_embedded	n_tnk_embedded	frac_tnk_embedded	site_mLN	site_tLB	keep_all	keep_q4q1	keep_131907	keep_GSE123902	keep_GSE131907	keep_GSE189357	keep_GSE205335
GSE131907|EBUS_13	GSE131907	EBUS_13	sample	mLN	3550	376	1150	0.323943661971831	0.265957446808511	0.0018434765440424	True	author_malig	Q1	3.8936943212106	6.13805873588745	3.74425357182411	0	0.026595744680851102	1	GSE131907|P1013	350	34	133	0.38	1	0	1	1	1	0	1	0	0
GSE131907|EBUS_15	GSE131907	EBUS_15	sample	mLN	1105	256	479	0.433484162895928	47.265625	1.12949283928218	True	author_malig	Q1	4.20150891922362	6.99727241470976	3.72056286365153	0	4.7265625	1	GSE131907|P1015	350	83	146	0.41714285714285715	1	0	1	1	1	0	1	0	0
GSE131907|EBUS_19	GSE131907	EBUS_19	sample	mLN	2112	217	1427	0.675662878787879	94.0092165898618	2.47790353342301	True	author_malig	Q4	4.53889854954125	6.37506079632547	4.02997709367261	1	9.40092165898618	1	GSE131907|P1019	350	31	255	0.7285714285714285	1	0	1	1	1	0	1	0	0
GSE131907|EBUS_28	GSE131907	EBUS_28	sample	tL/B	5182	4640	232	0.0447703589347742	96.3362068965517	2.19797832643394	True	author_malig	Q4	3.70776260674061	6.08564514095563	3.34625939365506	1	9.63362068965517	1	GSE131907|P1028	350	323	18	0.05142857142857143	0	1	1	1	1	0	1	0	0
GSE131907|EBUS_49	GSE131907	EBUS_49	sample	tL/B	1775	114	1126	0.634366197183099	49.1228070175439	0.951210732895075	True	author_malig	Q1	3.02064886382461	4.7960298149735	3.70470569258273	0	4.91228070175439	1	GSE131907|P1049	350	28	227	0.6485714285714286	0	1	1	1	1	0	1	0	0
GSE131907|EBUS_51	GSE131907	EBUS_51	sample	mLN	3275	1285	1143	0.349007633587786	85.3696498054475	1.58132888478796	True	author_malig	Q3	4.19246025631456	5.88988471595197	3.56755551379343	1	8.536964980544749	0	GSE131907|P1051	350	149	117	0.3342857142857143	1	0	1	0	1	0	1	0	0
GSE131907|NS_02	GSE131907	NS_02	sample	mBrain	2313	181	977	0.422395157803718	58.5635359116022	1.12672772632264	True	author_malig	Q1	3.61872671393463	5.33738399553851	3.19011678038467	0	5.85635359116022	1	GSE131907|P3002	350	38	136	0.38857142857142857	0	0	1	1	1	0	1	0	0
GSE131907|NS_03	GSE131907	NS_03	sample	mBrain	2990	2713	145	0.048494983277592	93.1441208993734	2.26493320814642	True	author_malig	Q4	3.51068985617224	6.44688244400591	3.39065229947677	1	9.31441208993734	1	GSE131907|P3003	350	316	17	0.04857142857142857	0	0	1	1	1	0	1	0	0
GSE131907|NS_04	GSE131907	NS_04	sample	mBrain	1904	1229	131	0.0688025210084034	89.3409275834011	1.95235155915384	True	author_malig	Q4	3.83907948931277	5.93122788895446	3.58204510644082	1	8.93409275834011	1	GSE131907|P3004	350	224	25	0.07142857142857142	0	0	1	1	1	0	1	0	0
GSE131907|NS_06	GSE131907	NS_06	sample	mBrain	1070	83	383	0.357943925233645	60.2409638554217	1.43451191826637	True	author_malig	Q1	3.94837406277152	6.50973561550517	3.08118895403446	0	6.02409638554217	1	GSE131907|P3006	350	33	136	0.38857142857142857	0	0	1	1	1	0	1	0	0
GSE131907|NS_07	GSE131907	NS_07	sample	mBrain	5730	5108	166	0.0289703315881326	90.407204385278	1.59313074832629	True	author_malig	Q4	3.04178034543544	4.64974818920922	3.46529885524548	1	9.040720438527801	1	GSE131907|P3007	350	318	6	0.017142857142857144	0	0	1	1	1	0	1	0	0
GSE131907|NS_12	GSE131907	NS_12	sample	mBrain	3182	2811	22	0.0069138906348208	86.3393810032017	1.72883094363458	True	author_malig	Q3	3.4520646512916	6.00625103304624	3.59052907621489	1	8.633938100320169	0	GSE131907|P3012	350	321	0	0.0	0	0	1	0	1	0	1	0	0
GSE131907|NS_13	GSE131907	NS_13	sample	mBrain	4845	1352	1780	0.367389060887513	72.4112426035503	0.995948031240156	True	author_malig	Q2	4.04648452302508	6.08454578082515	3.83656000976557	0	7.241124260355031	0	GSE131907|P3013	350	106	125	0.35714285714285715	0	0	1	0	1	0	1	0	0
GSE131907|NS_16	GSE131907	NS_16	sample	mBrain	1317	79	385	0.292331055429005	11.3924050632911	0.103137558606632	True	author_malig	Q1	4.43435684058256	7.52062104000806	3.60663733993916	0	1.13924050632911	1	GSE131907|P3016	350	19	104	0.29714285714285715	0	0	1	1	1	0	1	0	0
GSE131907|NS_17	GSE131907	NS_17	sample	mBrain	2409	1112	410	0.170195101701951	88.2194244604317	2.30082012333022	True	author_malig	Q3	3.38847973232706	5.57096264870274	3.34844371077585	1	8.82194244604317	0	GSE131907|P3017	350	221	15	0.04285714285714286	0	0	1	0	1	0	1	0	0
GSE131907|NS_19	GSE131907	NS_19	sample	mBrain	3300	755	370	0.112121212121212	67.1523178807947	1.0082934839931	True	author_malig	Q2	4.65883777800393	6.65148740129245	3.95705270187953	0	6.715231788079469	0	GSE131907|P3019	350	97	34	0.09714285714285714	0	0	1	0	1	0	1	0	0
GSE189357|TD1	GSE189357	TD1	patient	TUMOR	15216	2186	9915	0.651616719242902	56.1299176578225	0.967497154130165	True	marker_malig	Q3	5.2012957391978	7.43444328954852	4.48696263008411	1	5.61299176578225	0	GSE189357|TD1	350	41	219	0.6257142857142857	0	0	1	0	0	0	0	1	0
GSE189357|TD2	GSE189357	TD2	patient	TUMOR	18064	1207	11334	0.627435783879539	35.6255178127589	0.530643475450382	True	marker_malig	Q1	4.8850402090889	6.40285758846279	4.38846473741312	0	3.5625517812758902	1	GSE189357|TD2	350	25	197	0.5628571428571428	0	0	1	1	0	0	0	1	0
GSE189357|TD3	GSE189357	TD3	patient	TUMOR	12658	664	6525	0.515484278717017	48.0421686746988	0.698126853844705	True	marker_malig	Q3	5.28632446512147	7.09688384795726	5.13199473145033	1	4.80421686746988	0	GSE189357|TD3	350	16	138	0.3942857142857143	0	0	1	0	0	0	0	1	0
GSE189357|TD4	GSE189357	TD4	patient	TUMOR	11756	491	7096	0.603606668935012	30.3462321792261	0.510868625763501	True	marker_malig	Q1	5.22185471891567	6.96699912965159	4.99957591653768	0	3.03462321792261	1	GSE189357|TD4	350	11	160	0.45714285714285713	0	0	1	1	0	0	0	1	0
GSE189357|TD5	GSE189357	TD5	patient	TUMOR	19079	1736	11055	0.579432884323078	36.8663594470046	0.536022779231881	True	marker_malig	Q2	5.49348281263002	7.18400152607465	4.77579030557104	0	3.68663594470046	0	GSE189357|TD5	350	20	125	0.35714285714285715	0	0	1	0	0	0	0	1	0
GSE189357|TD6	GSE189357	TD6	patient	TUMOR	8999	1211	3392	0.376930770085565	63.5012386457473	1.13970175467227	True	marker_malig	Q4	4.25844440706981	5.70827161162166	4.14614078627995	1	6.35012386457473	1	GSE189357|TD6	350	40	124	0.35428571428571426	0	0	1	1	0	0	0	1	0
GSE189357|TD7	GSE189357	TD7	patient	TUMOR	3507	849	1851	0.527801539777588	36.6313309776207	0.451117392165666	True	marker_malig	Q1	4.81072544699221	6.58722571597501	3.99044778851082	0	3.6631330977620697	1	GSE189357|TD7	350	78	56	0.16	0	0	1	1	0	0	0	1	0
GSE189357|TD8	GSE189357	TD8	patient	TUMOR	15521	1019	7257	0.46756007989176	45.3385672227674	0.682588084031096	True	marker_malig	Q2	4.53781548157773	6.18678162664344	4.31843616793159	0	4.53385672227674	0	GSE189357|TD8	350	17	114	0.32571428571428573	0	0	1	0	0	0	0	1	0
GSE189357|TD9	GSE189357	TD9	patient	TUMOR	17573	4889	4345	0.24725431059011	78.5641235426468	1.28682118992394	True	marker_malig	Q4	4.23499096931111	5.91112634340704	3.81732732378746	1	7.8564123542646795	1	GSE189357|TD9	350	110	70	0.2	0	0	1	1	0	0	0	1	0
GSE205335|P0031	GSE205335	P0031	patient	Lung	6428	319	3824	0.594897324206596	59.2476489028213	1.03210740001313	True	author_malig	Q2	4.45301900629297	6.81076937102044	4.4369426652877	0	5.9247648902821295	0	GSE205335|P0031	350	21	221	0.6314285714285715	0	0	1	0	0	0	0	0	1
GSE205335|P1006	GSE205335	P1006	patient	Effusion,Lung	6090	1282	2998	0.492282430213465	74.1809672386895	1.45441994167518	True	author_malig	Q3	3.54939292364354	5.28925635680505	4.24492012038488	1	7.418096723868951	0	GSE205335|P1006	350	85	175	0.5	0	0	1	0	0	0	0	0	1
GSE205335|P1015	GSE205335	P1015	patient	LN	1195	291	473	0.39581589958159	41.5807560137457	1.01379491643033	True	author_malig	Q1	4.27834618582455	6.95261053702655	3.81567419796518	0	4.15807560137457	1	GSE205335|P1015	350	96	135	0.38571428571428573	0	0	1	1	0	0	0	0	1
GSE205335|P1016	GSE205335	P1016	patient	Liver,LN	6924	5336	763	0.110196418255344	82.6461769115442	1.69304935632742	True	author_malig	Q4	3.72670906949376	7.10406568689638	4.76131103925673	1	8.26461769115442	1	GSE205335|P1016	350	306	31	0.08857142857142856	0	0	1	1	0	0	0	0	1
GSE205335|P1017	GSE205335	P1017	patient	Liver,LN	6266	2186	2370	0.378231726779445	64.3183897529735	1.55462084717452	True	author_malig	Q3	5.23846543701638	6.94177061049341	4.60235881079795	1	6.43183897529735	0	GSE205335|P1017	350	123	146	0.41714285714285715	0	0	1	0	0	0	0	0	1
GSE205335|P1018	GSE205335	P1018	patient	Bronchus	5029	1180	2546	0.506263670709883	67.0338983050847	2.10443933372545	True	author_malig	Q3	5.63799249851343	8.07184086098241	4.55454820000085	1	6.7033898305084705	0	GSE205335|P1018	350	87	181	0.5171428571428571	0	0	1	0	0	0	0	0	1
GSE205335|P1025	GSE205335	P1025	patient	LN	1222	980	128	0.104746317512275	92.8571428571429	2.31069442860223	True	author_malig	Q4	3.61948482523038	5.53037890800123	3.77858050687387	1	9.28571428571429	1	GSE205335|P1025	350	278	38	0.10857142857142857	0	0	1	1	0	0	0	0	1
GSE205335|P1027	GSE205335	P1027	patient	LN	4600	1318	2619	0.569347826086957	78.0728376327769	2.17399784893951	True	author_malig	Q3	5.6110902938944	7.97598224179933	4.58030820756587	1	7.80728376327769	0	GSE205335|P1027	350	101	218	0.6228571428571429	0	0	1	0	0	0	0	0	1
GSE205335|P1030	GSE205335	P1030	patient	LN	861	603	140	0.16260162601626	61.6915422885572	1.48410735953157	True	author_malig	Q3	4.63445893637317	7.28334623800268	4.41021893576493	1	6.16915422885572	0	GSE205335|P1030	350	253	45	0.12857142857142856	0	0	1	0	0	0	0	0	1
GSE205335|P1037	GSE205335	P1037	patient	LN	4983	3671	611	0.122616897451335	86.0528466357941	1.19727181814975	True	author_malig	Q4	1.92859363174001	4.00845559601127	1.90252293606199	1	8.60528466357941	1	GSE205335|P1037	350	331	9	0.025714285714285714	0	0	1	1	0	0	0	0	1
GSE205335|P1056	GSE205335	P1056	patient	Liver,LN	5103	2386	1354	0.265334117185969	49.7066219614417	0.996685692136604	True	author_malig	Q2	2.88438750262855	4.90576497820594	2.91615579995957	0	4.97066219614417	0	GSE205335|P1056	350	194	95	0.2714285714285714	0	0	1	0	0	0	0	0	1
GSE205335|P1062	GSE205335	P1062	patient	LN	3057	188	1934	0.63264638534511	45.2127659574468	1.37911187125204	True	author_malig	Q1	5.73966348973532	8.02783493179537	4.91196225152597	0	4.52127659574468	1	GSE205335|P1062	350	12	231	0.66	0	0	1	1	0	0	0	0	1
GSE205335|P1063	GSE205335	P1063	patient	Bronchus,LN	4297	131	3144	0.731673260414243	35.1145038167939	0.692850004756864	True	author_malig	Q1	5.5927694456658	8.28869236697965	4.62305649972366	0	3.51145038167939	1	GSE205335|P1063	350	7	269	0.7685714285714286	0	0	1	1	0	0	0	0	1
GSE205335|P1072	GSE205335	P1072	patient	LN	1273	406	586	0.460329929300864	58.8669950738916	1.47284263818116	True	author_malig	Q2	3.49967477708237	5.50664627726151	4.16175612178302	0	5.88669950738916	0	GSE205335|P1072	350	118	163	0.4657142857142857	0	0	1	0	0	0	0	0	1
GSE205335|P1076	GSE205335	P1076	patient	LN	6975	849	2089	0.299498207885305	59.3639575971731	1.30621351041308	True	author_malig	Q2	4.10964353873849	6.18434057947313	3.26519847322731	0	5.93639575971731	0	GSE205335|P1076	350	39	114	0.32571428571428573	0	0	1	0	0	0	0	0	1
GSE205335|P1079	GSE205335	P1079	patient	LN	1277	543	501	0.392325763508222	51.3812154696133	1.17643176882325	True	author_malig	Q2	5.14060795277048	8.44684459553539	4.18155870748226	0	5.13812154696133	0	GSE205335|P1079	350	157	136	0.38857142857142857	0	0	1	0	0	0	0	0	1
GSE205335|P1084	GSE205335	P1084	patient	LN	3534	196	2350	0.664968873797397	86.734693877551	2.98159000218484	True	author_malig	Q4	5.2042111697396	8.37002699508741	4.74256517407749	1	8.6734693877551	1	GSE205335|P1084	350	26	244	0.6971428571428572	0	0	1	1	0	0	0	0	1
GSE205335|P1089	GSE205335	P1089	patient	LN	1609	1063	272	0.169049098819142	87.7704609595484	2.27182772593754	True	author_malig	Q4	3.03342974624958	4.49889045605117	3.66818673907205	1	8.77704609595484	1	GSE205335|P1089	350	245	53	0.15142857142857144	0	0	1	1	0	0	0	0	1
GSE205335|P1090	GSE205335	P1090	patient	LN	976	566	247	0.253073770491803	38.1625441696113	0.744988766586046	True	author_malig	Q1	4.85716672854561	7.80009849923296	3.83216956079666	0	3.8162544169611303	1	GSE205335|P1090	350	199	98	0.28	0	0	1	1	0	0	0	0	1
GSE205335|P1115	GSE205335	P1115	patient	Liver	4397	3769	271	0.0616329315442347	88.8829928362961	1.36793347316764	True	author_malig	Q4	3.41981364467955	5.09613383042901	4.26607540010232	1	8.88829928362961	1	GSE205335|P1115	350	340	5	0.014285714285714285	0	0	1	1	0	0	0	0	1
GSE205335|P1119	GSE205335	P1119	patient	LN	2386	1222	621	0.260268231349539	36.088379705401	0.867936628428789	True	author_malig	Q1	4.10872478452877	6.95115311633235	3.30764137018063	0	3.6088379705401	1	GSE205335|P1119	350	201	100	0.2857142857142857	0	0	1	1	0	0	0	0	1
GSE205335|P4001	GSE205335	P4001	patient	Lung	2308	27	1801	0.780329289428076	48.1481481481481	0.806690964854553	True	author_malig	Q1	4.81386311635545	7.32583871738008	3.95774990357374	0	4.81481481481481	1	GSE205335|P4001	350	4	290	0.8285714285714286	0	0	1	1	0	0	0	0	1
