term	rho	p	n_x	n_genes_present	cohort	split	bucket	expected	primary	source	enrichr_name	n_y	q
HALLMARK_COAGULATION	0.10152154668257185	0.021208699176986173	515	136	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Coagulation	138	0.04388006726273001
HALLMARK_IL2_STAT5_SIGNALING	0.02151692205146494	0.62614030094353	515	194	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	IL-2/STAT5 Signaling	199	0.6708646081537822
HALLMARK_BILE_ACID_METABOLISM	0.042917261931980984	0.33103613288916717	515	112	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Bile Acid Metabolism	112	0.39724335946700057
HALLMARK_ALLOGRAFT_REJECTION	0.026943264236653226	0.5418187567917643	515	195	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Allograft Rejection	200	0.6020208408797381
HALLMARK_SPERMATOGENESIS	-0.14769054628850306	0.0007739642278504263	515	132	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Spermatogenesis	135	0.002211326365286932
HALLMARK_KRAS_SIGNALING_UP	0.05807566762730557	0.18822273039249687	515	193	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	KRAS Signaling Up	200	0.256064831265044
HALLMARK_KRAS_SIGNALING_DN	0.018248536056945885	0.6794942944066693	515	188	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	KRAS Signaling Dn	200	0.7152571520070203
HALLMARK_PANCREAS_BETA_CELLS	-0.3326645013307458	8.98087255525203e-15	515	40	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Pancreas Beta Cells	40	8.98087255525203e-14
KEGG_TIGHT_JUNCTION	0.296949812429654	6.0597008205934625e-12	515	163	TCGA-LUAD	median	TJ	UP	True	Enrichr KEGG_2021_Human	Tight junction	169	5.1940292747943965e-11
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.22290792218021507	3.2090748740834894e-07	515	45	TCGA-LUAD	median	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	1.4811114803462258e-06
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.39484751609912405	1.1620419805691638e-20	515	51	TCGA-LUAD	median	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	2.3240839611383277e-19
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.138456351024612	0.0016348175699056268	515	46	TCGA-LUAD	median	EMT	DOWN	True	Enrichr GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	47	0.004458593372469891
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.4639373436282335	7.542169276943295e-29	515	18	TCGA-LUAD	median	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	19	4.525301566165977e-27
GOBP_KERATINOCYTE_DIFFERENTIATION	0.43914158096405587	1.083962994216056e-25	515	40	TCGA-LUAD	median	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	3.2518889826481678e-24
GOBP_KERATINIZATION	0.37453819030295543	1.351688549163926e-18	515	79	TCGA-LUAD	median	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	1.6220262589967112e-17
GOBP_CORNIFICATION	0.2885064782832325	2.4930933813236852e-11	515	8	TCGA-LUAD	median	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		9	1.869820035992764e-10
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.18461502779325123	2.4901383767533534e-05	515	76	TCGA-LUAD	median	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	8.788723682658895e-05
KRT_EPITHELIAL	0.3884840359956901	5.345812223287932e-20	515	17	TCGA-LUAD	median	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	8.018718334931898e-19
HALLMARK_P53_PATHWAY	0.25457087548070956	4.631186395792412e-09	515	190	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	p53 Pathway	200	3.087457597194941e-08
HALLMARK_HEME_METABOLISM	0.055763703489633006	0.20644976129204434	515	190	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	heme Metabolism	200	0.2635528867558013
HALLMARK_PEROXISOME	0.12087295710500916	0.0060243161625105875	515	101	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Pperoxisome	104	0.013902268067332125
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.14202117694487607	0.0014213106543913068	502	197	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	TNF-alpha Signaling via NF-kB	200	0.003279947663979939
HALLMARK_HYPOXIA	0.037808648635830104	0.39793959667902606	502	190	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Hypoxia	200	0.46816423138708946
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.07416142381161302	0.09696332889189604	502	72	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Cholesterol Homeostasis	74	0.1385190412741372
HALLMARK_MITOTIC_SPINDLE	-0.2947862504001806	1.5987618759368927e-11	502	196	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Mitotic Spindle	199	9.592571255621355e-11
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.24560660208449459	2.4781425839935435e-08	502	42	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Wnt-beta Catenin Signaling	42	9.912570335974174e-08
HALLMARK_TGF_BETA_SIGNALING	0.04153692922442112	0.3530287443795021	502	54	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	TGF-beta Signaling	54	0.42363449325540253
HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.0010658192726798453	0.980995758551211	502	87	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	IL-6/JAK/STAT3 Signaling	87	0.980995758551211
HALLMARK_DNA_REPAIR	-0.10848680887392258	0.015023697342532318	502	140	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	DNA Repair	150	0.02731581335005876
HALLMARK_G2M_CHECKPOINT	-0.2927911118488923	2.2177564232935693e-11	502	184	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	G2-M Checkpoint	200	1.2096853217964923e-10
HALLMARK_APOPTOSIS	0.12587827406713556	0.004734560892041484	502	158	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apoptosis	161	0.009795643224913416
HALLMARK_NOTCH_SIGNALING	-0.05545551774428786	0.21484306149980106	502	32	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Notch Signaling	32	0.27426773808485244
HALLMARK_ADIPOGENESIS	0.1452013232626251	0.0011044071156860787	502	189	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Adipogenesis	200	0.0027610177892151964
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.18028945777061098	4.8504678922578227e-05	502	192	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Estrogen Response Early	200	0.00015317267028182598
HALLMARK_ESTROGEN_RESPONSE_LATE	0.2684446446992426	9.830063654731867e-10	502	196	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Estrogen Response Late	200	4.212884423456514e-09
HALLMARK_ANDROGEN_RESPONSE	0.07353512693124023	0.09982510171917017	502	96	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Androgen Response	100	0.13929083960814442
HALLMARK_MYOGENESIS	-0.0750080273189704	0.09319929243784217	502	198	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Myogenesis	200	0.1363892084456227
HALLMARK_PROTEIN_SECRETION	-0.046391263620949336	0.29955868209203945	502	95	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Protein Secretion	96	0.37444835261504933
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.011741608072376312	0.7929913780278456	502	92	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Alpha Response	97	0.8203359083046678
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.01855204714419533	0.6783873710868332	502	196	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Gamma Response	200	0.7679857031171697
HALLMARK_APICAL_JUNCTION	0.014594733035322592	0.7442712306901383	502	194	TCGA-LUSC	quartile	TJ	UP	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Junction	200	0.7974334614537196
HALLMARK_APICAL_SURFACE	-0.0172548229128378	0.6997444786367276	502	43	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Surface	44	0.7774938651519195
HALLMARK_HEDGEHOG_SIGNALING	-0.2855082348198303	7.167810578883297e-11	502	35	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Hedgehog Signaling	36	3.5839052894416487e-10
HALLMARK_COMPLEMENT	-0.014618731991889697	0.7438654180526687	502	195	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Complement	200	0.7974334614537196
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.17569204500990093	7.575291830932916e-05	502	106	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Unfolded Protein Response	113	0.0002272587549279875
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.01023759441289115	0.8190157113063661	502	104	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	PI3K/AKT/mTOR Signaling	105	0.8328973335318977
HALLMARK_MTORC1_SIGNALING	-0.012121180502033523	0.7864584818379458	502	192	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	mTORC1 Signaling	200	0.8203359083046678
HALLMARK_E2F_TARGETS	-0.27964954883384546	1.797559555712085e-10	502	187	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	E2F Targets	200	8.296428718671161e-10
HALLMARK_MYC_TARGETS_V1	-0.1036253601622065	0.02022055165902531	502	188	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Myc Targets V1	200	0.03466380284404339
HALLMARK_MYC_TARGETS_V2	-0.09233252309188147	0.038639527829566415	502	58	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Myc Targets V2	58	0.06265869377767527
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.10438037871871196	0.019322881172159617	502	194	TCGA-LUSC	quartile	EMT	DOWN	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Epithelial Mesenchymal Transition	200	0.034099202068516965
HALLMARK_INFLAMMATORY_RESPONSE	0.029953828094430708	0.5031106398471694	502	197	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Inflammatory Response	200	0.5805122767467339
HALLMARK_XENOBIOTIC_METABOLISM	0.12119458837758056	0.006554565121766136	502	197	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Xenobiotic Metabolism	200	0.01268625507438607
HALLMARK_FATTY_ACID_METABOLISM	0.1561501120504644	0.00044568630872846585	502	154	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Fatty Acid Metabolism	158	0.0012155081147139978
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.1351729845737934	0.0024054406828450518	502	182	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Oxidative Phosphorylation	200	0.00534542373965567
HALLMARK_GLYCOLYSIS	0.13151366541375686	0.003156239214597158	502	196	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Glycolysis	200	0.006763369745565339
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.16003561900470747	0.00031828475723997076	502	45	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Reactive Oxygen Species Pathway	49	0.0009093850206856308
HALLMARK_UV_RESPONSE_UP	-0.06589904786748409	0.1403701718138377	502	152	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	UV Response Up	158	0.18716022908511695
HALLMARK_UV_RESPONSE_DN	-0.11313753156977376	0.011189738645341986	502	137	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	UV Response Dn	144	0.020980759960016224
HALLMARK_ANGIOGENESIS	-0.05924393801060039	0.18509263805436885	502	36	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Angiogenesis	36	0.24142518007091587
HALLMARK_COAGULATION	0.07116904798605601	0.11124708461269588	502	136	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Coagulation	138	0.15170056992640346
HALLMARK_IL2_STAT5_SIGNALING	-0.08702543367679677	0.0513344334221506	502	194	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	IL-2/STAT5 Signaling	199	0.07897605141869322
HALLMARK_BILE_ACID_METABOLISM	-0.09150427451770882	0.0404253522445853	502	112	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Bile Acid Metabolism	112	0.06382950354408205
HALLMARK_ALLOGRAFT_REJECTION	-0.102789380698863	0.021256595667799395	502	195	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Allograft Rejection	200	0.035427659446332325
HALLMARK_SPERMATOGENESIS	-0.416996146412607	1.542097923116035e-22	502	132	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Spermatogenesis	135	1.5420979231160348e-21
HALLMARK_KRAS_SIGNALING_UP	-0.0823851453098878	0.06512437714902722	502	193	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	KRAS Signaling Up	200	0.09768656572354083
HALLMARK_KRAS_SIGNALING_DN	-0.15219697167316854	0.0006228150001863109	502	188	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	KRAS Signaling Dn	200	0.001624734783094724
HALLMARK_PANCREAS_BETA_CELLS	-0.4089719103122003	1.1586515672298036e-21	502	40	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Pancreas Beta Cells	40	9.93129914768403e-21
KEGG_TIGHT_JUNCTION	0.14351774428779793	0.0012630018632913947	502	163	TCGA-LUSC	quartile	TJ	UP	True	Enrichr KEGG_2021_Human	Tight junction	169	0.003031204471899347
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.22296889858543725	4.489983536485497e-07	502	45	TCGA-LUSC	quartile	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	1.5847000717007635e-06
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.45772251799328934	2.304298362440146e-27	502	51	TCGA-LUSC	quartile	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	3.456447543660219e-26
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.3128200908260909	7.382780862422526e-13	502	46	TCGA-LUSC	quartile	EMT	DOWN	True	Enrichr GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	47	4.921853908281684e-12
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.49138171858140617	7.134071849815032e-32	502	18	TCGA-LUSC	quartile	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	19	4.280443109889019e-30
GOBP_KERATINOCYTE_DIFFERENTIATION	0.4885503159941668	1.787392466202422e-31	502	40	TCGA-LUSC	quartile	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	5.362177398607266e-30
GOBP_KERATINIZATION	0.3956015034919435	2.9623516803546503e-20	502	79	TCGA-LUSC	quartile	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	2.221763760265988e-19
GOBP_CORNIFICATION	0.2386036496436916	6.266682895287812e-08	502	8	TCGA-LUSC	quartile	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		9	2.3500060857329295e-07
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.18105946381777888	4.496578371494026e-05	502	76	TCGA-LUSC	quartile	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	0.00014988594571646753
KRT_EPITHELIAL	0.47682587713577723	7.32610626787408e-30	502	17	TCGA-LUSC	quartile	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	1.465221253574816e-28
HALLMARK_P53_PATHWAY	0.43695929425993385	8.021764408985377e-25	502	190	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	p53 Pathway	200	9.626117290782454e-24
HALLMARK_HEME_METABOLISM	-0.04402257609352958	0.3249385716923628	502	190	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	heme Metabolism	200	0.3978839653375871
HALLMARK_PEROXISOME	0.12290510689258584	0.005827572420497767	502	101	TCGA-LUSC	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Pperoxisome	104	0.011655144840995535
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.14202117694487607	0.0014213106543913068	502	197	TCGA-LUSC	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	TNF-alpha Signaling via NF-kB	200	0.003279947663979939
HALLMARK_HYPOXIA	0.037808648635830104	0.39793959667902606	502	190	TCGA-LUSC	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Hypoxia	200	0.46816423138708946
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.07416142381161302	0.09696332889189604	502	72	TCGA-LUSC	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Cholesterol Homeostasis	74	0.1385190412741372
HALLMARK_MITOTIC_SPINDLE	-0.2947862504001806	1.5987618759368927e-11	502	196	TCGA-LUSC	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Mitotic Spindle	199	9.592571255621355e-11
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.24560660208449459	2.4781425839935435e-08	502	42	TCGA-LUSC	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Wnt-beta Catenin Signaling	42	9.912570335974174e-08
HALLMARK_TGF_BETA_SIGNALING	0.04153692922442112	0.3530287443795021	502	54	TCGA-LUSC	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	TGF-beta Signaling	54	0.42363449325540253
HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.0010658192726798453	0.980995758551211	502	87	TCGA-LUSC	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	IL-6/JAK/STAT3 Signaling	87	0.980995758551211
HALLMARK_DNA_REPAIR	-0.10848680887392258	0.015023697342532318	502	140	TCGA-LUSC	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	DNA Repair	150	0.02731581335005876
HALLMARK_G2M_CHECKPOINT	-0.2927911118488923	2.2177564232935693e-11	502	184	TCGA-LUSC	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	G2-M Checkpoint	200	1.2096853217964923e-10
HALLMARK_APOPTOSIS	0.12587827406713556	0.004734560892041484	502	158	TCGA-LUSC	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apoptosis	161	0.009795643224913416
HALLMARK_NOTCH_SIGNALING	-0.05545551774428786	0.21484306149980106	502	32	TCGA-LUSC	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Notch Signaling	32	0.27426773808485244
HALLMARK_ADIPOGENESIS	0.1452013232626251	0.0011044071156860787	502	189	TCGA-LUSC	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Adipogenesis	200	0.0027610177892151964
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.18028945777061098	4.8504678922578227e-05	502	192	TCGA-LUSC	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Estrogen Response Early	200	0.00015317267028182598
HALLMARK_ESTROGEN_RESPONSE_LATE	0.2684446446992426	9.830063654731867e-10	502	196	TCGA-LUSC	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Estrogen Response Late	200	4.212884423456514e-09
HALLMARK_ANDROGEN_RESPONSE	0.07353512693124023	0.09982510171917017	502	96	TCGA-LUSC	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Androgen Response	100	0.13929083960814442
HALLMARK_MYOGENESIS	-0.0750080273189704	0.09319929243784217	502	198	TCGA-LUSC	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Myogenesis	200	0.1363892084456227
HALLMARK_PROTEIN_SECRETION	-0.046391263620949336	0.29955868209203945	502	95	TCGA-LUSC	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Protein Secretion	96	0.37444835261504933
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.011741608072376312	0.7929913780278456	502	92	TCGA-LUSC	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Alpha Response	97	0.8203359083046678
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.01855204714419533	0.6783873710868332	502	196	TCGA-LUSC	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Gamma Response	200	0.7679857031171697
