cohort	patient	n_cells	n_malignant	n_epithelial_or_gate	n_B	n_plasma	frac_B	frac_B_plasma	frac_epithelial	compartment	eligible	tacstd2_mal_mean_log1p_cp10k	tacstd2_mal_pct_pos	tacstd2_mal_pb_cpm	cldn4_mal_mean_log1p_cp10k	cldn4_mal_pct_pos	cldn4_mal_pb_cpm	cxcl13_mean_log1p_cp10k	cxcl13_pct_pos	ms4a1_mean_log1p_cp10k	ms4a1_pct_pos	frac_CXCL13pos_T	tls12_k	tls12_z	tls12_genes
GSE131907	P0006	3426	100	145	521	0	0.15207238762405137	0.15207238762405137	0.04232340922358435	malignant	True	1.7407056703307149	88.0	806.4264825168816	1.6496441438096934	91.0	608.1248884553534	0.02043574955996288	1.1967308814944542	0.27339333253290604	14.039696438995913	0.015343562374916611	12	0.2779938135257303	CCL2,CCL3,CCL4,CCL5,CCL8,CCL18,CCL19,CCL21,CXCL9,CXCL10,CXCL11,CXCL13
GSE131907	P0008	3765	42	42	1014	0	0.2693227091633466	0.2693227091633466	0.011155378486055778	malignant	True	1.7754024749485393	85.71428571428571	839.9044431417784	1.5306764857888102	85.71428571428571	560.9868325674918	0.06307171439830486	3.1606905710491366	0.3905687892012493	20.159362549800797	0.043209876543209874	12	0.45323066001413603	CCL2,CCL3,CCL4,CCL5,CCL8,CCL18,CCL19,CCL21,CXCL9,CXCL10,CXCL11,CXCL13
GSE131907	P0009	3840	5	119	153	0	0.03984375	0.03984375	0.030989583333333334	epithelial	True	0.9968550312444523	77.31092436974791	275.96663983942636	0.9208332090479012	78.15126050420169	229.801216817961	0.10127983104627793	4.921875	0.04745124857845484	2.3958333333333335	0.09105431309904154	12	0.7523309047446389	CCL2,CCL3,CCL4,CCL5,CCL8,CCL18,CCL19,CCL21,CXCL9,CXCL10,CXCL11,CXCL13
GSE131907	P0018	3705	1002	1028	274	0	0.07395411605937922	0.07395411605937922	0.27746288798920377	malignant	True	1.6868691022968378	89.02195608782435	637.3252407869164	1.8248164557037476	92.81437125748504	648.9374683470564	0.029576166095089364	1.4035087719298245	0.10109707359821833	5.101214574898785	0.036893203883495145	12	0.022380037254333796	CCL2,CCL3,CCL4,CCL5,CCL8,CCL18,CCL19,CCL21,CXCL9,CXCL10,CXCL11,CXCL13
GSE131907	P0019	4361	222	316	430	0	0.09860123824810824	0.09860123824810824	0.07246044485209814	malignant	True	1.0880138573307998	73.87387387387388	310.41999379969457	1.3907389986019028	83.78378378378379	441.95388947753116	0.011903237978721561	0.687915615684476	0.1814586264423277	9.218069250171979	0.013114754098360656	12	0.03497042435506597	CCL2,CCL3,CCL4,CCL5,CCL8,CCL18,CCL19,CCL21,CXCL9,CXCL10,CXCL11,CXCL13
GSE131907	P0020	4021	434	526	53	0	0.013180800795821936	0.013180800795821936	0.13081323053966676	malignant	True	2.0950575374043523	90.78341013824884	1019.4651264194647	1.8149074928166447	89.86175115207374	704.53666033645	0.2914824713320425	11.091768216861478	0.034754741485646	1.7905993533946778	0.17151411462788707	12	1.0111383959024474	CCL2,CCL3,CCL4,CCL5,CCL8,CCL18,CCL19,CCL21,CXCL9,CXCL10,CXCL11,CXCL13
GSE131907	P0025	4374	223	226	1707	0	0.39026063100137176	0.39026063100137176	0.051668952903520804	malignant	True	1.5919488728112394	84.30493273542601	537.2825476812677	1.381815598738439	79.82062780269058	461.5512933414318	0.01921315769373181	0.9602194787379973	0.6291989549033064	31.344307270233195	0.018421052631578946	12	-0.3683207255517837	CCL2,CCL3,CCL4,CCL5,CCL8,CCL18,CCL19,CCL21,CXCL9,CXCL10,CXCL11,CXCL13
GSE131907	P0028	4705	984	1228	586	0	0.12454835281615304	0.12454835281615304	0.2609989373007439	malignant	True	1.8777235259019032	94.41056910569105	752.0010399645292	2.0264309741682096	95.83333333333334	792.5501156488913	0.10743592669400864	4.399574920297556	0.09187314668878888	4.420828905419767	0.10550458715596331	12	0.3484768358274147	CCL2,CCL3,CCL4,CCL5,CCL8,CCL18,CCL19,CCL21,CXCL9,CXCL10,CXCL11,CXCL13
GSE131907	P0030	4094	784	882	118	0	0.02882266731802638	0.02882266731802638	0.2154372252076209	malignant	True	1.4776240212300582	78.06122448979592	554.3159637718367	1.0103754331725459	62.62755102040817	310.325127544316	0.0011875416361301942	0.09770395701025891	0.035656705592243605	1.6609672691744015	0.0	12	-0.46180428065361295	CCL2,CCL3,CCL4,CCL5,CCL8,CCL18,CCL19,CCL21,CXCL9,CXCL10,CXCL11,CXCL13
GSE131907	P0031	5578	182	272	419	0	0.07511652922194335	0.07511652922194335	0.048762997490139834	malignant	True	1.3564704723205905	79.67032967032966	487.7161533800103	1.192048756494916	75.82417582417582	383.18421603585625	0.14104988684541306	5.611330225887415	0.0184128094862328	0.9860164933667981	0.07726638772663877	12	0.22806426712751052	CCL2,CCL3,CCL4,CCL5,CCL8,CCL18,CCL19,CCL21,CXCL9,CXCL10,CXCL11,CXCL13
