gene,spearman_rank,spearman_r,spearman_p,pearson_r,pearson_p,mean_log2_expr,pct_expressed,spearman_q,pearson_q,pearson_rank
MUC1,1,0.6505960339845773,2.7291068838597935e-36,0.6140449074579224,1.9158900801743863e-31,10.219672068965519,100.0,7.117510753106341e-33,2.4983206645473997e-28,1
CLDN7,2,0.6208286539140446,2.697712200449693e-32,0.45797220713416203,1.925536267328544e-16,10.934791379310349,100.0,3.5178167093863997e-29,1.1413178602711007e-14,32
KCNS1,3,0.6100673052964664,5.91627793465827e-31,0.6096073272395531,6.733333839063689e-31,5.9916062068965505,94.48275862068965,4.572394239731635e-28,5.853511550759366e-28,2
PROM1,4,0.6090021981482415,7.979961612505114e-31,0.47396269989720474,1.2009776587522428e-17,10.641592758620698,100.0,4.572394239731635e-28,9.491362830381362e-16,25
MST1R,5,0.6083936307078563,9.46304790664076e-31,0.5989422747113541,1.275138095966629e-29,5.814870689655169,100.0,4.572394239731635e-28,7.234188898699007e-27,3
GPR110,6,0.5967904742592988,2.2777895039218897e-29,0.5788316630783547,2.445530944985996e-27,6.962175172413795,98.27586206896551,8.48639289461184e-27,9.11134957789068e-25,6
EFNB2,7,0.5874099122093789,2.7168279386994083e-28,0.5986315963818415,1.3869227183088586e-29,9.47671517241379,100.0,8.856859080160072e-26,7.234188898699007e-27,4
EPHA1,8,0.5842146632601725,6.2062736569032265e-28,0.5739713799888472,8.25480976692429e-27,8.004149310344824,100.0,1.7984401885781794e-25,2.6910679840173182e-24,7
ITGB6,9,0.5573678014172749,4.539277015513118e-25,0.5803946065345283,1.6466219166481764e-27,9.882231724137936,100.0,1.0762213142234738e-22,7.157316597697408e-25,5
TPBG,10,0.5412322032363999,1.8085234453998345e-23,0.5458955522364842,6.36308831173721e-24,8.819370344827593,100.0,3.466514033906055e-21,1.3829111930842203e-21,10
GJB3,11,0.5411038235775771,1.8608587605323912e-23,0.48219863613916863,2.7155158607903526e-18,4.799815517241379,98.62068965517241,3.466514033906055e-21,2.3606884549804134e-16,23
ERBB2,12,0.5382627957598893,3.4876546847790004e-23,0.5242916073883915,7.035685092745783e-22,12.651193448275858,100.0,6.063868945269088e-21,1.2232711147920668e-19,13
CD9,13,0.5356034821029895,6.24560978120307e-23,0.482881637806567,2.3961881351378524e-18,11.582153103448272,100.0,1.0180343943361004e-20,2.1549167780825928e-16,22
EREG,14,0.5267395493069946,4.1979622163753337e-22,0.5297862859897786,2.194626563794369e-22,4.248723103448277,94.82758620689656,6.44016791782757e-20,4.4027585218274716e-20,11
EMP1,15,0.522975818275241,9.270515261043733e-22,0.491217319929255,5.088079066017935e-19,9.824331724137929,100.0,1.3431946556001142e-19,5.30788408166991e-17,19
NIPAL3,16,0.5217226794831076,1.204242231492934e-21,0.5279317725373401,3.259516968436615e-22,10.123151724137932,100.0,1.6529809156492483e-19,6.072014466916209e-20,12
PTPRU,17,0.5124386652676587,8.089620990865293e-21,0.42685967883142595,2.854838603697957e-14,9.222568620689657,100.0,1.0046538830560326e-18,1.0486505744287705e-12,52
MPZL2,18,0.5116723900123157,9.442347552678625e-21,0.46988129983581245,2.4724085110023298e-17,9.755028965517246,100.0,1.1193473826084477e-18,1.742713890998399e-15,28
GPM6B,19,0.5080038693323096,1.9689380112141726e-20,0.5193561324820698,1.9678286114775593e-21,6.052339310344828,100.0,2.2326044927158965e-18,3.018880599254985e-19,15
HRH1,20,0.5068648174171277,2.4691410403752434e-20,0.5136403685028922,6.3427306884896485e-21,9.115123448275861,100.0,2.683133263874431e-18,8.706232439779476e-19,16
TMPRSS6,21,0.5039446093399194,4.394609411773461e-20,0.5099666225066201,1.3303214806946445e-20,4.228916551724138,96.89655172413794,4.584456538362075e-18,1.6521325817388729e-18,17
KITLG,22,0.5030719959535518,5.2152129307732137e-20,0.5500214764353148,2.4908544631713654e-24,10.317707931034484,100.0,5.2312597397909774e-18,5.905589490864473e-22,9
TRIL,23,0.4996697856922096,1.0118936495240907e-19,0.519872722681733,1.7683743491209022e-21,7.605310000000001,100.0,9.425066564138674e-18,2.8824501890670705e-19,14
NTNG1,24,0.49859082857619846,1.2466854823140518e-19,0.4733729648267972,1.3338441658028239e-17,3.6091668965517267,91.37931034482759,1.1211571509913956e-17,1.0231369365922838e-15,26
GJA1,25,0.4983054450125914,1.3172639196492545e-19,0.47144362350081925,1.8774868144773818e-17,9.508053103448269,100.0,1.1451414341484185e-17,1.3601348922658367e-15,27
IL4R,26,0.4897648953142663,6.685563558166879e-19,0.5067935192107269,2.504306937671624e-20,10.37943206896552,100.0,5.4487342999060066e-17,2.8396663014989545e-18,18
PTTG1IP,27,0.4885508033270756,8.39134345214604e-19,0.4541161412501602,3.679765446256615e-16,13.307419310344837,100.0,6.631704158544507e-17,1.958536384456582e-14,35
TM4SF1,28,0.4882622928718644,8.85578082471448e-19,0.450888192382102,6.288615069559113e-16,10.566407586206896,100.0,6.792904820839813e-17,3.153982327194263e-14,38
DDR1,29,0.48789960600622173,9.475581370702194e-19,0.48310414136057617,2.300355500584976e-18,13.097156896551727,100.0,7.060661775654663e-17,2.1426168376877205e-16,21
SCNN1A,30,0.4875699452738583,1.0075796381271507e-18,0.5594452050117281,2.7833572614579336e-25,11.55080379310344,100.0,7.275498750517844e-17,7.25899573788229e-23,8
CD164L2,31,0.486062099954775,1.3332633057355192e-18,0.4347242972410395,8.464274932230162e-15,2.213070689655172,83.44827586206897,9.150396582521669e-17,3.5604562940735904e-13,44
IGSF5,32,0.48585553035250195,1.3852654555214296e-18,0.48946458931064163,7.072719191734632e-19,2.5185375862068957,92.41379310344827,9.263518738461252e-17,7.094481404632276e-17,20
MFSD6L,33,0.4849411908297458,1.6404025680075803e-18,0.42635990941874896,3.08086528428827e-14,2.069455517241379,93.44827586206897,1.0695424743409424e-16,1.1006707755375079e-12,54
SLC8A2,34,0.4818840194815278,2.8763296403260523e-18,0.45362284212258214,3.9952739830710433e-16,2.866091724137931,93.44827586206897,1.8296262687732548e-16,2.083934909569856e-14,36
ECE1,35,0.4757409003775006,8.741701538968435e-18,0.4618232938798734,1.0001814320659701e-16,11.2869724137931,100.0,5.181444912188563e-16,6.318641754917602e-15,29
UPK1B,36,0.4660839119135196,4.798967160290198e-17,0.4530067346772845,4.426761847878155e-16,7.475815172413791,98.27586206896551,2.7208057291384425e-15,2.2637244900522017e-14,37
