config	split	radius_um	sdm_l_um	pair_id	ligand	family	endpoint	n_fov	n_slides	median_hi	median_lo	median_delta	fold	n_pos	n_neg	p	n_patients	n_patients_pos	n_patients_neg
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	APP|CD74	APP	other	expr	184.0	8	0.3500765957253503	0.18279313982254794	0.1221694860157057	1.9151517177570119	7	1	0.015625	5	4	1
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	APP|CD74	APP	other	sdm_prox	184.0	8	0.16034925954689588	0.1455523499229595	0.034422645695265375	1.1016603966323342	7	1	0.078125	5	4	1
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	APP|CD74	APP	other	sdm_geom	184.0	8	0.08164904159257498	0.006938176432702628	0.09517200021870412	11.768083787510465	7	1	0.0546875	5	5	0
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	APP|CD74	APP	other	commot	184.0	8	0.024564768082650502	0.016428079438703693	0.005330957165063077	1.4952915326655407	7	1	0.0234375	5	4	1
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	APP|CD74	APP	other	commot_supply	184.0	8	0.13183012753034476	0.10769403640635361	-0.0005715395299815719	1.2241172485440168	4	4	0.84375	5	3	2
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	APP|CD74	APP	other	commot_frac_pos	184.0	8	0.28633425672878743	0.12703300545338128	0.1661497638388877	2.25401466104702	8	0	0.0078125	5	5	0
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CCL5|CCR5	CCL5	chemokine	expr	184.0	8	0.049266495345052966	0.06987908328018436	-0.016016897059426227	0.7050249235170417	0	8	0.0078125	5	0	5
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CCL5|CCR5	CCL5	chemokine	sdm_prox	184.0	8	0.04158253967433595	0.07051547319775783	-0.04990512459435508	0.5896938329793147	1	7	0.0390625	5	1	4
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CCL5|CCR5	CCL5	chemokine	sdm_geom	184.0	8	0.04801912104399686	0.09863613398018112	-0.05168964861162711	0.48683093209680445	1	7	0.0390625	5	1	4
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CCL5|CCR5	CCL5	chemokine	commot	184.0	8	0.0015102392896795686	0.0024014969564779077	-0.0007245646162794355	0.6288741218704359	2	6	0.1953125	5	0	5
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CCL5|CCR5	CCL5	chemokine	commot_supply	184.0	8	0.03775881464690522	0.03317103861815667	-0.011064231145402328	1.1383066741310102	3	5	0.546875	5	2	3
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CCL5|CCR5	CCL5	chemokine	commot_frac_pos	184.0	8	0.013061023034587078	0.014085210625957061	0.0002337659588793374	0.927286313384441	4	4	0.9453125	5	2	3
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CD274|PDCD1	CD274	barrier	expr	184.0	8	0.04297060889644576	0.05810487215767955	-0.004159759835171861	0.7395353831918974	4	4	0.4609375	5	3	2
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CD274|PDCD1	CD274	barrier	sdm_prox	184.0	8	0.054008613687999404	0.022399975924426968	0.05058254694571309	2.411101416814627	5	3	0.1484375	5	4	1
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CD274|PDCD1	CD274	barrier	sdm_geom	184.0	8	0.08700420601916684	0.033106111760600326	0.09381930727915974	2.6280406061671906	5	3	0.1953125	5	3	2
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CD274|PDCD1	CD274	barrier	commot	184.0	8	0.0022014275860554496	0.0032428727227835404	-0.0005341085276927199	0.6788510602308931	2	6	0.25	5	2	3
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CD274|PDCD1	CD274	barrier	commot_supply	184.0	8	0.04929935814018532	0.046084849713526846	-0.004319934975850323	1.0697519563726592	3	5	0.84375	5	2	3
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CD274|PDCD1	CD274	barrier	commot_frac_pos	184.0	8	0.011422733990988091	0.009268466281035018	0.0002641528194610057	1.232429794167898	4	4	0.3828125	5	3	2
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CDH1|CDH1	CDH1	barrier	expr	184.0	8	0.25799344948965663	0.13580923400374	0.10255316914657131	1.8996753157635204	7	1	0.015625	5	5	0
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CDH1|CDH1	CDH1	barrier	sdm_prox	184.0	8	0.06089756423912725	0.0395735132004013	0.012626051172356306	1.538846549477182	6	2	0.078125	5	4	1
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CDH1|CDH1	CDH1	barrier	sdm_geom	184.0	8	-0.013491537993143636	-0.006344025372058231	-0.0024769345139996155		4	4	0.7421875	5	2	3
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CDH1|CDH1	CDH1	barrier	commot	184.0	8	0.00013563154392382226	0.0001632383822637041	4.349362272409197e-05	0.83088022585715	5	3	0.546875	5	3	2
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CDH1|CDH1	CDH1	barrier	commot_supply	184.0	8	0.000784790804215117	0.0007800228460667816	-9.82255514038336e-05	1.0061125878201869	3	5	0.84375	5	2	3
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CDH1|CDH1	CDH1	barrier	commot_frac_pos	184.0	8	0.0408805476158044	0.020627584571884745	0.019810217093348216	1.9818388078032316	8	0	0.0078125	5	5	0
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CDH1|ITGA2_ITGB1	CDH1	barrier	expr	184.0	8	0.25799344948965663	0.13580923400374	0.10255316914657131	1.8996753157635204	7	1	0.015625	5	5	0
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CDH1|ITGA2_ITGB1	CDH1	barrier	sdm_prox	184.0	8	0.07352672791535786	0.0404562617391738	0.04394794770503968	1.8174375178159856	6	2	0.0546875	5	5	0
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CDH1|ITGA2_ITGB1	CDH1	barrier	sdm_geom	184.0	8	0.035850247154737	0.009485871185078881	0.04506174136579917	3.77933101296261	5	3	0.1953125	5	3	2
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CDH1|ITGA2_ITGB1	CDH1	barrier	commot	184.0	8	0.0021012592365914125	0.001058864213696096	0.0008619033775878598	1.9844463618774197	7	1	0.015625	5	5	0
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CDH1|ITGA2_ITGB1	CDH1	barrier	commot_supply	184.0	8	0.008640836820330015	0.010154306306623602	0.0017625754612413265	0.8509529414819446	5	3	0.4609375	5	4	1
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CDH1|ITGA2_ITGB1	CDH1	barrier	commot_frac_pos	184.0	8	0.033796199890399246	0.0124213074362839	0.019607006145066025	2.7208246848215922	8	0	0.0078125	5	5	0
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CXCL10|CXCR3	CXCL10	chemokine	expr	184.0	8	0.06109519707056949	0.0687888907770324	-0.004962110199604661	0.8881549968380691	3	5	0.84375	5	1	4
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CXCL10|CXCR3	CXCL10	chemokine	sdm_prox	184.0	8	0.07433969934024989	0.03521048424081231	-0.00707184442465324	2.111294432414624	3	5	0.7421875	5	2	3
immune_cold_tertile_40um_g50	tertile	40.0	20.535136497524118	CXCL10|CXCR3	CXCL10	chemokine	sdm_geom	184.0	8	0.1413152418316913	0.0372375365033422	0.03175199454288019	3.7949675274304937	6	2	0.078125	5	5	0
