tf	target	axis	resource	confidence	effect	reference	note
STAT1	CCL11	IFN	CollecTRI		Repression	CollecTRI:14733929;CollecTRI2:14733929;CollecTRI2:11884466	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CCL19	IFN	CollecTRI		Activation	CollecTRI2:29061766;CollecTRI2:17182562;CollecTRI:17182562	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CCL2	IFN	CollecTRI		Activation	CollecTRI:12488502;CollecTRI2:12388243;CollecTRI2:17255531;CollecTRI2:37237244;CollecTRI2:26003840;CollecTRI2:16046307;CollecTRI2:23542035;TRRUST:12388243;CollecTRI2:34724561;CollecTRI2:24760883;CollecTRI2:25847994;CollecTRI2:24451065;CollecTRI2:22558273;CollecTRI2:28391993;CollecTRI2:17167270;Colle	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CCL3	IFN	CollecTRI		Activation	CollecTRI2:16628196;CollecTRI:16628196;TRRUST:16628196;CollecTRI2:36630565;CollecTRI2:26003840;CollecTRI2:27258786;CollecTRI2:23431040;DoRothEA:16628196	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CCL5	IFN	CollecTRI		Activation	CollecTRI2:35418466;CollecTRI2:28989066;CollecTRI2:18240103;CollecTRI:11821046;CollecTRI:27109100;CollecTRI2:19380831;CollecTRI2:27109100;CollecTRI2:20067109;CollecTRI2:32494661;CollecTRI2:11821046;CollecTRI2:22427642;DoRothEA:11821046;CollecTRI2:33333124;CollecTRI2:28774718;CollecTRI2:27258786;Coll	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CCL8	IFN	CollecTRI		Activation	CollecTRI2:10415057;CollecTRI2:28391993;CollecTRI2:12421970;CollecTRI:18981157;CollecTRI2:18981157	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CCN2	IFN	CollecTRI		Repression	CollecTRI2:17116388;CollecTRI:17116388;CollecTRI2:22814105;CollecTRI2:22180355;CollecTRI2:21816755	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CCND1	IFN	CollecTRI		Activation	CollecTRI2:21084836;CollecTRI2:26617467;CollecTRI2:35022996;CollecTRI2:25438156;CollecTRI2:29079187;CollecTRI:21084836;CollecTRI2:12963127;CollecTRI2:37456256;CollecTRI2:17981761;CollecTRI2:27499259;CollecTRI2:23123471;CollecTRI2:23950841	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CCR1	IFN	CollecTRI		Activation	TRRUST:16628196;CollecTRI:16628196;DoRothEA:16628196;CollecTRI2:16628196	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CD14	IFN	CollecTRI		Activation	CollecTRI2:15944287;CollecTRI2:27191968;CollecTRI:15944287	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CD200	IFN	CollecTRI		Activation	CollecTRI:19386363;CollecTRI2:19386363	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CD22	IFN	CollecTRI		Activation	CollecTRI:12855573;DoRothEA:12855573;CollecTRI2:12855573;TRRUST:12855573	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CD274	IFN	CollecTRI		Activation	CollecTRI2:28612255;CollecTRI2:31310587;CollecTRI2:36056297;CollecTRI2:30425059;CollecTRI2:35456965;CollecTRI2:35595823;CollecTRI2:25465101;CollecTRI2:30269996;CollecTRI2:30035369;CollecTRI2:34522232;CollecTRI2:36931170;CollecTRI2:33171124;CollecTRI2:27378243;CollecTRI2:34445462;CollecTRI2:35196085;	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CD36	IFN	CollecTRI		Activation	CollecTRI:17533179;CollecTRI2:17533179	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CD40	IFN	CollecTRI		Activation	TRRUST:15182726;CollecTRI2:12426205;CollecTRI2:11781233;CollecTRI:15182726;CollecTRI:20006573;CollecTRI:10403401;CollecTRI:17660512;CollecTRI2:15182726;CollecTRI:16020513;CollecTRI2:10823830;CollecTRI:10823830;CollecTRI2:12754213;CollecTRI:16571771;CollecTRI2:30878028;CollecTRI2:14764699;CollecTRI:1	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CD40LG	IFN	CollecTRI		Activation	CollecTRI:12855573;DoRothEA:12855573;CollecTRI2:12855573;TRRUST:12855573	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CD69	IFN	CollecTRI		Activation	CollecTRI2:11306980;CollecTRI:11306980;CollecTRI2:31709529	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CD79A	IFN	CollecTRI		Activation	CollecTRI:20016942	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CD86	IFN	CollecTRI		Activation	CollecTRI2:12759242;CollecTRI2:17503042;CollecTRI2:10773351;HTRIdb:10773351;PAZAR:10773351;TRRUST:10773351;CollecTRI2:14764699;CollecTRI:10773351	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CDK8	IFN	CollecTRI		Activation	CollecTRI:23352233	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CDKN1A	IFN	CollecTRI		Activation	CollecTRI2:12705898;CollecTRI2:16567182;CollecTRI2:12058171;CollecTRI2:36154299;CollecTRI2:10023678;CollecTRI2:20738848;CollecTRI2:10825242;CollecTRI:11162600;CollecTRI2:12162406;CollecTRI2:21871555;CollecTRI2:21084836;CollecTRI:21307941;CollecTRI2:15073186;CollecTRI2:22797886;CollecTRI2:22262126;Co	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CDKN1B	IFN	CollecTRI		Activation	CollecTRI2:21084836;CollecTRI:20407011;CollecTRI2:20407011;CollecTRI:18941537;CollecTRI2:18941537;CollecTRI2:12637327;CollecTRI2:20738848;CollecTRI2:19502801;PAZAR:17558387	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CEBPD	IFN	CollecTRI		Activation	CollecTRI:15930175;CollecTRI2:15284232;CollecTRI2:15930175	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CEBPE	IFN	CollecTRI		Activation	CollecTRI:16918696;TRRUST:16918696;DoRothEA:16918696;CollecTRI2:16918696	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CFH	IFN	CollecTRI		Activation	CollecTRI:17558024;CollecTRI2:17558024	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CFTR	IFN	CollecTRI		Activation	CollecTRI2:16051699;DoRothEA:19061877;CollecTRI:19061877;TRRUST:19061877;CollecTRI2:19061877	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CH25H	IFN	CollecTRI		Activation	CollecTRI2:31375561;CollecTRI2:24069554;CollecTRI2:23273843;CollecTRI:20699362;CollecTRI2:25903345;CollecTRI2:20699362;CollecTRI2:35095845	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CHAT	IFN	CollecTRI		Activation	CollecTRI:12425940;TRRUST:12425940;DoRothEA:12425940;CollecTRI2:12425940	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CIITA	IFN	CollecTRI		Activation	CollecTRI2:17395590;TRRUST:11464288;CollecTRI:8759739;CollecTRI:10202014;CollecTRI:10652022;CollecTRI:12847226;CollecTRI:9551976;CollecTRI2:12847226;CollecTRI:21576360;CollecTRI2:30574148;CollecTRI2:32887413;CollecTRI2:11397960;CollecTRI:9858567;CollecTRI2:9551976;SIGNOR:21576360;CollecTRI2:25765819	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CLIC2	IFN	CollecTRI		Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CLU	IFN	CollecTRI		Activation	CollecTRI2:26399194;CollecTRI2:18025278;CollecTRI:16652143;CollecTRI2:16652143	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CNTF	IFN	CollecTRI		Activation	CollecTRI:8699527	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	COL1A2	IFN	CollecTRI		Activation	CollecTRI2:14512876;CollecTRI:11134049;CollecTRI2:11134049	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	COL2A1	IFN	CollecTRI		Activation	CollecTRI2:12223098;CollecTRI:12223098	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	COPS5	IFN	CollecTRI		Activation	CollecTRI:21935931;CollecTRI2:21935931	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CREBBP	IFN	CollecTRI		Activation	CollecTRI:12403783	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CREM	IFN	CollecTRI		Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CSF1	IFN	CollecTRI		Activation	CollecTRI:22951020;CollecTRI2:22951020;CollecTRI2:24796276;HTRIdb:15624698;PAZAR:15624698;CollecTRI2:15624698;ORegAnno:22951020;CollecTRI2:24975396;CollecTRI:15624698	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CSN2	IFN	CollecTRI		Activation	CollecTRI:10358045;CollecTRI2:9231797;CollecTRI2:10358045;CollecTRI:8830676;CollecTRI:9231797;CollecTRI2:11694320;CollecTRI:9195960;CollecTRI2:8830676;CollecTRI2:9195960	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CSNK2A2	IFN	CollecTRI		Activation	CollecTRI:17255531	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CTSB	IFN	CollecTRI		Activation	TRRUST:11556541;DoRothEA:11556541;CollecTRI:11556541;CollecTRI2:11556541	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CTSL	IFN	CollecTRI		Activation	TRRUST:11556541;DoRothEA:11556541;CollecTRI:11556541;CollecTRI2:11556541	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CX3CL1	IFN	CollecTRI		Activation	CollecTRI2:22096344;CollecTRI:25040843;CollecTRI2:21256458;CollecTRI2:23086480;CollecTRI2:32717023;CollecTRI2:25375377;CollecTRI2:25040843	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CXCL10	IFN	CollecTRI		Activation	CollecTRI:9858321;CollecTRI:19136629;CollecTRI:15006601;CollecTRI:23740952;CollecTRI2:25930096;CollecTRI2:17085967;CollecTRI2:17390082;CollecTRI2:31876388;CollecTRI2:19380831;CollecTRI2:22132894;CollecTRI2:28262979;CollecTRI:23153456;CollecTRI2:28421993;CollecTRI2:32494661;CollecTRI2:20585034;Collec	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CXCL11	IFN	CollecTRI		Activation	CollecTRI2:24725474;CollecTRI2:15107417;CollecTRI2:28472186;CollecTRI2:23564506;CollecTRI2:26199110;CollecTRI2:17202361;CollecTRI2:17255201;CollecTRI2:29768212;CollecTRI2:23452095;CollecTRI2:15851567;CollecTRI2:28122962;CollecTRI2:17274000;CollecTRI2:8798467;CollecTRI2:27917296;CollecTRI:17202361;Co	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CXCL8	IFN	CollecTRI		Activation	CollecTRI2:18370868;CollecTRI2:28989066;CollecTRI2:19437244;CollecTRI2:20035788;CollecTRI:15057743;CollecTRI2:21659765;CollecTRI2:34626802;CollecTRI2:37151134;CollecTRI:18370868;CollecTRI2:35152527;CollecTRI2:22618201;CollecTRI2:16306601;CollecTRI2:28977795;CollecTRI:2606351;CollecTRI2:28074916;Coll	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	CXCL9	IFN	CollecTRI		Activation	CollecTRI2:15128840;CollecTRI2:23843024;CollecTRI2:12403783;CollecTRI2:17255201;CollecTRI2:28122962;CollecTRI:19136629;CollecTRI2:27966526;CollecTRI2:24725474;CollecTRI2:15064234;CollecTRI2:16571725;CollecTRI2:9786931;CollecTRI2:26199110;CollecTRI2:36917954;CollecTRI2:27617644;CollecTRI2:27647830;Co	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	DCLRE1C	IFN	CollecTRI		Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	DDX50	IFN	CollecTRI		Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	DEFB4B	IFN	CollecTRI		Activation	CollecTRI2:18556347;CollecTRI2:17928537;CollecTRI2:18389480;CollecTRI2:17617590;CollecTRI2:25312644;CollecTRI:17928537;CollecTRI2:35537286	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	DIMT1	IFN	CollecTRI		Activation	CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	EARS2	IFN	CollecTRI		Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	EDEM2	IFN	CollecTRI		Activation	CollecTRI:19122651;CollecTRI:22951020;DoRothEA:22951020;CollecTRI2:22951020;CollecTRI2:19122651;ORegAnno:22951020	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	EDN1	IFN	CollecTRI		Activation	TRRUST:20217138;CollecTRI2:20217138;CollecTRI2:14500749;DoRothEA:20217138;CollecTRI:20217138	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	EGFR	IFN	CollecTRI		Activation	CollecTRI:10558875;CollecTRI2:30250119;CollecTRI:22693070;CollecTRI2:28776259;CollecTRI2:22693070;TRRUST:22693070;CollecTRI2:10558875;TRRUST:10558875;CollecTRI2:35306855	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	EGLN3	IFN	CollecTRI		Activation	CollecTRI2:17558387;CollecTRI2:19574556;CollecTRI:17558387;CollecTRI:19574556;PAZAR:17558387	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	EIF2AK2	IFN	CollecTRI		Activation	PAZAR:12396729;CollecTRI2:12954221;CollecTRI2:22661095;CollecTRI2:17508007;CollecTRI2:11162614;CollecTRI2:18220274;CollecTRI2:12396729;CollecTRI2:24166946;CollecTRI2:24877694;CollecTRI2:20035788;CollecTRI2:26061044;CollecTRI:12396729;CollecTRI2:21028968;CollecTRI2:19857525;CollecTRI2:16339759	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	ELP3	IFN	CollecTRI		Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	ESR1	IFN	CollecTRI		Activation	CollecTRI2:30334368;CollecTRI2:20526365;CollecTRI:20526365	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	ETV7	IFN	CollecTRI		Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	FAS	IFN	CollecTRI		Activation	CollecTRI2:17962369;CollecTRI2:16317104;CollecTRI2:25093391;CollecTRI2:14602726;DoRothEA:16317104;CollecTRI2:19553685;CollecTRI:19262492;CollecTRI:22805310;CollecTRI2:9661898;CollecTRI2:12064832;CollecTRI2:17075845;CollecTRI:11309387;CollecTRI:16317104;CollecTRI2:22805310;CollecTRI2:16204068;CollecT	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	FASLG	IFN	CollecTRI		Activation	CollecTRI2:11309387;CollecTRI:11309387;CollecTRI2:9661898	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	FBXO5	IFN	CollecTRI		Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	FCGR1A	IFN	CollecTRI		Activation	CollecTRI2:35637282;CollecTRI2:9278334;PAZAR:8483949;CollecTRI2:7995951;CollecTRI:16516295;TRRUST:14734612;CollecTRI2:12130529;CollecTRI2:10383940;CollecTRI2:10433370;CollecTRI2:11257077;CollecTRI:8483949;CollecTRI2:9748323;CollecTRI2:16516295;CollecTRI:14734612;CollecTRI2:8483949;CollecTRI:12130529	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	FCGRT	IFN	CollecTRI		Repression	TRRUST:18566411;CollecTRI:18566411;HTRIdb:18566411;DoRothEA:18566411;CollecTRI2:18566411	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	FGF2	IFN	CollecTRI		Activation	TRRUST:23086340;CollecTRI2:11971185;DoRothEA:23086340;CollecTRI2:23553658;CollecTRI:16494848;CollecTRI2:23086340;CollecTRI:23086340;CollecTRI:19556344	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	FGFR1	IFN	CollecTRI		Activation	CollecTRI2:15073186;CollecTRI:22002246	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	FGFR3	IFN	CollecTRI		Repression	CollecTRI2:15073186;DoRothEA:16410555;CollecTRI:16410555;TRRUST:16410555;CollecTRI2:16410555	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	FGL2	IFN	CollecTRI		Activation	CollecTRI:16709865;CollecTRI2:16709865	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	FOS	IFN	CollecTRI		Activation	CollecTRI2:8770944;HTRIdb:8770944;CollecTRI2:26255980;CollecTRI2:26351076;CollecTRI:7507205;PAZAR:7507205;CollecTRI2:17558387;CollecTRI2:11278738;CollecTRI:17558387;CollecTRI2:30061878;CollecTRI:8874187;CollecTRI2:12195235;CollecTRI2:19620301;PAZAR:17558387;CollecTRI2:16781847;CollecTRI:7510676;Coll	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	FOXO3	IFN	CollecTRI		Activation	CollecTRI:17558024	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	FOXP3	IFN	CollecTRI		Activation	CollecTRI2:24725474;CollecTRI:19124747;CollecTRI2:36044789;CollecTRI2:21893603;TRRUST:19124747;CollecTRI2:19124747;CollecTRI2:31801817	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	FSCN1	IFN	CollecTRI		Activation	CollecTRI:20098684	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	GADD45A	IFN	CollecTRI		Activation	CollecTRI:24894488;CollecTRI2:24894488;CollecTRI2:22262126	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	GAST	IFN	CollecTRI		Activation	CollecTRI2:9865492;CollecTRI:15055356;CollecTRI2:20949125;CollecTRI:19917672;CollecTRI:17427945;CollecTRI:20568281;CollecTRI:9491997;CollecTRI2:20568281;DoRothEA:20568281;TRRUST:20949125;TRRUST:20568281;CollecTRI2:14735146;CollecTRI2:21903635;CollecTRI:12482935;CollecTRI2:22038826;CollecTRI2:9491997	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	GATA3	IFN	CollecTRI		Activation	CollecTRI2:14657353;CollecTRI:19124715	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	GBP1	IFN	CollecTRI		Activation	CollecTRI2:1281555;CollecTRI2:29417241;CollecTRI:1281555;CollecTRI2:17558387;PAZAR:1281555;CollecTRI:17558387;CollecTRI:7823961;CollecTRI2:23558133;CollecTRI2:7823961;PAZAR:17558387;CollecTRI2:15761017	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	GBP2	IFN	CollecTRI		Activation	CollecTRI:17293456;CollecTRI2:19582813;CollecTRI2:7823961;CollecTRI2:17293456;CollecTRI2:36660930;CollecTRI2:30574148;CollecTRI2:34418997;CollecTRI2:16689660	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	GFI1	IFN	CollecTRI		Activation	CollecTRI2:19505891;CollecTRI:19505891	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	GLS	IFN	CollecTRI		Activation	CollecTRI:22479354;CollecTRI:24086752;CollecTRI2:24086752;DoRothEA:22479354;TRRUST:22479354;CollecTRI2:28571744;CollecTRI2:31948748;CollecTRI2:22479354	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	GPR146	IFN	CollecTRI		Activation	CollecTRI2:28464285;CollecTRI:28464285	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	GREB1	IFN	CollecTRI		Activation	CollecTRI:25303530;CollecTRI2:25303530	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	GSTK1	IFN	CollecTRI		Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	HAMP	IFN	CollecTRI		Activation	CollecTRI2:19652026;CollecTRI:19652026;CollecTRI2:21810240	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	HDAC7	IFN	CollecTRI		Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	HLA-A	IFN	CollecTRI		Activation	CollecTRI2:19439556;CollecTRI:9396771;CollecTRI:19439556;CollecTRI2:9396771;CollecTRI2:25972070	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	HLA-E	IFN	CollecTRI		Activation	CollecTRI2:8702722;PAZAR:8702722;CollecTRI:19122651;CollecTRI:17579067;CollecTRI2:34758826;CollecTRI2:11137213;CollecTRI2:38007483;TRRUST:11137213;CollecTRI2:19122651;CollecTRI:11137213;CollecTRI:8702722;HTRIdb:8702722;CollecTRI2:38149913;CollecTRI:9858567	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	HMGB1	IFN	CollecTRI		Activation	CollecTRI2:37943488;CollecTRI2:17172981;CollecTRI2:23407880;CollecTRI2:37284446;CollecTRI2:36643029;CollecTRI2:21069420;CollecTRI2:19201901;CollecTRI:17172981;CollecTRI2:38026444;CollecTRI2:20442692;CollecTRI2:26607068	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	HMOX1	IFN	CollecTRI		Activation	DoRothEA:19129475;CollecTRI2:22717332;CollecTRI2:19129475;TRRUST:19129475;CollecTRI:19129475	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	HSP90AA1	IFN	CollecTRI		Repression	CollecTRI2:21079652;DoRothEA:12940076;TRRUST:12940076;CollecTRI2:9880553;CollecTRI:12940076;CollecTRI2:28289734;CollecTRI2:17427945;CollecTRI2:12940076;CollecTRI:10440232;CollecTRI:9880553;CollecTRI:21430289;CollecTRI2:10440232	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	HSP90AA2P	IFN	CollecTRI		Activation	CollecTRI:12940076;CollecTRI2:17427945;CollecTRI2:12940076;CollecTRI:17427945	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	HSP90B2P	IFN	CollecTRI		Activation	CollecTRI:12349944;CollecTRI2:10440232	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	HSPA4	IFN	CollecTRI		Activation	CollecTRI2:9880553;CollecTRI2:10440232;CollecTRI:10440232;CollecTRI:9880553	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	HSPB1	IFN	CollecTRI		Activation	CollecTRI2:12917439;CollecTRI:12917439;CollecTRI2:20624457	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	HSPG2	IFN	CollecTRI		Activation	CollecTRI2:9468523;CollecTRI:9468523	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	HTRA1	IFN	CollecTRI		Activation	CollecTRI:24907345;CollecTRI2:24907345	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	ICAM1	IFN	CollecTRI		Activation	CollecTRI2:12759242;CollecTRI2:12044887;CollecTRI:19122651;HTRIdb:7957928;CollecTRI2:7957928;CollecTRI2:10225979;CollecTRI2:25267067;PAZAR:9990314;CollecTRI2:12651068;CollecTRI2:21659765;CollecTRI2:9888295;CollecTRI:11278281;CollecTRI:7957928;ORegAnno:22951020;CollecTRI2:32717023;CollecTRI2:9990314;	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	IDO1	IFN	CollecTRI		Activation	CollecTRI2:30619249;CollecTRI2:35752438;CollecTRI2:23291179;CollecTRI2:23042548;CollecTRI2:17229401;CollecTRI2:35157906;CollecTRI2:31904843;CollecTRI2:19075017;CollecTRI2:30055888;CollecTRI:7553221;CollecTRI2:10926204;CollecTRI2:23741252;CollecTRI2:15711557;CollecTRI2:27246365;CollecTRI2:29249666;Co	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	IFI27	IFN	CollecTRI		Activation	CollecTRI2:21871555;CollecTRI2:12356687;CollecTRI:12356687;CollecTRI2:21185374;CollecTRI2:18329281;CollecTRI2:19502801;CollecTRI2:27499259	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	IFI30	IFN	CollecTRI		Activation	CollecTRI2:33893096;CollecTRI2:21039465;CollecTRI2:15240658;CollecTRI:21039465	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	IFI35	IFN	CollecTRI		Activation	CollecTRI:22951020;DoRothEA:22951020;CollecTRI2:22951020;CollecTRI2:37380972;ORegAnno:22951020	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	IFI6	IFN	CollecTRI		Activation	CollecTRI2:3359997;CollecTRI:3359997;PAZAR:3359997	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	IFIT1	IFN	CollecTRI		Activation	CollecTRI2:24725474;CollecTRI2:28069426;CollecTRI2:28677808;CollecTRI2:11991981;CollecTRI2:21185374;CollecTRI2:27063510;CollecTRI:11991981;CollecTRI2:25930096;CollecTRI2:38065246;PAZAR:11991981;CollecTRI2:25591911;CollecTRI2:32541772	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	IFIT2	IFN	CollecTRI		Activation	CollecTRI2:14600148;CollecTRI2:37327858;CollecTRI2:38065246;CollecTRI2:22065572;CollecTRI2:29358655;CollecTRI:15194680;CollecTRI2:34418997;CollecTRI2:15194680	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	IFIT3	IFN	CollecTRI		Activation	CollecTRI2:17050680;CollecTRI2:17933493;CollecTRI2:18067071;CollecTRI2:21056555;CollecTRI2:20403236;CollecTRI:17933493;CollecTRI2:25650658;CollecTRI2:34622927;DoRothEA:17050680;CollecTRI:21056555;CollecTRI2:28471454;CollecTRI2:34418997;CollecTRI:17050680;TRRUST:17050680	CollecTRI via OmniPath; not a lung ChIP peak
