rank_source	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
scrna_GSE179501_tacstd2_hi_lo	prerank	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.5602221177261516	2.3396703204655953	0.0	0.0	0.0	73/146	26.92%	Atp1b1;Gpx4;Ndufa4;Uqcr11;Oat;Cox6c;Fdx1;Cyb5r3;Ndufa7;Hsd17b10;Ndufc2;Cox7a2;Atp6v1g1;Ldha;Timm8b;Ldhb;Acaa2;Uqcrq;Ndufab1;Por;Ndufb2;Etfb;Echs1;Suclg1;Uqcrb;Timm13;Ndufc1;Idh2;Ndufa3;Cox6b1;Ndufa2;Ndufs6;Ndufs7;Ndufb5;Ndufa5;Ndufb6;Eci1;Slc25a4;Aco2;Uqcr10;Uqcrc2;Atp6v1e1;Cyc1;Alas1;Hspa9;Cox7b;Ndufb3;Cox4i1;Timm17a;Acaa1a;Mgst3;Cyb5a;Cox8a;Pdha1;Mdh1;Acadvl;Polr2f;Mrps12;Cox7c;Hadha;Cox6a1;Sucla2;Aifm1;Mrpl34;Ndufs2;Ndufs3;Uqcrh;Bax;Ogdh;Ndufv2;Slc25a3;Mtx2;Bckdha
scrna_GSE179501_tacstd2_hi_lo	prerank	HALLMARK_PEROXISOME	0.4908513998731108	1.692144725065932	0.004347826086956522	0.06084283809805955	0.05	23/51	19.74%	Acsl4;Acsl5;Sod1;Abcd3;Cadm1;Scp2;Hras;Sema3c;Gnpat;Prdx1;Elovl5;Idh2;Cat;Fis1;Acox1;Slc25a4;Tspo;Atxn1;Sod2;Acaa1a;Slc23a2;Fdps;Dhrs3
scrna_GSE179501_tacstd2_hi_lo	prerank	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.4522611335403242	1.6651925695378793	0.0	0.05663358514787933	0.069	27/77	11.30%	Krt18;Cldn7;Krt8;Muc1;Areg;Abca3;Fasn;Scnn1a;Krt19;Clic3;Hes1;Gja1;Wwc1;Abhd2;Ccnd1;Tob1;Slc26a2;Fkbp4;Nav2;Elovl5;Tmem164;Dlc1;Mindy1;Dynlt3;Chpt1;Fos;Myof
scrna_GSE179501_tacstd2_hi_lo	prerank	HALLMARK_ADIPOGENESIS	0.4030804199018727	1.601984244685353	0.0	0.08093245445119242	0.129	45/119	17.92%	Chchd10;Gpx4;Uqcr11;Col4a1;Aldh2;Me1;Cd36;Tst;Sod1;Acly;Scp2;Acadl;Tob1;Agpat3;Acaa2;Aplp2;Rnf11;Uqcrq;Ndufab1;Por;Cd151;Ddt;Etfb;Cavin1;Echs1;Suclg1;Cat;Ndufa5;Hadh;Slc1a5;Acox1;Mtch2;Aco2;Uqcr10;Cyc1;Cox7b;Dram2;Pfkl;Ppm1b;Ubqln1;Mgst3;Slc25a1;Dnajc15;Cox8a;Dnajb9
scrna_GSE179501_tacstd2_hi_lo	prerank	GOCC_GAP_JUNCTION	0.8377602999671526	1.5661193821543509	0.023923444976076555	0.09321581987853651	0.178	3/5	8.28%	Gja1;Tjp2;Tjp1
scrna_GSE179501_tacstd2_hi_lo	prerank	HALLMARK_PROTEIN_SECRETION	0.4156445251743623	1.5119414786044802	0.005	0.1266602478645139	0.274	24/73	21.36%	Krt18;Cd63;Tspan8;Atp1a1;Sod1;Sgms1;Gnas;Scamp1;Rab9;Pam;Lman1;Sec22b;Ctsc;Bnip3;Tmed10;Ap1g1;Lamp2;Ergic3;Cope;Golga4;Napa;Arf1;Clcn3;Arfgef1
scrna_GSE179501_tacstd2_hi_lo	prerank	HALLMARK_BILE_ACID_METABOLISM	0.4797260356064344	1.50050582307688	0.03859649122807018	0.11938972004147534	0.296	9/31	10.82%	Abca3;Nedd4;Acsl5;Sod1;Abcd3;Scp2;Gnpat;Idh2;Cat
scrna_GSE179501_tacstd2_hi_lo	prerank	HALLMARK_GLYCOLYSIS	0.39825310233698924	1.498808269636929	0.01015228426395939	0.10647496667160421	0.303	19/77	11.62%	Cldn3;Sdc1;Gclc;Fbp2;Me1;Vegfa;Sod1;Fam162a;Hs2st1;Mif;Ldha;Fkbp4;Cited2;Txn1;Glrx;Tpi1;P4ha1;Hdlbp;Pam
scrna_GSE179501_tacstd2_hi_lo	prerank	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.45236035539971114	1.474578847467983	0.012345679012345678	0.10944057670468572	0.337	10/40	6.70%	Alcam;Fasn;Mal2;Clu;Pmvk;Cd9;Ctnnb1;Errfi1;Chka;Tnfrsf12a
scrna_GSE179501_tacstd2_hi_lo	prerank	GO_BICELLULAR_TIGHT_JUNCTION	0.4858821900575928	1.4538243580259445	0.047619047619047616	0.1159457858095097	0.377	7/26	8.28%	Cldn18;Cldn3;Cldn7;Ank3;Vapa;Tjp2;Tjp1
scrna_GSE179501_tacstd2_hi_lo	prerank	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.43483275786210407	1.4222308053796529	0.03333333333333333	0.13253928710898047	0.452	13/36	10.82%	Prnp;Gpx4;Gclc;Mgst1;Sod1;Selenos;Prdx6;Prdx2;Prdx1;Txn1;Prdx4;Glrx;Cat
scrna_GSE179501_tacstd2_hi_lo	prerank	TJ_CORE18	0.6690619153576088	1.377581998411696	0.12189054726368159	0.15188633023027928	0.559	4/7	8.28%	Cldn3;Cldn7;Tjp2;Tjp1
scrna_GSE179501_tacstd2_hi_lo	prerank	EPITHELIAL_TJ_CORE	0.6690619153576088	1.377581998411696	0.12189054726368159	0.15188633023027928	0.559	4/7	8.28%	Cldn3;Cldn7;Tjp2;Tjp1
