rank_source	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
scrna_GSE154977_tacstd2_hi_lo	prerank	HALLMARK_IL2_STAT5_SIGNALING	0.5690581952853654	1.921687620814837	0.0	0.0	0.0	36/84	17.98%	Gsto1;Phlda1;Gpx4;S100a1;Emp1;Rnh1;Cd81;Il4ra;Maff;Gabarapl1;Ahnak;Tnfrsf21;Plec;Bhlhe40;Nt5e;Socs2;Capg;St3gal4;Serpinb6a;Ndrg1;Myo1c;Pnp;Ecm1;Mxd1;Il18r1;Anxa4;Syngr2;Itgav;Gadd45b;Spp1;Irf6;Car2;Bmp2;Plin2;Myo1e;Alcam
scrna_GSE154977_tacstd2_hi_lo	prerank	HALLMARK_APOPTOSIS	0.5690427432256759	1.9148820581722352	0.0	0.0	0.0	36/86	14.18%	Krt18;Anxa1;Lgals3;Gpx4;Lmna;Emp1;Tspo;Tnfrsf12a;Clu;Hspb1;App;Gsn;Timp2;Gsr;Dnajc3;Gpx1;Mcl1;Pak1;Ctnnb1;Bax;Vdac2;Igfbp6;Bcl10;Pea15a;Ereg;F2r;Dnaja1;Ccnd1;Isg20;Ier3;Sqstm1;Gadd45b;Gch1;Bcap31;Atf3;Cd14
scrna_GSE154977_tacstd2_hi_lo	prerank	KEGG_TIGHT_JUNCTION	0.5516313477000319	1.8610350746703688	0.0	0.0010239730152993615	0.003	45/80	25.24%	Myl6;Myl12a;Cldn4;Ezr;Rhoa;Cttn;Cldn18;Crb3;Itgb1;Rac1;Msn;Cdc42;Myh14;Tjp1;Actn4;Ybx3;Tuba4a;Cldn7;Ocln;Myl12b;Tjp2;Runx1;Igsf5;Ccnd1;Rap1a;Cldn6;Actn1;Slc9a3r1;F11r;Actr2;Wasl;Prkci;Actr3;Vasp;Stk11;Tuba1c;Prkacb;Llgl2;Ppp2cb;Ppp2r1a;Myh9;Arhgef2;Cgn;Ppp2ca;Cgnl1
scrna_GSE154977_tacstd2_hi_lo	prerank	HALLMARK_APICAL_JUNCTION	0.5344008543206186	1.773061095373952	0.0	0.005375858330321648	0.019	32/68	18.68%	Arpc2;Cnn2;Cldn4;Zyx;Lamc2;Rras;Cldn18;Crb3;Itgb1;Msn;Cdh1;Pfn1;Tjp1;Actn4;Ctnna1;Ywhah;Adam9;Cldn7;Myl12b;Parva;Vcl;Jup;Cldn6;Shc1;Actn1;Hras;Lima1;Wasl;Gnai2;Skap2;Vasp;Itga3
scrna_GSE154977_tacstd2_hi_lo	prerank	HALLMARK_ANDROGEN_RESPONSE	0.5527106764649845	1.7569059085491043	0.0	0.004915070473436935	0.022	18/49	16.02%	Krt8;Krt19;B2m;Vapa;Tsc22d1;Gsr;Ell2;Ndrg1;Elovl5;Pdlim5;Tmem50a;Ccnd1;Itgav;Tpd52;Actn1;Slc38a2;Tmprss2;Abhd2
scrna_GSE154977_tacstd2_hi_lo	prerank	HALLMARK_COAGULATION	0.5461679880291008	1.7491778459549405	0.0011337868480725624	0.004778540738063687	0.026	20/49	9.36%	Anxa1;Cd9;S100a13;S100a1;F3;Clu;Ctsl;Thbs1;Maff;Rac1;Gsn;Dusp6;Ctse;Capn2;Csrp1;Adam9;Wdr1;Capn5;Gng12;Ctsb
scrna_GSE154977_tacstd2_hi_lo	prerank	EPITHELIAL_TJ_CORE	0.7082113178634741	1.729687435927959	0.002777777777777778	0.004607878568847127	0.034	8/13	13.82%	Cldn4;Crb3;Lsr;Tjp1;Cldn7;Ocln;Tjp2;F11r
scrna_GSE154977_tacstd2_hi_lo	prerank	TJ_CORE18	0.7082113178634741	1.729687435927959	0.002777777777777778	0.004607878568847127	0.034	8/13	13.82%	Cldn4;Crb3;Lsr;Tjp1;Cldn7;Ocln;Tjp2;F11r
scrna_GSE154977_tacstd2_hi_lo	prerank	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.562692536964904	1.7244664051742715	0.0011467889908256881	0.004437216399630566	0.037	12/41	8.38%	Lgals3;S100a11;Anxa5;Cd9;Tnfrsf12a;Mal2;Clu;Ethe1;Cxcl16;Plaur;Errfi1;Ctnnb1
scrna_GSE154977_tacstd2_hi_lo	prerank	HALLMARK_COMPLEMENT	0.5180140230143536	1.7182982307547323	0.0010905125408942203	0.004403083965787254	0.04	40/71	29.36%	Lgals3;Anxa5;Ctsd;S100a13;F3;Clu;Ctsl;Maff;Hspa1a;Dusp6;Pfn1;Timp2;Plaur;Cda;Csrp1;Adam9;Calm3;Ctsb;Ctsc;Hspa5;Fdx1;Ppp4c;Lamp2;Car2;Col4a2;Gnai2;Rhog;Ehd1;Rce1;Ppp2cb;Gpd2;Msrb1;Lap3;Xpnpep1;Gnb2;Gnai3;Mmp15;Gmfb;Stx4a;Grb2
scrna_GSE154977_tacstd2_hi_lo	prerank	HALLMARK_P53_PATHWAY	0.4818232237119239	1.6870113727149558	0.0	0.00549221890024203	0.055	43/99	20.56%	Ctsd;Nupr1;Sfn;Cd81;Tsc22d1;Hbegf;S100a10;App;Sdc1;Vamp8;Perp;Tnfsf9;Slc3a2;Epha2;Serpinb5;Procr;Ndrg1;Slc35d1;Bax;Stom;Eps8l2;Mxd1;F2r;Tm4sf1;Ier3;Fam162a;Osgin1;Hspa4l;Hras;Atf3;Plxnb2;Iscu;Abhd4;Tax1bp3;Klf4;Bmp2;Hmox1;Cdkn2b;Btg1;Cdkn1a;Prmt2;St14;Dnttip2
scrna_GSE154977_tacstd2_hi_lo	prerank	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.5230225949198976	1.6835109852507186	0.0	0.005461189414929928	0.06	36/56	35.22%	Sfn;Cfl1;Rac1;Ap2m1;Pfn1;Ube2d3;Nfkbib;Ube2n;Sqstm1;Slc2a1;Arhgdia;Hras;Cab39l;Actr2;Ppp1ca;Hsp90b1;Actr3;Arf1;Cab39;Rit1;Arpc3;Cdkn1a;Calr;Eif4e;Pak4;Ralb;Mapk1;Csnk2b;Grb2;Prkar2a;Cltc;Prkag1;Tnfrsf1a;Pten;Ddit3;Akt1s1
scrna_GSE154977_tacstd2_hi_lo	prerank	HALLMARK_INFLAMMATORY_RESPONSE	0.5349006896256325	1.6745512608247792	0.0	0.005750002316681031	0.068	28/49	26.76%	Ly6e;F3;Emp3;Il4ra;Hbegf;Tnfsf9;Plaur;Ifngr2;Bst2;Mxd1;Ereg;Il18r1;Sri;Gch1;Tapbp;Cd14;Rela;Atp2b1;Rhog;Lamp3;Cdkn1a;Icam1;Pdpn;Atp2a2;Kif1b;Adrm1;Cxcl15;Gnai3
scrna_GSE154977_tacstd2_hi_lo	prerank	TJ7	0.8034104407009834	1.6633214622107673	0.0015015015015015015	0.006582683669781608	0.081	6/7	13.82%	Cldn4;Cdh1;Cldn7;Ocln;Cldn6;F11r
scrna_GSE154977_tacstd2_hi_lo	prerank	HALLMARK_PROTEIN_SECRETION	0.4759523761315651	1.5941139896493821	0.006507592190889371	0.016588362847849654	0.207	34/69	30.02%	Krt18;Tspan8;Cav2;Ap2m1;Tsg101;Rab2a;Ap2s1;Stx7;Stx12;Ctsc;Napa;Cd63;Tpd52;Pam;Rer1;Lamp2;Rab5a;Sgms1;Vamp4;Scamp3;M6pr;Arf1;Clta;Vps4b;Anp32e;Kif1b;Copb1;Bnip3;Vamp3;Adam10;Mapk1;Tmed10;Igf2r;Cltc
