gene	logFC	AveExpr	t	p	se	df	fdr	compartment	cohort	contrast	n_q1	n_q4	family
MFSD4	4.8223099638355205	3.148034445149954	12.394484288357123	5.842834325867089e-07	0.3890690287425192	9	0.009195452662049625	malignant	GSE131907	q4q1_single	6.0	5.0	other
RP11-251G23.5	0.6169557683277858	0.2804344401489935	8.907700858392275	9.288552415108148e-06	0.06926094377614049	9	0.07309161895448602	malignant	GSE131907	q4q1_single	6.0	5.0	other
SURF1	1.1270493767518315	6.079802135542791	7.63719108133329	3.2008275159994395e-05	0.14757380884531604	9	0.12622168598870986	malignant	GSE131907	q4q1_single	6.0	5.0	other
PHKB	1.5277829663735591	4.8673031273003025	7.635006169463061	3.208074367485319e-05	0.200102387930487	9	0.12622168598870986	malignant	GSE131907	q4q1_single	6.0	5.0	other
HNRNPA1L2	-1.7733706468158816	3.9221256963814413	-6.98651763246942	6.41964181902581e-05	0.25382754901730276	9	0.2020646458956564	malignant	GSE131907	q4q1_single	6.0	5.0	other
RP1-102K2.8	0.48601891244443324	0.2209176874747424	6.807435023853346	7.839464823026009e-05	0.07139530685807742	9	0.2056291623079722	malignant	GSE131907	q4q1_single	6.0	5.0	other
APLN	1.2552668290815971	0.675362365851666	6.500423255980038	0.00011139594319026932	0.1931053993948501	9	0.23193167746809543	malignant	GSE131907	q4q1_single	6.0	5.0	other
SURF4	0.9822897104872994	6.418550276639693	6.451777518275188	0.00011789639215559559	0.15225102039009922	9	0.23193167746809543	malignant	GSE131907	q4q1_single	6.0	5.0	other
PPP1R12B	2.0249666425348436	3.658593573369558	6.214574755449948	0.0001561124691456844	0.3258415454346292	9	0.27298867104608676	malignant	GSE131907	q4q1_single	6.0	5.0	other
C17ORF49	-1.9188315713728636	2.7713143664145203	-6.092037980579255	0.0001809852953008217	0.3149736717810833	9	0.28483465774443323	malignant	GSE131907	q4q1_single	6.0	5.0	other
FBXW4	0.8821473855904908	4.033542728880921	5.982331173805074	0.00020693936525660795	0.14745880158777622	9	0.2960737936734996	malignant	GSE131907	q4q1_single	6.0	5.0	other
